t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
75949.477936,0.044547,0.036011,0.024440,0.049035,-0.346512,-0.936763,-0.710683,-0.144384,0.103788,0.680670
75949.482918,0.038280,0.017034,0.026800,0.047673,-0.347005,-0.936651,-0.712301,-0.144341,0.104116,0.678935
75949.487900,0.039666,0.017416,0.026728,0.046287,-0.347387,-0.936579,-0.713890,-0.144246,0.104421,0.677237
75949.492882,0.034667,0.001923,0.032622,0.044923,-0.347596,-0.936568,-0.715452,-0.144088,0.104664,0.675583
75949.497864,0.036051,0.001925,0.032687,0.043539,-0.347597,-0.936633,-0.717004,-0.143844,0.104846,0.673959
75949.502846,0.051734,0.004232,0.039296,0.042184,-0.347387,-0.936773,-0.718559,-0.143528,0.104945,0.672354
75949.507828,0.053073,0.003884,0.039485,0.040845,-0.347039,-0.936961,-0.720111,-0.143164,0.104993,0.670762
75949.512810,0.076237,0.005573,0.030732,0.039501,-0.346562,-0.937195,-0.721645,-0.142747,0.105004,0.669198
75949.517792,0.077637,0.004955,0.031018,0.038101,-0.345943,-0.937482,-0.723173,-0.142254,0.104990,0.667654
75949.522774,0.083452,0.009313,0.017022,0.036680,-0.345113,-0.937844,-0.724715,-0.141674,0.104912,0.666116
75949.527756,0.084986,0.008218,0.017483,0.035146,-0.344018,-0.938305,-0.726304,-0.140957,0.104778,0.664556
75949.532738,0.091983,0.000301,0.021913,0.033474,-0.342586,-0.938890,-0.727979,-0.140073,0.104568,0.662942
75949.537720,0.093901,-0.001624,0.022679,0.031557,-0.340661,-0.939656,-0.729762,-0.138926,0.104266,0.661268
75949.542702,0.129271,-0.043231,0.032307,0.029466,-0.338315,-0.940572,-0.731592,-0.137559,0.103883,0.659590
75949.547684,0.131532,-0.045687,0.033255,0.027205,-0.335859,-0.941519,-0.733393,-0.136088,0.103540,0.657947
75949.552666,0.136454,-0.089454,0.019546,0.024801,-0.333229,-0.942520,-0.735180,-0.134496,0.103204,0.656331
75949.557648,0.139025,-0.092470,0.020671,0.022229,-0.330214,-0.943644,-0.737010,-0.132702,0.102801,0.654705
75949.562630,0.148300,-0.044599,0.017846,0.019531,-0.326617,-0.944955,-0.738942,-0.130648,0.102242,0.653026
75949.567612,0.151183,-0.048613,0.019279,0.016649,-0.322602,-0.946388,-0.741018,-0.128390,0.101597,0.651219
75949.572594,0.220052,-0.033426,0.101266,0.013636,-0.318549,-0.947808,-0.743209,-0.126091,0.100979,0.649264
75949.577576,0.223212,-0.037365,0.102621,0.010476,-0.314609,-0.949164,-0.745470,-0.123803,0.100455,0.647192
75949.582558,0.260573,-0.059864,0.088624,0.007249,-0.310635,-0.950502,-0.747767,-0.121486,0.099952,0.645054
75949.587540,0.263884,-0.064022,0.089993,0.003938,-0.306476,-0.951870,-0.750090,-0.119074,0.099430,0.642884
75949.592522,0.252412,-0.026575,0.116291,0.000625,-0.302084,-0.953281,-0.752426,-0.116571,0.098846,0.640699
75949.597504,0.255769,-0.031131,0.117719,-0.002733,-0.297528,-0.954709,-0.754768,-0.113991,0.098241,0.638498
75949.602486,0.276513,-0.013637,0.146126,-0.006067,-0.292851,-0.956139,-0.757110,-0.111373,0.097605,0.636281
75949.607469,0.279863,-0.018447,0.147559,-0.009416,-0.288041,-0.957572,-0.759473,-0.108701,0.096945,0.634024
75949.612451,0.296940,-0.037569,0.126734,-0.012760,-0.283034,-0.959025,-0.761895,-0.105962,0.096227,0.631687
75949.617433,0.300385,-0.042781,0.128205,-0.016206,-0.277821,-0.960496,-0.764392,-0.103120,0.095489,0.629248
75949.622415,0.314737,-0.067979,0.130773,-0.019739,-0.272459,-0.961965,-0.766930,-0.100199,0.094752,0.626739
75949.627397,0.318369,-0.073487,0.132235,-0.023371,-0.266952,-0.963427,-0.769476,-0.097190,0.094026,0.624196
75949.632379,0.328543,-0.110624,0.109556,-0.026984,-0.261218,-0.964903,-0.772013,-0.094096,0.093245,0.621648
75949.637361,0.332151,-0.116681,0.111068,-0.030592,-0.255161,-0.966415,-0.774557,-0.090875,0.092382,0.619087
75949.642343,0.311988,-0.113983,0.085920,-0.034141,-0.248734,-0.967970,-0.777128,-0.087527,0.091400,0.616487
