t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
47132.546246,0.059288,-0.034529,0.026386,0.142250,0.082609,-0.986378,0.316765,0.054494,0.061981,-0.944907
47132.551228,0.058708,-0.034838,0.026276,0.142830,0.082918,-0.986268,0.317485,0.054674,0.062265,-0.944636
47132.556210,0.055874,-0.040300,0.037761,0.143452,0.083177,-0.986156,0.318185,0.054883,0.062530,-0.944371
47132.561192,0.055222,-0.040535,0.037646,0.144104,0.083412,-0.986041,0.318868,0.055111,0.062788,-0.944110
47132.566174,0.049597,-0.044571,0.036284,0.144800,0.083694,-0.985915,0.319531,0.055353,0.063076,-0.943852
47132.571155,0.048908,-0.044924,0.036153,0.145489,0.084048,-0.985783,0.320158,0.055583,0.063394,-0.943605
47132.576137,0.044136,-0.059805,0.044142,0.146202,0.084494,-0.985640,0.320752,0.055811,0.063759,-0.943365
47132.581119,0.043420,-0.060376,0.043986,0.146918,0.085065,-0.985484,0.321323,0.056021,0.064184,-0.943130
47132.586101,0.026478,-0.086389,0.054866,0.147625,0.085779,-0.985317,0.321873,0.056205,0.064673,-0.942898
47132.591083,0.025822,-0.087234,0.054694,0.148280,0.086624,-0.985144,0.322403,0.056344,0.065216,-0.942671
47132.596065,0.027462,-0.096395,0.060659,0.148945,0.087575,-0.984960,0.322923,0.056471,0.065811,-0.942444
47132.601047,0.026801,-0.097460,0.060463,0.149605,0.088640,-0.984765,0.323439,0.056576,0.066459,-0.942215
47132.606029,0.045933,-0.084207,0.066067,0.150280,0.089822,-0.984555,0.323936,0.056670,0.067165,-0.941989
47132.611011,0.045306,-0.085500,0.065852,0.150907,0.091115,-0.984340,0.324394,0.056726,0.067913,-0.941774
47132.615993,0.041756,-0.071768,0.067734,0.151512,0.092520,-0.984116,0.324809,0.056755,0.068709,-0.941572
47132.620974,0.041115,-0.073304,0.067490,0.152153,0.094056,-0.983871,0.325181,0.056782,0.069571,-0.941378
47132.625956,0.028416,-0.069129,0.067752,0.152858,0.095740,-0.983600,0.325514,0.056818,0.070512,-0.941191
47132.630938,0.027762,-0.070984,0.067468,0.153513,0.097595,-0.983315,0.325812,0.056804,0.071524,-0.941012
47132.635920,0.027704,-0.068559,0.072583,0.154135,0.099626,-0.983014,0.326103,0.056745,0.072614,-0.940832
47132.640902,0.027137,-0.070738,0.072271,0.154702,0.101805,-0.982702,0.326422,0.056634,0.073768,-0.940638
47132.645884,0.044452,-0.065678,0.087915,0.154721,0.103779,-0.982492,0.327117,0.056264,0.074754,-0.940341
47132.650866,0.045049,-0.067300,0.087836,0.154124,0.105402,-0.982413,0.328606,0.055594,0.075515,-0.939800
47132.655848,0.224129,-0.072687,0.073105,0.154015,0.107172,-0.982239,0.330465,0.055099,0.076450,-0.939102
47132.660830,0.223626,-0.074791,0.072794,0.154518,0.109276,-0.981928,0.332223,0.054843,0.077641,-0.938399
47132.665811,0.119200,-0.090135,0.118234,0.155122,0.111558,-0.981576,0.333883,0.054610,0.078928,-0.937716
47132.670793,0.118240,-0.092682,0.117789,0.156083,0.114106,-0.981131,0.335233,0.054522,0.080386,-0.937115
47132.675775,-0.132863,-0.039563,0.126861,0.157414,0.116894,-0.980590,0.336353,0.054585,0.082009,-0.936569
47132.680757,-0.134217,-0.042575,0.126278,0.158769,0.119907,-0.980008,0.337481,0.054617,0.083745,-0.936007
47132.685739,-0.047372,-0.059112,0.173073,0.160150,0.123412,-0.979347,0.338620,0.054572,0.085721,-0.935420
47132.690721,-0.049159,-0.063195,0.172256,0.161937,0.127496,-0.978530,0.339707,0.054620,0.088043,-0.934807
