t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
138035.712393,0.002574,0.031683,-0.002902,-0.279689,-0.713003,0.642963,-0.369905,-0.578754,0.697513,0.204178
138035.717375,0.011185,0.042611,-0.014285,-0.280015,-0.712655,0.643207,-0.369857,-0.578673,0.697669,0.203967
138035.722357,0.011575,0.042193,-0.014578,-0.280404,-0.712237,0.643500,-0.369799,-0.578578,0.697852,0.203712
138035.727339,0.026360,0.051010,-0.025683,-0.280846,-0.711776,0.643817,-0.369739,-0.578461,0.698062,0.203432
138035.732321,0.026881,0.050497,-0.026023,-0.281367,-0.711263,0.644156,-0.369682,-0.578317,0.698304,0.203119
138035.737303,0.033226,0.051387,-0.031696,-0.281945,-0.710719,0.644504,-0.369628,-0.578140,0.698574,0.202789
138035.742285,0.033871,0.050838,-0.032018,-0.282590,-0.710170,0.644827,-0.369595,-0.577928,0.698865,0.202451
138035.747267,0.037780,0.047610,-0.043483,-0.283187,-0.709720,0.645060,-0.369590,-0.577714,0.699126,0.202170
138035.752249,0.038225,0.047368,-0.043554,-0.283632,-0.709477,0.645132,-0.369625,-0.577514,0.699316,0.202018
138035.757231,0.063714,0.037357,-0.044689,-0.283807,-0.709568,0.644955,-0.369698,-0.577301,0.699429,0.202103
138035.762213,0.063587,0.037780,-0.044280,-0.283680,-0.709991,0.644545,-0.369780,-0.577024,0.699511,0.202461
138035.767195,0.153423,-0.033382,-0.002268,-0.283153,-0.710759,0.643931,-0.369836,-0.576716,0.699545,0.203116
138035.772177,0.152444,-0.032340,-0.001547,-0.282174,-0.711800,0.643209,-0.369820,-0.576434,0.699520,0.204030
138035.777159,0.224739,-0.041501,-0.002606,-0.280846,-0.712801,0.642681,-0.369621,-0.576190,0.699533,0.205035
138035.782141,0.223306,-0.040834,-0.002490,-0.279413,-0.713469,0.642566,-0.369198,-0.575966,0.699676,0.205937
138035.787123,0.281856,0.000760,-0.048499,-0.277995,-0.713772,0.642844,-0.368580,-0.575710,0.699986,0.206706
138035.792105,0.280565,0.000859,-0.048945,-0.276705,-0.713871,0.643290,-0.367878,-0.575328,0.700459,0.207414
138035.797087,0.324020,0.011650,-0.075898,-0.275543,-0.714012,0.643632,-0.367206,-0.574756,0.701051,0.208191
138035.802069,0.322933,0.012040,-0.075931,-0.274456,-0.714402,0.643664,-0.366645,-0.573987,0.701692,0.209140
138035.807051,0.307512,-0.000596,-0.035159,-0.273287,-0.715194,0.643282,-0.366204,-0.573048,0.702322,0.210366
138035.812033,0.306237,0.000606,-0.034361,-0.272012,-0.716395,0.642485,-0.365878,-0.571952,0.702932,0.211874
138035.817015,0.280991,0.019421,-0.030336,-0.270630,-0.717953,0.641328,-0.365641,-0.570706,0.703533,0.213640
138035.821997,0.279542,0.021242,-0.028904,-0.269181,-0.719774,0.639896,-0.365462,-0.569308,0.704156,0.215615
138035.826979,0.306708,0.074987,-0.063837,-0.267599,-0.721792,0.638285,-0.365277,-0.567780,0.704818,0.217785
138035.831961,0.304987,0.077108,-0.062152,-0.265878,-0.723913,0.636599,-0.365033,-0.566120,0.705555,0.220116
138035.836943,0.365455,0.141163,-0.120205,-0.263954,-0.726094,0.634914,-0.364676,-0.564336,0.706386,0.222607
138035.841925,0.363366,0.143366,-0.118545,-0.261865,-0.728296,0.633255,-0.364205,-0.562435,0.707315,0.225227
138035.846907,0.411926,0.206376,-0.161919,-0.259598,-0.730515,0.631630,-0.363618,-0.560443,0.708321,0.227962
138035.851889,0.409538,0.208580,-0.160341,-0.257209,-0.732719,0.630053,-0.362932,-0.558382,0.709391,0.230768
138035.856871,0.430566,0.252417,-0.163460,-0.254662,-0.734885,0.628563,-0.362125,-0.556279,0.710517,0.233632
138035.861853,0.427937,0.254467,-0.162118,-0.252034,-0.736935,0.627221,-0.361192,-0.554136,0.711719,0.236495
138035.866835,0.439236,0.264143,-0.137284,-0.249341,-0.738828,0.626069,-0.360121,-0.551954,0.713009,0.239330
138035.871817,0.436564,0.265812,-0.136370,-0.246668,-0.740498,0.625155,-0.358915,-0.549727,0.714407,0.242080
138035.876799,0.428521,0.232238,-0.102868,-0.244058,-0.741897,0.624520,-0.357573,-0.547457,0.715927,0.244708
138035.881781,0.426119,0.233314,-0.102522,-0.241655,-0.742973,0.624174,-0.356129,-0.545116,0.717590,0.247153
138035.886763,0.398843,0.153304,-0.053000,-0.239495,-0.743743,0.624090,-0.354612,-0.542703,0.719387,0.249410
138035.891745,0.396986,0.153787,-0.053133,-0.237639,-0.744226,0.624224,-0.353064,-0.540222,0.721299,0.251463
138035.896727,0.374943,0.057434,0.002857,-0.235982,-0.744476,0.624554,-0.351479,-0.537714,0.723285,0.253348
138035.901709,0.373412,0.057478,0.002333,-0.234450,-0.744521,0.625077,-0.349843,-0.535203,0.725325,0.255090
138035.906691,0.349146,-0.022971,0.045937,-0.232996,-0.744408,0.625755,-0.348153,-0.532671,0.727419,0.256734
138035.911673,0.347926,-0.023196,0.045217,-0.231776,-0.744183,0.626475,-0.346488,-0.530053,0.729576,0.258279
138035.916655,0.342587,-0.051674,0.026616,-0.230877,-0.743859,0.627192,-0.344896,-0.527328,0.731793,0.259713
138035.921637,0.342037,-0.052154,0.025845,-0.230327,-0.743379,0.627963,-0.343365,-0.524507,0.734081,0.260996
138035.926619,0.389030,-0.067528,0.033137,-0.229912,-0.742744,0.628865,-0.341801,-0.521621,0.736440,0.262182
138035.931601,0.388742,-0.068344,0.032070,-0.229624,-0.741928,0.629933,-0.340171,-0.518627,0.738913,0.263281
138035.936583,0.415603,-0.081674,0.056873,-0.229644,-0.740942,0.631085,-0.338542,-0.515426,0.741538,0.264285
138035.941565,0.416210,-0.082830,0.055740,-0.230251,-0.739787,0.632218,-0.337035,-0.511949,0.744324,0.265139
138035.946548,0.432783,-0.080474,0.070284,-0.231291,-0.738511,0.633330,-0.335626,-0.508273,0.747210,0.265877
138035.951530,0.434146,-0.081772,0.069272,-0.232653,-0.737213,0.634341,-0.334335,-0.504465,0.750124,0.266551
138035.956512,0.418925,-0.126405,0.161560,-0.234279,-0.736083,0.635056,-0.333220,-0.500516,0.753002,0.267276
