t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
41757.562565,-0.023769,-0.009917,0.015132,-0.257527,-0.851716,-0.456355,-0.799255,-0.520289,-0.033499,-0.298945
41757.566293,-0.024191,-0.009296,0.014209,-0.257105,-0.852337,-0.455432,-0.799064,-0.520715,-0.033761,-0.298685
41757.571274,-0.025138,-0.001741,0.012254,-0.256554,-0.853163,-0.454195,-0.798799,-0.521286,-0.034116,-0.298357
41757.576256,-0.025653,-0.000940,0.011037,-0.256040,-0.853965,-0.452977,-0.798534,-0.521847,-0.034456,-0.298046
41757.581237,-0.021984,-0.006260,0.009054,-0.255527,-0.854748,-0.451788,-0.798278,-0.522394,-0.034789,-0.297735
41757.586219,-0.022454,-0.005510,0.007898,-0.255058,-0.855498,-0.450632,-0.798026,-0.522927,-0.035099,-0.297439
41757.591201,-0.012061,-0.009445,0.009443,-0.254632,-0.856216,-0.449507,-0.797777,-0.523445,-0.035389,-0.297163
41757.596182,-0.012392,-0.008786,0.008373,-0.254301,-0.856876,-0.448436,-0.797532,-0.523939,-0.035631,-0.296918
41757.601164,0.003078,-0.015732,0.004978,-0.254039,-0.857468,-0.447452,-0.797305,-0.524395,-0.035831,-0.296699
41757.606145,0.002844,-0.015202,0.004095,-0.253805,-0.857997,-0.446569,-0.797105,-0.524804,-0.036002,-0.296492
41757.611127,0.011089,-0.024208,0.004966,-0.253582,-0.858483,-0.445762,-0.796930,-0.525178,-0.036151,-0.296282
41757.616109,0.010925,-0.023787,0.004248,-0.253418,-0.858903,-0.445044,-0.796772,-0.525512,-0.036267,-0.296103
41757.621090,0.014459,-0.022485,0.003328,-0.253290,-0.859260,-0.444429,-0.796631,-0.525797,-0.036367,-0.295962
41757.626072,0.014386,-0.022211,0.002840,-0.253216,-0.859533,-0.443941,-0.796521,-0.526025,-0.036426,-0.295846
41757.631054,0.019403,-0.019474,0.003347,-0.253183,-0.859722,-0.443594,-0.796452,-0.526189,-0.036439,-0.295737
41757.636035,0.019382,-0.019347,0.003114,-0.253162,-0.859849,-0.443361,-0.796419,-0.526301,-0.036424,-0.295629
41757.641017,0.014716,-0.020245,0.002701,-0.253089,-0.859974,-0.443161,-0.796400,-0.526396,-0.036429,-0.295513
41757.645998,0.014606,-0.020107,0.002496,-0.252978,-0.860112,-0.442956,-0.796377,-0.526491,-0.036461,-0.295400
41757.650980,0.011603,-0.009116,-0.011764,-0.252830,-0.860254,-0.442765,-0.796357,-0.526578,-0.036515,-0.295292
41757.655962,0.011435,-0.008984,-0.011924,-0.252661,-0.860385,-0.442605,-0.796346,-0.526649,-0.036580,-0.295189
41757.660943,0.015692,0.013895,-0.012844,-0.252447,-0.860529,-0.442448,-0.796337,-0.526718,-0.036667,-0.295078
41757.665925,0.015468,0.014050,-0.013017,-0.252223,-0.860684,-0.442275,-0.796323,-0.526793,-0.036764,-0.294969
41757.670906,0.029105,0.007136,-0.010738,-0.251944,-0.860865,-0.442082,-0.796307,-0.526876,-0.036891,-0.294849
41757.675888,0.028771,0.007325,-0.010918,-0.251610,-0.861054,-0.441902,-0.796298,-0.526950,-0.037044,-0.294721
41757.680870,0.031404,0.003799,-0.019448,-0.251207,-0.861251,-0.441749,-0.796304,-0.527011,-0.037223,-0.294576
41757.685851,0.030947,0.003987,-0.019556,-0.250750,-0.861440,-0.441641,-0.796331,-0.527048,-0.037414,-0.294411
41757.690833,0.031741,0.008845,-0.023369,-0.250232,-0.861628,-0.441567,-0.796376,-0.527068,-0.037622,-0.294226
41757.695814,0.031213,0.009024,-0.023420,-0.249703,-0.861807,-0.441516,-0.796424,-0.527077,-0.037840,-0.294053
