t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
15463.130669,0.010864,0.002257,0.004416,0.057358,0.104250,-0.992896,0.087341,-0.033189,-0.049504,0.994394
15463.135651,0.010115,0.000715,0.007521,0.057741,0.104113,-0.992888,0.087422,-0.033378,-0.049416,0.994385
15463.140634,0.009745,0.000862,0.007515,0.058111,0.103966,-0.992882,0.087512,-0.033560,-0.049323,0.994376
15463.145616,0.006834,0.001322,0.011538,0.058505,0.103795,-0.992876,0.087606,-0.033754,-0.049218,0.994366
15463.150598,0.006445,0.001515,0.011535,0.058893,0.103603,-0.992874,0.087693,-0.033944,-0.049102,0.994357
15463.155580,0.003083,0.000404,0.011317,0.059295,0.103417,-0.992869,0.087764,-0.034140,-0.048989,0.994350
15463.160562,0.002712,0.000558,0.011311,0.059666,0.103263,-0.992863,0.087824,-0.034321,-0.048894,0.994343
15463.165544,0.003951,-0.002585,0.008597,0.060044,0.103171,-0.992850,0.087889,-0.034509,-0.048829,0.994334
15463.170526,0.003612,-0.002552,0.008580,0.060383,0.103138,-0.992833,0.087967,-0.034681,-0.048795,0.994323
15463.175508,0.000934,-0.008012,0.014495,0.060712,0.103136,-0.992813,0.088056,-0.034849,-0.048777,0.994310
15463.180490,0.000631,-0.008005,0.014478,0.061014,0.103129,-0.992795,0.088139,-0.035004,-0.048757,0.994298
15463.185473,0.005241,0.002148,0.014427,0.061349,0.103123,-0.992775,0.088210,-0.035174,-0.048737,0.994287
15463.190455,0.004928,0.002116,0.014404,0.061661,0.103155,-0.992752,0.088273,-0.035335,-0.048737,0.994276
15463.195437,0.015841,0.011094,0.008073,0.061964,0.103255,-0.992723,0.088321,-0.035493,-0.048773,0.994264
15463.200419,0.015576,0.010931,0.008040,0.062228,0.103418,-0.992689,0.088351,-0.035634,-0.048841,0.994253
15463.205401,0.015950,0.006334,0.014359,0.062510,0.103667,-0.992646,0.088375,-0.035788,-0.048953,0.994240
15463.210383,0.015921,0.005692,0.014290,0.062540,0.104309,-0.992577,0.088432,-0.035834,-0.049271,0.994217
15463.215365,0.016251,-0.009207,0.020129,0.062453,0.105276,-0.992480,0.088507,-0.035839,-0.049755,0.994186
15463.220347,0.016277,-0.010143,0.020031,0.062428,0.106212,-0.992382,0.088540,-0.035870,-0.050223,0.994159
