t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
138191.267833,0.013414,-0.007485,0.002201,-0.265291,-0.775062,0.573498,0.404412,0.596245,-0.656689,-0.222941
138191.272815,0.013743,-0.007874,0.001828,-0.265620,-0.774673,0.573870,0.404319,0.596215,-0.656859,-0.222689
138191.277797,0.007665,-0.006874,0.003397,-0.265935,-0.774223,0.574332,0.404188,0.596205,-0.657043,-0.222409
138191.282779,0.007982,-0.007376,0.002867,-0.266252,-0.773721,0.574861,0.404029,0.596206,-0.657244,-0.222103
138191.287761,0.018023,0.008200,-0.002729,-0.266558,-0.773199,0.575421,0.403856,0.596218,-0.657445,-0.221788
138191.292743,0.018308,0.007672,-0.003305,-0.266843,-0.772672,0.575998,0.403673,0.596244,-0.657641,-0.221471
138191.297725,0.031424,0.022952,-0.008258,-0.267111,-0.772128,0.576602,0.403475,0.596280,-0.657838,-0.221148
138191.302707,0.031702,0.022398,-0.008870,-0.267390,-0.771574,0.577214,0.403280,0.596323,-0.658032,-0.220813
138191.307689,0.018634,0.012649,-0.001685,-0.267657,-0.771057,0.577781,0.403103,0.596371,-0.658204,-0.220493
138191.312671,0.018876,0.012216,-0.002151,-0.267899,-0.770624,0.578247,0.402967,0.596418,-0.658338,-0.220213
138191.317653,-0.001458,-0.000516,-0.003089,-0.268088,-0.770266,0.578635,0.402856,0.596475,-0.658434,-0.219976
138191.322635,-0.001290,-0.000816,-0.003410,-0.268257,-0.769966,0.578957,0.402771,0.596531,-0.658505,-0.219767
138191.327617,-0.000142,0.007887,0.001041,-0.268382,-0.769713,0.579235,0.402694,0.596591,-0.658557,-0.219591
138191.332599,-0.000056,0.007663,0.000784,-0.268468,-0.769489,0.579493,0.402619,0.596661,-0.658591,-0.219434
138191.337581,0.017421,0.014646,0.001956,-0.268565,-0.769269,0.579739,0.402550,0.596721,-0.658631,-0.219280
138191.342563,0.017511,0.014447,0.001734,-0.268655,-0.769071,0.579961,0.402488,0.596773,-0.658667,-0.219142
138191.347545,0.013574,0.012105,0.002212,-0.268685,-0.768925,0.580139,0.402433,0.596839,-0.658675,-0.219038
138191.352527,0.013573,0.012034,0.002119,-0.268684,-0.768855,0.580233,0.402407,0.596895,-0.658660,-0.218979
138191.357509,0.005568,0.005773,0.008401,-0.268615,-0.768865,0.580252,0.402399,0.596956,-0.658612,-0.218973
138191.362491,0.005328,0.005874,0.008424,-0.268374,-0.768966,0.580229,0.402379,0.597070,-0.658500,-0.219035
138191.367473,0.012359,0.002271,0.010993,-0.267868,-0.769147,0.580224,0.402299,0.597254,-0.658331,-0.219189
138191.372455,0.011664,0.002501,0.010978,-0.267172,-0.769377,0.580239,0.402165,0.597471,-0.658140,-0.219416
138191.377436,0.030210,-0.010830,0.008995,-0.266599,-0.769611,0.580193,0.402071,0.597611,-0.657995,-0.219643
138191.382419,0.030006,-0.010665,0.009120,-0.266395,-0.769776,0.580067,0.402074,0.597618,-0.657941,-0.219779
138191.387400,0.049035,0.009642,0.012653,-0.266321,-0.769866,0.579983,0.402090,0.597609,-0.657917,-0.219845
138191.392382,0.048835,0.009725,0.012671,-0.266121,-0.769948,0.579965,0.402061,0.597669,-0.657856,-0.219918
138191.397364,-0.005893,0.026586,0.003890,-0.265805,-0.770041,0.579987,0.402000,0.597785,-0.657759,-0.220006
138191.402346,-0.006212,0.026681,0.003869,-0.265486,-0.770134,0.580009,0.401940,0.597911,-0.657653,-0.220090
138191.407328,0.001669,0.014674,0.002275,-0.265234,-0.770228,0.580000,0.401903,0.598003,-0.657566,-0.220167
138191.412310,0.001450,0.014774,0.002309,-0.265016,-0.770329,0.579966,0.401882,0.598078,-0.657485,-0.220245
138191.417292,0.047091,0.000051,0.001583,-0.264636,-0.770452,0.579975,0.401808,0.598194,-0.657382,-0.220369
138191.422274,0.046693,0.000206,0.001607,-0.264237,-0.770607,0.579952,0.401735,0.598283,-0.657293,-0.220529
138191.427256,0.061313,-0.007804,-0.007950,-0.263904,-0.770775,0.579880,0.401693,0.598341,-0.657212,-0.220687
138191.432238,0.060971,-0.007652,-0.007903,-0.263562,-0.770928,0.579833,0.401637,0.598397,-0.657143,-0.220843
138191.437220,0.065831,0.000961,-0.014561,-0.263249,-0.771042,0.579823,0.401566,0.598441,-0.657100,-0.220982
