t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
41895.524280,0.006847,0.022521,-0.029418,-0.274120,-0.961516,-0.018586,-0.654607,-0.694420,-0.092132,-0.284223
41895.529261,0.007469,0.022339,-0.029199,-0.274742,-0.961334,-0.018805,-0.654672,-0.694400,-0.091684,-0.284265
41895.534243,0.016551,0.025832,-0.020752,-0.275370,-0.961150,-0.019028,-0.654743,-0.694381,-0.091221,-0.284299
41895.539225,0.017169,0.025650,-0.020531,-0.275988,-0.960968,-0.019249,-0.654817,-0.694362,-0.090756,-0.284322
41895.544206,0.015587,0.014212,-0.008679,-0.276589,-0.960791,-0.019474,-0.654896,-0.694341,-0.090295,-0.284339
41895.549188,0.016162,0.014042,-0.008463,-0.277163,-0.960621,-0.019690,-0.654975,-0.694322,-0.089845,-0.284346
41895.554170,-0.007872,0.010623,-0.006862,-0.277681,-0.960467,-0.019902,-0.655057,-0.694300,-0.089425,-0.284342
41895.559151,-0.007410,0.010485,-0.006651,-0.278143,-0.960329,-0.020112,-0.655144,-0.694274,-0.089034,-0.284328
41895.564133,-0.029741,0.014632,-0.007026,-0.278563,-0.960203,-0.020303,-0.655226,-0.694252,-0.088671,-0.284307
41895.569115,-0.029339,0.014512,-0.006908,-0.278965,-0.960084,-0.020420,-0.655279,-0.694252,-0.088337,-0.284288
41895.574096,-0.030903,0.026331,-0.009444,-0.279354,-0.959971,-0.020432,-0.655293,-0.694287,-0.088029,-0.284265
41895.579078,-0.030494,0.026214,-0.009540,-0.279763,-0.959853,-0.020337,-0.655264,-0.694359,-0.087734,-0.284248
41895.584060,-0.019675,0.020996,-0.007586,-0.280191,-0.959732,-0.020200,-0.655216,-0.694445,-0.087441,-0.284239
41895.589041,-0.019254,0.020875,-0.007672,-0.280612,-0.959610,-0.020114,-0.655184,-0.694512,-0.087153,-0.284239
41895.594023,-0.010019,-0.001292,0.007587,-0.281012,-0.959493,-0.020130,-0.655186,-0.694542,-0.086870,-0.284247
41895.599005,-0.009631,-0.001408,0.007693,-0.281400,-0.959377,-0.020236,-0.655221,-0.694540,-0.086581,-0.284260
41895.603986,-0.007225,-0.021634,0.015763,-0.281776,-0.959262,-0.020432,-0.655290,-0.694506,-0.086284,-0.284273
41895.608968,-0.006843,-0.021752,0.016044,-0.282158,-0.959144,-0.020714,-0.655388,-0.694443,-0.085975,-0.284294
41895.613950,-0.001046,-0.035018,0.015166,-0.282569,-0.959016,-0.021056,-0.655502,-0.694360,-0.085651,-0.284332
41895.618931,-0.000606,-0.035156,0.015544,-0.283009,-0.958878,-0.021434,-0.655622,-0.694265,-0.085317,-0.284388
41895.623913,0.006164,-0.036097,0.009059,-0.283477,-0.958731,-0.021831,-0.655742,-0.694164,-0.084979,-0.284462
41895.628895,0.006680,-0.036258,0.009439,-0.283993,-0.958569,-0.022211,-0.655844,-0.694069,-0.084635,-0.284559
41895.633876,0.009485,-0.035518,0.005449,-0.284555,-0.958394,-0.022569,-0.655928,-0.693982,-0.084287,-0.284681
41895.638858,0.010096,-0.035708,0.005797,-0.285166,-0.958204,-0.022918,-0.655993,-0.693898,-0.083941,-0.284836
41895.643840,0.012731,-0.038753,0.002696,-0.285833,-0.957997,-0.023265,-0.656043,-0.693815,-0.083592,-0.285027
41895.648821,0.013451,-0.038976,0.003015,-0.286553,-0.957774,-0.023584,-0.656069,-0.693743,-0.083239,-0.285246
41895.653803,0.017699,-0.047392,0.001475,-0.287322,-0.957537,-0.023860,-0.656067,-0.693685,-0.082890,-0.285493
41895.658785,0.018535,-0.047649,0.001703,-0.288158,-0.957280,-0.024088,-0.656031,-0.693645,-0.082537,-0.285774
41895.663766,0.028547,-0.056501,-0.000821,-0.289060,-0.957003,-0.024279,-0.655968,-0.693619,-0.082176,-0.286087
41895.668748,0.029529,-0.056802,-0.000661,-0.290043,-0.956702,-0.024439,-0.655878,-0.693606,-0.081799,-0.286433
41895.673730,0.045588,-0.068347,0.001728,-0.291117,-0.956372,-0.024555,-0.655758,-0.693612,-0.081394,-0.286808
41895.678711,0.046768,-0.068709,0.001795,-0.292297,-0.956011,-0.024622,-0.655606,-0.693639,-0.080955,-0.287215
