t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
27305.858242,-0.006865,0.006304,-0.023481,-0.350206,-0.763506,0.542600,0.431531,0.562518,-0.674443,-0.206109
27305.863224,-0.006648,0.006018,-0.023742,-0.350423,-0.763220,0.542861,0.431402,0.562291,-0.674729,-0.206063
27305.868206,-0.001168,0.020839,-0.022775,-0.350623,-0.762904,0.543176,0.431247,0.562078,-0.675024,-0.206004
27305.873180,-0.000981,0.020484,-0.023153,-0.350810,-0.762549,0.543554,0.431064,0.561874,-0.675333,-0.205930
27305.878162,0.011188,0.022235,-0.028095,-0.350955,-0.762179,0.543979,0.430852,0.561684,-0.675648,-0.205857
27305.883144,0.011298,0.021877,-0.028525,-0.351066,-0.761821,0.544409,0.430629,0.561498,-0.675962,-0.205800
27305.888126,0.027568,0.006501,-0.031061,-0.351161,-0.761491,0.544809,0.430411,0.561294,-0.676280,-0.205771
27305.893108,0.027656,0.006204,-0.031420,-0.351250,-0.761193,0.545168,0.430203,0.561069,-0.676599,-0.205769
27305.898090,0.032264,-0.006614,-0.009869,-0.351325,-0.760933,0.545483,0.430009,0.560832,-0.676911,-0.205793
27305.903071,0.032343,-0.006843,-0.010136,-0.351404,-0.760705,0.545750,0.429834,0.560584,-0.677215,-0.205835
27305.908053,0.015262,-0.009453,-0.000451,-0.351474,-0.760506,0.545983,0.429671,0.560334,-0.677508,-0.205892
27305.913035,0.015336,-0.009627,-0.000645,-0.351548,-0.760332,0.546177,0.429525,0.560080,-0.677789,-0.205959
27305.918017,-0.002864,-0.006777,-0.009252,-0.351613,-0.760191,0.546331,0.429395,0.559823,-0.678059,-0.206045
27305.922999,-0.002793,-0.006892,-0.009368,-0.351683,-0.760076,0.546446,0.429282,0.559562,-0.678317,-0.206139
27305.927981,-0.009446,0.006154,-0.015937,-0.351760,-0.759969,0.546546,0.429177,0.559296,-0.678573,-0.206238
27305.932963,-0.009355,0.006040,-0.016037,-0.351851,-0.759855,0.546646,0.429074,0.559025,-0.678833,-0.206331
27305.937945,0.001545,0.017349,-0.017387,-0.351932,-0.759735,0.546760,0.428964,0.558758,-0.679094,-0.206423
27305.942927,0.001620,0.017209,-0.017533,-0.352008,-0.759595,0.546906,0.428840,0.558503,-0.679358,-0.206503
27305.947909,0.018287,0.016873,-0.014215,-0.352073,-0.759426,0.547098,0.428698,0.558263,-0.679626,-0.206565
27305.952891,0.018339,0.016679,-0.014450,-0.352125,-0.759233,0.547333,0.428538,0.558041,-0.679894,-0.206612
27305.957873,0.029708,0.005091,-0.006714,-0.352142,-0.759027,0.547608,0.428358,0.557844,-0.680158,-0.206653
27305.962855,0.029701,0.004884,-0.007005,-0.352134,-0.758821,0.547899,0.428171,0.557668,-0.680409,-0.206689
27305.967837,0.032762,-0.006525,0.008460,-0.352098,-0.758612,0.548211,0.427972,0.557511,-0.680652,-0.206723
