t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
161655.176533,-0.000597,0.002710,0.005213,-0.105238,0.204031,-0.973291,-0.771401,0.046387,0.105842,-0.625769
161655.181515,-0.000590,0.002727,0.005216,-0.105245,0.204014,-0.973294,-0.771406,0.046379,0.105839,-0.625764
161655.186497,0.000545,0.002674,0.005986,-0.105388,0.204342,-0.973210,-0.771389,0.046462,0.106001,-0.625751
161655.191479,0.000553,0.002697,0.005990,-0.105396,0.204319,-0.973214,-0.771389,0.046451,0.105997,-0.625753
161655.196461,0.000856,0.001922,0.002871,-0.105516,0.204575,-0.973147,-0.771375,0.046514,0.106127,-0.625743
161655.201443,0.000862,0.001939,0.002874,-0.105522,0.204559,-0.973150,-0.771373,0.046505,0.106124,-0.625746
161655.206425,0.000131,0.001730,0.000457,-0.105615,0.204828,-0.973083,-0.771357,0.046581,0.106248,-0.625740
161655.211407,0.000134,0.001751,0.000462,-0.105618,0.204807,-0.973087,-0.771353,0.046571,0.106243,-0.625746
161655.216388,0.001066,0.002281,0.000802,-0.105665,0.204979,-0.973046,-0.771339,0.046623,0.106317,-0.625747
161655.221370,0.001067,0.002300,0.000806,-0.105666,0.204961,-0.973050,-0.771339,0.046615,0.106311,-0.625748
161655.226352,0.000316,0.001538,0.001002,-0.105754,0.205142,-0.973002,-0.771326,0.046658,0.106405,-0.625745
161655.231334,0.000309,0.001562,0.001008,-0.105748,0.205118,-0.973008,-0.771323,0.046650,0.106395,-0.625751
161655.236316,0.001501,-0.001463,0.001408,-0.105719,0.205259,-0.972981,-0.771312,0.046714,0.106430,-0.625755
161655.241298,0.001492,-0.001453,0.001411,-0.105710,0.205249,-0.972984,-0.771309,0.046712,0.106423,-0.625759
161655.246280,0.001934,-0.000313,0.003927,-0.105724,0.205468,-0.972937,-0.771295,0.046792,0.106500,-0.625757
161655.251262,0.001931,-0.000300,0.003930,-0.105721,0.205454,-0.972940,-0.771295,0.046788,0.106494,-0.625759
161655.256244,0.002596,-0.000745,0.004149,-0.105761,0.205625,-0.972899,-0.771282,0.046842,0.106565,-0.625759
161655.261226,0.002588,-0.000749,0.004149,-0.105753,0.205629,-0.972899,-0.771276,0.046845,0.106564,-0.625765
161655.266208,0.002181,-0.000530,0.005589,-0.105727,0.205761,-0.972874,-0.771265,0.046904,0.106597,-0.625770
161655.271190,0.002176,-0.000533,0.005589,-0.105722,0.205764,-0.972874,-0.771261,0.046906,0.106596,-0.625775
161655.276172,0.001313,0.000788,0.005216,-0.105683,0.205816,-0.972867,-0.771252,0.046937,0.106598,-0.625783
161655.281153,0.001318,0.000793,0.005216,-0.105688,0.205812,-0.972868,-0.771246,0.046933,0.106599,-0.625791
161655.286135,0.000696,0.000910,0.004461,-0.105692,0.205846,-0.972860,-0.771239,0.046945,0.106613,-0.625796
161655.291117,0.000706,0.000896,0.004457,-0.105702,0.205861,-0.972856,-0.771236,0.046947,0.106621,-0.625797
161655.296099,0.001457,0.000078,0.002082,-0.105659,0.205931,-0.972846,-0.771230,0.046987,0.106627,-0.625802
161655.301081,0.001448,0.000068,0.002080,-0.105650,0.205941,-0.972844,-0.771225,0.046993,0.106627,-0.625807
161655.306063,0.001427,-0.000425,0.001265,-0.105645,0.205976,-0.972838,-0.771221,0.047008,0.106637,-0.625809
161655.311045,0.001426,-0.000435,0.001263,-0.105643,0.205986,-0.972836,-0.771219,0.047013,0.106640,-0.625810
161655.316027,-0.000465,-0.001407,0.001092,-0.105599,0.205951,-0.972848,-0.771219,0.047012,0.106611,-0.625816
161655.321009,-0.000473,-0.001428,0.001088,-0.105590,0.205972,-0.972844,-0.771216,0.047023,0.106615,-0.625817
161655.325991,-0.001005,-0.001373,0.001516,-0.105547,0.205993,-0.972845,-0.771213,0.047044,0.106605,-0.625822
161655.330973,-0.001016,-0.001397,0.001512,-0.105536,0.206018,-0.972841,-0.771210,0.047057,0.106608,-0.625824
161655.335955,-0.000130,-0.001420,0.002765,-0.105476,0.206041,-0.972842,-0.771206,0.047084,0.106592,-0.625830
161655.340936,-0.000135,-0.001445,0.002760,-0.105471,0.206065,-0.972838,-0.771201,0.047095,0.106599,-0.625834
161655.345918,0.000268,0.000360,0.003902,-0.105416,0.206106,-0.972835,-0.771194,0.047127,0.106591,-0.625841
161655.350900,0.000267,0.000332,0.003896,-0.105416,0.206135,-0.972829,-0.771189,0.047138,0.106600,-0.625845
161655.355882,-0.000510,-0.000846,0.002753,-0.105386,0.206214,-0.972815,-0.771184,0.047178,0.106614,-0.625846
161655.360864,-0.000510,-0.000871,0.002748,-0.105386,0.206239,-0.972810,-0.771182,0.047188,0.106622,-0.625846
161655.365846,-0.001692,-0.000303,0.003735,-0.105395,0.206327,-0.972790,-0.771175,0.047219,0.106654,-0.625847
161655.370828,-0.001702,-0.000318,0.003733,-0.105384,0.206342,-0.972788,-0.771173,0.047228,0.106655,-0.625848
161655.375810,-0.000149,-0.001241,0.004086,-0.105319,0.206365,-0.972790,-0.771169,0.047257,0.106638,-0.625854
161655.380792,-0.000153,-0.001263,0.004082,-0.105315,0.206387,-0.972786,-0.771166,0.047266,0.106643,-0.625856
161655.385774,-0.000652,-0.000351,0.003721,-0.105260,0.206391,-0.972791,-0.771166,0.047285,0.106622,-0.625859
161655.390756,-0.000654,-0.000384,0.003714,-0.105257,0.206424,-0.972785,-0.771162,0.047298,0.106632,-0.625861
161655.395738,-0.001053,0.001200,0.002105,-0.105301,0.206366,-0.972792,-0.771164,0.047262,0.106631,-0.625862
161655.400720,-0.001060,0.001185,0.002102,-0.105294,0.206380,-0.972790,-0.771159,0.047269,0.106633,-0.625866
161655.405701,-0.000795,0.000640,0.001754,-0.105361,0.206331,-0.972793,-0.771159,0.047228,0.106643,-0.625868
161655.410683,-0.000794,0.000620,0.001750,-0.105362,0.206350,-0.972789,-0.771155,0.047235,0.106650,-0.625871
161655.415665,0.000437,0.000569,0.002000,-0.105387,0.206310,-0.972795,-0.771155,0.047211,0.106648,-0.625873
161655.420647,0.000432,0.000552,0.001997,-0.105382,0.206327,-0.972792,-0.771152,0.047219,0.106651,-0.625876
161655.425629,0.000250,0.000340,0.002381,-0.105383,0.206386,-0.972779,-0.771148,0.047242,0.106671,-0.625876
161655.430611,0.000245,0.000323,0.002378,-0.105378,0.206403,-0.972776,-0.771148,0.047250,0.106674,-0.625874
161655.435593,-0.000138,-0.002428,0.003352,-0.105422,0.206392,-0.972773,-0.771151,0.047233,0.106688,-0.625869
161655.440575,-0.000128,-0.002435,0.003350,-0.105433,0.206399,-0.972771,-0.771152,0.047232,0.106694,-0.625868
161655.445557,0.000665,-0.002015,0.002786,-0.105523,0.206421,-0.972756,-0.771152,0.047213,0.106737,-0.625862
161655.450539,0.000670,-0.002018,0.002785,-0.105528,0.206424,-0.972755,-0.771153,0.047213,0.106740,-0.625860
161655.455521,0.000435,-0.002365,0.003352,-0.105538,0.206406,-0.972758,-0.771156,0.047202,0.106737,-0.625857
161655.460503,0.000435,-0.002361,0.003353,-0.105538,0.206401,-0.972759,-0.771157,0.047201,0.106736,-0.625856
161655.465485,0.000752,-0.000344,0.002722,-0.105564,0.206414,-0.972754,-0.771158,0.047198,0.106750,-0.625854
161655.470466,0.000744,-0.000342,0.002723,-0.105557,0.206411,-0.972755,-0.771158,0.047199,0.106746,-0.625853
161655.475448,0.000255,0.000309,0.002923,-0.105586,0.206463,-0.972741,-0.771157,0.047210,0.106774,-0.625849
161655.480430,0.000253,0.000314,0.002924,-0.105584,0.206458,-0.972742,-0.771158,0.047210,0.106772,-0.625848
161655.485412,0.000442,0.000186,0.001269,-0.105606,0.206479,-0.972735,-0.771158,0.047211,0.106787,-0.625846
161655.490394,0.000442,0.000198,0.001272,-0.105605,0.206467,-0.972738,-0.771159,0.047206,0.106783,-0.625846
161655.495376,0.000604,-0.000734,0.001895,-0.105600,0.206483,-0.972735,-0.771156,0.047214,0.106786,-0.625849
161655.500358,0.000607,-0.000721,0.001897,-0.105603,0.206471,-0.972737,-0.771152,0.047208,0.106784,-0.625854
161655.505340,0.000030,0.000200,0.003422,-0.105590,0.206480,-0.972737,-0.771146,0.047214,0.106782,-0.625861
161655.510322,0.000016,0.000211,0.003426,-0.105576,0.206469,-0.972741,-0.771143,0.047214,0.106773,-0.625866
161655.515304,-0.000410,-0.000729,0.002570,-0.105577,0.206402,-0.972755,-0.771148,0.047188,0.106752,-0.625866
161655.520286,-0.000413,-0.000718,0.002573,-0.105574,0.206391,-0.972757,-0.771151,0.047184,0.106747,-0.625863
161655.525268,-0.000000,-0.002142,0.004005,-0.105560,0.206335,-0.972771,-0.771156,0.047167,0.106723,-0.625862
161655.530249,0.000003,-0.002124,0.004009,-0.105563,0.206317,-0.972774,-0.771159,0.047160,0.106719,-0.625861
161655.535231,-0.000149,-0.002099,0.003578,-0.105564,0.206261,-0.972786,-0.771162,0.047138,0.106701,-0.625861
161655.540213,-0.000151,-0.002093,0.003580,-0.105562,0.206256,-0.972787,-0.771163,0.047136,0.106698,-0.625860
161655.545195,0.001169,-0.001087,0.003077,-0.105554,0.206257,-0.972788,-0.771164,0.047139,0.106695,-0.625859
161655.550177,0.001176,-0.001068,0.003080,-0.105562,0.206237,-0.972791,-0.771166,0.047129,0.106692,-0.625858
161655.555159,-0.000825,-0.000275,0.002070,-0.105559,0.206253,-0.972788,-0.771166,0.047136,0.106696,-0.625858
161655.560141,-0.000830,-0.000267,0.002072,-0.105555,0.206245,-0.972790,-0.771167,0.047135,0.106692,-0.625857
161655.565123,-0.000638,0.001992,0.002970,-0.105548,0.206260,-0.972788,-0.771167,0.047143,0.106694,-0.625856
161655.570105,-0.000643,0.001990,0.002970,-0.105543,0.206262,-0.972788,-0.771163,0.047145,0.106693,-0.625861
161655.575087,0.000645,0.002162,0.002148,-0.105534,0.206258,-0.972790,-0.771157,0.047145,0.106688,-0.625869
161655.580069,0.000645,0.002163,0.002148,-0.105533,0.206257,-0.972790,-0.771153,0.047144,0.106688,-0.625874
161655.585051,0.000920,0.001811,0.002401,-0.105534,0.206288,-0.972783,-0.771151,0.047156,0.106699,-0.625874
161655.590033,0.000919,0.001809,0.002401,-0.105534,0.206290,-0.972783,-0.771149,0.047156,0.106699,-0.625877
161655.595015,0.001676,0.000207,0.003542,-0.105558,0.206290,-0.972780,-0.771144,0.047148,0.106709,-0.625881
161655.599996,0.001672,0.000201,0.003541,-0.105554,0.206296,-0.972780,-0.771138,0.047151,0.106710,-0.625888
161655.604978,0.001874,0.000924,0.004552,-0.105558,0.206275,-0.972784,-0.771134,0.047140,0.106705,-0.625895
161655.609960,0.001871,0.000908,0.004549,-0.105555,0.206291,-0.972781,-0.771130,0.047147,0.106709,-0.625898
161655.614942,0.001596,-0.001786,0.002477,-0.105569,0.206269,-0.972784,-0.771130,0.047134,0.106708,-0.625900
161655.619924,0.001593,-0.001788,0.002477,-0.105566,0.206271,-0.972784,-0.771126,0.047135,0.106708,-0.625904
161655.624906,0.002365,-0.001838,0.002494,-0.105545,0.206275,-0.972785,-0.771125,0.047143,0.106701,-0.625906
161655.629888,0.002372,-0.001857,0.002489,-0.105552,0.206295,-0.972780,-0.771123,0.047148,0.106710,-0.625907
161655.634870,0.001177,-0.002519,0.001810,-0.105578,0.206316,-0.972773,-0.771117,0.047148,0.106727,-0.625911
161655.639852,0.001168,-0.002544,0.001806,-0.105568,0.206340,-0.972769,-0.771112,0.047159,0.106731,-0.625916
161655.644834,0.002050,-0.002338,0.000692,-0.105581,0.206409,-0.972753,-0.771107,0.047182,0.106759,-0.625916
161655.649816,0.002052,-0.002346,0.000690,-0.105583,0.206417,-0.972751,-0.771104,0.047184,0.106762,-0.625918
161655.654798,0.000319,-0.000019,0.001061,-0.105574,0.206470,-0.972741,-0.771099,0.047207,0.106776,-0.625920
161655.659779,0.000304,-0.000031,0.001060,-0.105559,0.206482,-0.972740,-0.771095,0.047216,0.106775,-0.625925
161655.664761,0.000958,0.000236,0.001159,-0.105527,0.206536,-0.972732,-0.771087,0.047247,0.106780,-0.625932
161655.669743,0.000951,0.000217,0.001156,-0.105519,0.206555,-0.972729,-0.771081,0.047255,0.106783,-0.625938
161655.674725,0.000108,0.000281,-0.000006,-0.105485,0.206582,-0.972726,-0.771075,0.047276,0.106779,-0.625945
161655.679707,0.000088,0.000270,-0.000006,-0.105465,0.206594,-0.972726,-0.771069,0.047286,0.106775,-0.625952
161655.684689,-0.000644,-0.000273,0.002599,-0.105420,0.206633,-0.972723,-0.771063,0.047315,0.106771,-0.625958
161655.689671,-0.000659,-0.000281,0.002599,-0.105404,0.206641,-0.972723,-0.771060,0.047322,0.106767,-0.625961
161655.694653,-0.001519,-0.000679,0.004086,-0.105369,0.206627,-0.972730,-0.771056,0.047327,0.106749,-0.625969
161655.699635,-0.001528,-0.000686,0.004086,-0.105360,0.206634,-0.972729,-0.771051,0.047332,0.106748,-0.625975
161655.704617,-0.000179,-0.000635,0.003396,-0.105320,0.206598,-0.972741,-0.771052,0.047330,0.106721,-0.625979
161655.709599,-0.000175,-0.000641,0.003394,-0.105325,0.206604,-0.972739,-0.771052,0.047331,0.106725,-0.625978
161655.714581,-0.001116,-0.003162,0.003081,-0.105315,0.206577,-0.972746,-0.771053,0.047323,0.106712,-0.625980
161655.719563,-0.001117,-0.003172,0.003078,-0.105313,0.206587,-0.972744,-0.771052,0.047328,0.106715,-0.625980
161655.724544,-0.000985,-0.002099,0.002800,-0.105277,0.206552,-0.972755,-0.771054,0.047325,0.106689,-0.625982
161655.729526,-0.000990,-0.002095,0.002801,-0.105273,0.206547,-0.972757,-0.771054,0.047325,0.106686,-0.625982
161655.734508,-0.001837,-0.002142,0.002604,-0.105265,0.206549,-0.972757,-0.771057,0.047328,0.106683,-0.625980
161655.739490,-0.001842,-0.002150,0.002602,-0.105260,0.206557,-0.972756,-0.771058,0.047333,0.106684,-0.625977
161655.744472,-0.001968,-0.000462,0.002524,-0.105240,0.206578,-0.972754,-0.771059,0.047348,0.106683,-0.625975
