Weight (lbs):,129.27397918915733
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.46,-2.00,25658,0.92,9825
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,-0.12,32891,0.13,30608
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.43,0.00,38723,2.00,25658
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.63,-9.90,7158,20,37390
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.34,-1.70,11108,2.11,2541
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.82,0.00,38723,20,11108
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.39,-0.01,21625,0.65,6075
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.04,-0.03,33175,0.07,24941
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.37,0.00,0,0.65,6075
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.57,0.00,38723,1.39,37406
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,38723,0.01,30575
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.57,0.00,38723,1.39,37406
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.26,0.00,7158,3.85,37390
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.06,0.00,38723,0.27,2541
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.26,0.03,37473,3.85,25725
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
527,8.76,-0.00,0.01,0.01,0.17,0.11,0.20,-0.00,0.01,0.01,0.00,0.00,0.00,1.29,0.01,1.29
528,8.78,0.00,0.02,0.02,0.04,0.03,0.05,-0.00,0.01,0.01,0.00,0.00,0.00,1.27,0.00,1.27
529,8.79,0.00,0.01,0.01,0.05,-0.13,0.14,-0.00,0.01,0.01,0.00,0.00,0.00,1.27,0.00,1.27
530,8.81,0.00,0.01,0.01,0.15,-0.34,0.37,-0.00,0.01,0.01,0.00,0.00,0.00,1.29,0.00,1.29
531,8.82,0.01,0.00,0.01,0.27,-0.41,0.49,-0.00,0.01,0.01,0.01,0.00,0.01,1.30,0.00,1.30
532,8.84,0.01,-0.00,0.01,0.35,-0.24,0.42,-0.00,0.01,0.01,0.02,0.00,0.02,1.31,0.00,1.31
533,8.86,0.02,-0.00,0.02,0.32,0.04,0.32,-0.00,0.01,0.01,0.02,0.00,0.02,1.31,0.01,1.31
534,8.88,0.02,-0.00,0.02,0.20,0.26,0.32,-0.00,0.01,0.01,0.03,0.00,0.03,1.29,0.03,1.29
535,8.89,0.02,0.00,0.02,0.03,0.35,0.36,-0.00,0.01,0.01,0.03,0.00,0.03,1.27,0.05,1.27
536,8.91,0.02,0.01,0.03,-0.05,0.31,0.32,-0.00,0.01,0.01,0.03,0.00,0.03,1.26,0.04,1.26
537,8.93,0.02,0.01,0.03,-0.06,0.14,0.16,-0.00,0.01,0.01,0.03,0.00,0.03,1.26,0.02,1.26
538,8.94,0.02,0.02,0.03,-0.09,-0.02,0.10,-0.00,0.01,0.01,0.03,0.00,0.03,1.26,0.00,1.26
539,8.96,0.02,0.02,0.02,-0.07,0.02,0.08,-0.00,0.01,0.01,0.02,0.00,0.02,1.26,0.00,1.26
540,8.97,0.02,0.02,0.03,0.18,0.25,0.31,-0.00,0.01,0.01,0.03,0.00,0.03,1.29,0.03,1.29
541,8.99,0.03,0.02,0.04,0.63,0.43,0.76,-0.00,0.01,0.01,0.04,0.00,0.04,1.35,0.05,1.35
542,9.01,0.04,0.03,0.05,1.10,0.39,1.17,-0.00,0.01,0.01,0.06,0.00,0.06,1.41,0.05,1.41
543,9.03,0.06,0.03,0.07,1.49,0.16,1.50,0.00,0.01,0.01,0.09,0.00,0.09,1.46,0.02,1.46
544,9.04,0.09,0.03,0.10,1.67,-0.16,1.67,0.00,0.01,0.01,0.13,0.00,0.13,1.48,0.00,1.48
545,9.06,0.12,0.03,0.12,1.46,-0.43,1.52,0.00,0.01,0.01,0.17,0.00,0.17,1.46,0.00,1.46
546,9.07,0.14,0.02,0.14,0.96,-0.47,1.07,0.01,0.01,0.02,0.19,0.00,0.19,1.39,0.00,1.39
547,9.09,0.15,0.02,0.15,0.60,-0.27,0.66,0.01,0.01,0.02,0.20,0.00,0.20,1.35,0.00,1.35
548,9.11,0.16,0.01,0.16,0.50,-0.06,0.51,0.01,0.01,0.02,0.21,0.00,0.21,1.33,0.00,1.33
549,9.12,0.17,0.01,0.17,0.46,0.02,0.46,0.01,0.01,0.02,0.22,0.00,0.22,1.33,0.00,1.33
550,9.14,0.17,0.01,0.17,0.41,0.12,0.43,0.02,0.02,0.02,0.23,0.00,0.23,1.32,0.02,1.32
551,9.16,0.18,0.02,0.18,0.57,0.30,0.65,0.02,0.02,0.03,0.24,0.00,0.24,1.34,0.04,1.34
552,9.18,0.19,0.02,0.19,0.91,0.41,1.00,0.02,0.02,0.03,0.27,0.00,0.27,1.39,0.05,1.39
553,9.19,0.21,0.03,0.21,1.18,0.39,1.25,0.03,0.02,0.03,0.30,0.00,0.30,1.42,0.05,1.42
554,9.21,0.23,0.04,0.24,1.38,0.24,1.40,0.03,0.02,0.03,0.34,0.00,0.34,1.45,0.03,1.45
555,9.22,0.26,0.04,0.26,1.63,0.02,1.64,0.03,0.02,0.04,0.38,0.00,0.38,1.48,0.00,1.48
556,9.24,0.29,0.04,0.29,1.80,-0.21,1.81,0.04,0.02,0.04,0.43,0.00,0.43,1.50,0.00,1.50
557,9.26,0.32,0.03,0.32,1.71,-0.28,1.73,0.04,0.02,0.05,0.47,0.00,0.47,1.49,0.00,1.49
558,9.28,0.34,0.03,0.34,1.61,-0.07,1.62,0.05,0.02,0.05,0.51,0.00,0.51,1.48,0.00,1.48
559,9.29,0.37,0.03,0.37,1.88,0.22,1.89,0.05,0.02,0.06,0.56,0.00,0.56,1.51,0.03,1.51
560,9.31,0.41,0.03,0.41,2.40,0.36,2.43,0.06,0.02,0.06,0.64,0.00,0.64,1.58,0.05,1.58
561,9.32,0.45,0.04,0.45,2.74,0.43,2.78,0.07,0.02,0.07,0.73,0.00,0.73,1.62,0.06,1.62
562,9.34,0.50,0.05,0.50,2.63,0.63,2.70,0.08,0.02,0.08,0.80,0.00,0.80,1.61,0.08,1.61
563,9.36,0.54,0.06,0.54,2.06,0.83,2.22,0.08,0.02,0.09,0.82,0.01,0.82,1.53,0.11,1.54
564,9.38,0.56,0.08,0.57,1.21,0.85,1.48,0.09,0.02,0.10,0.80,0.01,0.80,1.42,0.11,1.43
565,9.39,0.58,0.09,0.58,0.36,0.65,0.74,0.10,0.02,0.11,0.76,0.01,0.76,1.32,0.08,1.32
566,9.41,0.58,0.10,0.59,-0.12,0.35,0.36,0.11,0.03,0.12,0.72,0.00,0.72,1.25,0.04,1.25
567,9.43,0.58,0.10,0.59,0.02,0.06,0.07,0.12,0.03,0.13,0.73,0.00,0.73,1.27,0.01,1.27
568,9.44,0.58,0.10,0.59,0.60,-0.13,0.61,0.13,0.03,0.14,0.78,0.00,0.78,1.35,0.00,1.35
569,9.46,0.60,0.10,0.60,1.10,-0.15,1.12,0.14,0.03,0.15,0.84,0.00,0.84,1.41,0.00,1.41
570,9.47,0.62,0.10,0.62,1.18,-0.03,1.18,0.15,0.03,0.16,0.87,0.00,0.87,1.42,0.00,1.42
571,9.49,0.63,0.10,0.64,0.88,0.02,0.88,0.16,0.03,0.17,0.87,0.00,0.87,1.38,0.00,1.38
572,9.51,0.64,0.10,0.65,0.56,-0.05,0.56,0.17,0.04,0.18,0.86,0.00,0.86,1.34,0.00,1.34
573,9.53,0.65,0.09,0.66,0.58,-0.14,0.60,0.18,0.04,0.19,0.88,0.00,0.88,1.34,0.00,1.34
574,9.54,0.67,0.09,0.67,0.89,-0.20,0.91,0.20,0.04,0.20,0.92,0.00,0.92,1.38,0.00,1.38
575,9.56,0.68,0.09,0.69,1.22,-0.30,1.25,0.21,0.04,0.21,0.97,0.00,0.97,1.43,0.00,1.43
576,9.57,0.71,0.08,0.71,1.41,-0.44,1.48,0.22,0.04,0.22,1.02,0.00,1.02,1.45,0.00,1.45
577,9.59,0.73,0.07,0.73,1.44,-0.52,1.53,0.23,0.04,0.23,1.06,0.00,1.06,1.45,0.00,1.45
578,9.61,0.75,0.06,0.76,1.40,-0.52,1.50,0.24,0.05,0.25,1.09,0.00,1.09,1.45,0.00,1.45
579,9.62,0.78,0.06,0.78,1.44,-0.57,1.55,0.25,0.05,0.26,1.13,0.00,1.13,1.45,0.00,1.45
580,9.64,0.80,0.05,0.80,1.60,-0.64,1.72,0.27,0.05,0.27,1.18,0.00,1.18,1.48,0.00,1.48
581,9.66,0.83,0.04,0.83,1.76,-0.58,1.85,0.28,0.05,0.29,1.24,0.00,1.24,1.50,0.00,1.50
582,9.68,0.86,0.03,0.86,1.53,-0.37,1.58,0.30,0.05,0.30,1.26,0.00,1.26,1.47,0.00,1.47
583,9.69,0.88,0.02,0.88,0.80,-0.05,0.80,0.31,0.05,0.31,1.20,0.00,1.20,1.37,0.00,1.37
584,9.71,0.88,0.03,0.88,0.08,0.27,0.28,0.33,0.05,0.33,1.13,0.00,1.13,1.28,0.04,1.28
585,9.72,0.88,0.03,0.88,-0.11,0.47,0.48,0.34,0.05,0.34,1.11,0.00,1.11,1.25,0.06,1.26
586,9.74,0.88,0.04,0.88,0.16,0.30,0.34,0.36,0.05,0.36,1.14,0.00,1.14,1.29,0.04,1.29
587,9.76,0.89,0.04,0.89,0.52,-0.26,0.58,0.37,0.05,0.37,1.19,0.00,1.19,1.34,0.00,1.34
588,9.78,0.90,0.03,0.90,0.75,-0.84,1.12,0.38,0.05,0.39,1.23,0.00,1.23,1.37,0.00,1.37
589,9.79,0.91,0.01,0.91,0.71,-1.08,1.29,0.40,0.05,0.40,1.24,0.00,1.24,1.36,0.00,1.36
590,9.81,0.92,-0.00,0.92,0.34,-0.96,1.02,0.41,0.05,0.42,1.21,0.00,1.21,1.31,0.00,1.31
591,9.82,0.92,-0.02,0.92,-0.13,-0.60,0.62,0.43,0.05,0.43,1.16,0.00,1.16,1.25,0.00,1.25
592,9.84,0.92,-0.02,0.92,-0.40,-0.04,0.41,0.45,0.05,0.45,1.12,0.00,1.12,1.22,0.00,1.22
593,9.86,0.91,-0.02,0.91,-0.55,0.63,0.83,0.46,0.05,0.46,1.09,0.00,1.09,1.20,0.08,1.20
594,9.88,0.90,-0.00,0.90,-0.82,1.13,1.40,0.48,0.05,0.48,1.04,0.00,1.04,1.16,0.15,1.17
595,9.89,0.88,0.02,0.88,-1.27,1.23,1.77,0.49,0.05,0.49,0.97,0.00,0.97,1.10,0.16,1.12
596,9.91,0.86,0.04,0.86,-1.71,1.02,1.99,0.51,0.05,0.51,0.90,0.00,0.90,1.05,0.13,1.06
597,9.93,0.83,0.05,0.83,-2.01,0.67,2.12,0.52,0.05,0.52,0.83,0.00,0.83,1.01,0.09,1.01
598,9.94,0.79,0.06,0.79,-2.19,0.32,2.21,0.53,0.05,0.54,0.78,0.00,0.78,0.98,0.04,0.99
599,9.96,0.75,0.06,0.76,-2.41,0.07,2.41,0.55,0.05,0.55,0.72,0.00,0.72,0.96,0.01,0.96
600,9.97,0.71,0.06,0.71,-2.83,-0.05,2.83,0.56,0.05,0.56,0.64,0.00,0.64,0.90,0.00,0.90
601,9.99,0.66,0.06,0.66,-3.34,-0.16,3.35,0.57,0.06,0.57,0.55,0.00,0.55,0.84,0.00,0.84
602,10,0.60,0.06,0.60,-3.60,-0.38,3.62,0.58,0.06,0.58,0.48,0.00,0.48,0.80,0.00,0.80
603,10,0.54,0.05,0.54,-3.38,-0.56,3.42,0.59,0.06,0.59,0.45,0.00,0.45,0.83,0.00,0.83
604,10,0.49,0.04,0.49,-2.70,-0.48,2.74,0.60,0.06,0.60,0.45,0.00,0.45,0.92,0.00,0.92
605,10,0.45,0.03,0.45,-2.00,-0.26,2.02,0.61,0.06,0.61,0.46,0.00,0.46,1.01,0.00,1.01
606,10,0.42,0.03,0.42,-1.95,-0.00,1.95,0.61,0.06,0.62,0.43,0.00,0.43,1.02,0.00,1.02
607,10,0.38,0.03,0.38,-2.76,0.25,2.77,0.62,0.06,0.62,0.35,0.00,0.35,0.91,0.03,0.91
608,10,0.32,0.04,0.33,-3.91,0.26,3.92,0.63,0.06,0.63,0.25,0.00,0.25,0.76,0.03,0.76
609,10,0.25,0.04,0.25,-4.73,-0.14,4.73,0.63,0.06,0.64,0.17,0.00,0.17,0.66,0.00,0.66
610,10,0.17,0.03,0.17,-4.83,-0.65,4.88,0.64,0.06,0.64,0.11,0.00,0.11,0.64,0.00,0.64
611,10,0.10,0.02,0.10,-4.17,-0.84,4.25,0.64,0.06,0.64,0.07,0.00,0.07,0.73,0.00,0.73
612,10,0.04,0.01,0.04,-2.96,-0.71,3.04,0.64,0.06,0.64,0.03,0.00,0.03,0.89,0.00,0.89
613,10,-0.00,-0.00,0.00,-1.71,-0.48,1.78,0.64,0.06,0.64,0.00,0.00,0.00,1.05,0.00,1.05
614,10,-0.02,-0.01,0.03,-0.85,-0.21,0.88,0.64,0.06,0.64,0.00,0.00,0.00,1.16,0.00,1.16
615,10,-0.03,-0.01,0.04,-0.34,0.03,0.34,0.64,0.06,0.64,0.00,0.00,0.00,1.22,0.00,1.22
616,10,-0.04,-0.01,0.04,0.08,0.00,0.08,0.64,0.06,0.64,0.00,0.00,0.00,1.28,0.00,1.28
617,10,-0.03,-0.01,0.03,0.37,-0.28,0.47,0.64,0.06,0.64,0.00,0.00,0.00,1.32,0.00,1.32
618,10,-0.03,-0.02,0.03,0.34,-0.54,0.63,0.63,0.06,0.64,0.00,0.00,0.00,1.31,0.00,1.31
619,10,-0.02,-0.03,0.04,0.06,-0.57,0.58,0.63,0.06,0.64,0.00,0.00,0.00,1.28,0.00,1.28
620,10,-0.02,-0.04,0.04,-0.12,-0.40,0.41,0.63,0.06,0.64,0.00,0.00,0.00,1.25,0.00,1.25
621,10,-0.02,-0.04,0.05,0.00,-0.09,0.09,0.63,0.06,0.64,0.00,0.00,0.00,1.27,0.00,1.27
622,10,-0.02,-0.04,0.05,0.24,0.26,0.35,0.63,0.06,0.64,0.00,0.00,0.00,1.30,0.03,1.30
623,10,-0.02,-0.03,0.04,0.43,0.49,0.65,0.63,0.06,0.64,0.00,0.00,0.00,1.32,0.06,1.33
624,10,-0.01,-0.03,0.03,0.68,0.57,0.88,0.63,0.06,0.63,0.00,0.00,0.00,1.36,0.07,1.36
625,10,0.01,-0.02,0.02,0.84,0.59,1.03,0.63,0.06,0.64,0.01,0.00,0.01,1.38,0.08,1.38
626,10,0.02,-0.01,0.02,0.70,0.55,0.89,0.63,0.06,0.64,0.03,0.00,0.03,1.36,0.07,1.36
627,10,0.03,0.00,0.03,0.30,0.34,0.45,0.63,0.06,0.64,0.04,0.00,0.04,1.31,0.04,1.31
628,10,0.03,0.00,0.03,-0.10,0.03,0.10,0.63,0.06,0.64,0.04,0.00,0.04,1.26,0.00,1.26
629,10,0.02,0.00,0.03,-0.40,-0.18,0.44,0.63,0.06,0.64,0.03,0.00,0.03,1.22,0.00,1.22
630,10,0.02,-0.00,0.02,-0.75,-0.26,0.79,0.64,0.06,0.64,0.02,0.00,0.02,1.17,0.00,1.17
631,10,0.00,-0.01,0.01,-1.09,-0.35,1.15,0.64,0.06,0.64,0.00,0.00,0.00,1.13,0.00,1.13
632,10,-0.02,-0.01,0.02,-1.31,-0.38,1.36,0.64,0.06,0.64,0.00,0.00,0.00,1.10,0.00,1.10
633,10,-0.04,-0.02,0.05,-1.54,-0.20,1.55,0.63,0.06,0.64,0.00,0.00,0.00,1.07,0.00,1.07
634,10,-0.07,-0.02,0.07,-1.87,0.01,1.87,0.63,0.06,0.64,0.00,0.00,0.00,1.03,0.00,1.03
635,10,-0.11,-0.02,0.11,-2.17,0.00,2.17,0.63,0.06,0.64,0.00,0.00,0.00,0.99,0.00,0.99
636,10,-0.14,-0.02,0.14,-2.35,-0.09,2.35,0.63,0.06,0.63,0.00,0.00,0.00,0.96,0.00,0.96
637,10,-0.18,-0.02,0.19,-2.65,-0.09,2.65,0.63,0.06,0.63,0.00,0.00,0.00,0.93,0.00,0.93
638,10,-0.23,-0.02,0.24,-3.33,-0.15,3.34,0.62,0.06,0.63,0.00,0.00,0.00,0.84,0.00,0.84
639,10,-0.30,-0.03,0.30,-4.22,-0.39,4.23,0.62,0.06,0.62,0.00,0.00,0.00,0.72,0.00,0.72
640,10,-0.37,-0.03,0.38,-4.98,-0.55,5.01,0.62,0.05,0.62,0.00,0.00,0.00,0.62,0.00,0.62
641,10,-0.46,-0.04,0.46,-5.52,-0.45,5.54,0.61,0.05,0.61,0.00,0.00,0.00,0.55,0.00,0.55
642,10,-0.56,-0.05,0.56,-5.89,-0.23,5.89,0.60,0.05,0.60,0.00,0.00,0.00,0.51,0.00,0.51
643,10,-0.66,-0.05,0.66,-6.13,-0.06,6.13,0.59,0.05,0.59,0.00,0.00,0.00,0.48,0.00,0.48
644,10,-0.76,-0.05,0.76,-6.33,0.07,6.33,0.58,0.05,0.58,0.00,0.00,0.00,0.45,0.01,0.45
645,10,-0.87,-0.05,0.87,-6.60,0.15,6.60,0.57,0.05,0.57,0.00,0.00,0.00,0.42,0.02,0.42
646,10,-0.98,-0.05,0.98,-6.80,0.14,6.80,0.55,0.05,0.55,0.00,0.00,0.00,0.39,0.02,0.39
647,10,-1.09,-0.04,1.09,-6.60,0.03,6.60,0.53,0.05,0.53,0.00,0.00,0.00,0.41,0.00,0.41
648,10,-1.20,-0.04,1.20,-5.95,0.01,5.95,0.51,0.05,0.52,0.00,0.00,0.00,0.50,0.00,0.50
649,10,-1.29,-0.04,1.29,-5.15,0.25,5.16,0.49,0.05,0.49,0.00,0.00,0.00,0.60,0.03,0.60
650,10,-1.37,-0.03,1.37,-4.50,0.71,4.56,0.47,0.05,0.47,0.00,0.00,0.00,0.69,0.09,0.69
651,10,-1.44,-0.02,1.44,-4.01,0.98,4.13,0.45,0.05,0.45,0.00,0.00,0.00,0.75,0.13,0.76
652,10,-1.50,-0.00,1.50,-3.40,0.87,3.51,0.42,0.05,0.42,0.00,0.00,0.00,0.83,0.11,0.84
653,10,-1.55,0.01,1.55,-2.73,0.56,2.78,0.40,0.05,0.40,0.00,0.00,0.00,0.92,0.07,0.92
654,10,-1.60,0.01,1.60,-2.38,0.21,2.39,0.37,0.05,0.37,0.00,0.00,0.00,0.96,0.03,0.96
655,10,-1.64,0.01,1.64,-2.50,-0.17,2.51,0.34,0.05,0.34,0.00,0.00,0.00,0.94,0.00,0.94
656,10,-1.68,0.01,1.68,-2.78,-0.57,2.84,0.31,0.05,0.32,0.00,0.00,0.00,0.91,0.00,0.91
657,10,-1.73,-0.00,1.73,-2.90,-0.87,3.03,0.29,0.05,0.29,0.00,0.00,0.00,0.89,0.00,0.89
658,10,-1.78,-0.02,1.78,-2.78,-0.99,2.95,0.26,0.05,0.26,0.00,0.00,0.00,0.91,0.00,0.91
659,10,-1.82,-0.04,1.82,-2.38,-0.93,2.55,0.23,0.05,0.23,0.00,0.00,0.00,0.96,0.00,0.96
660,10,-1.85,-0.05,1.85,-1.73,-0.66,1.85,0.20,0.05,0.20,0.00,0.00,0.00,1.04,0.00,1.04
661,10,-1.88,-0.06,1.88,-1.05,-0.01,1.05,0.16,0.04,0.17,0.00,0.00,0.00,1.13,0.00,1.13
662,11,-1.88,-0.05,1.88,0.59,0.95,1.12,0.13,0.04,0.14,0.00,0.00,0.00,1.34,0.12,1.35
663,11,-1.83,-0.03,1.83,5.50,1.56,5.71,0.10,0.04,0.11,0.00,0.00,0.00,1.98,0.20,1.99
664,11,-1.67,-0.00,1.67,14,1.24,14,0.07,0.04,0.08,0.00,0.00,0.00,3.12,0.16,3.13
665,11,-1.35,0.01,1.35,20,0.22,20,0.04,0.04,0.06,0.00,0.00,0.00,3.85,0.03,3.85
666,11,-0.90,0.01,0.90,20,-0.81,20,0.01,0.04,0.05,0.00,0.00,0.00,3.85,0.00,3.85
667,11,-0.41,-0.01,0.41,20,-1.48,20,0.00,0.04,0.04,0.00,0.00,0.00,3.85,0.00,3.85
668,11,0.02,-0.04,0.05,20,-1.70,20,0.00,0.04,0.04,0.08,0.00,0.08,3.85,0.00,3.85
669,11,0.30,-0.07,0.31,11,-1.26,11,0.02,0.04,0.04,0.84,0.00,0.84,2.78,0.00,2.78
670,11,0.41,-0.08,0.42,1.65,-0.38,1.69,0.03,0.04,0.05,0.61,0.00,0.61,1.48,0.00,1.48
671,11,0.38,-0.08,0.39,-4.72,0.24,4.72,0.03,0.04,0.05,0.25,0.00,0.25,0.66,0.03,0.66
672,11,0.28,-0.08,0.29,-7.17,0.33,7.18,0.04,0.04,0.05,0.10,0.00,0.10,0.34,0.04,0.34
673,11,0.16,-0.07,0.17,-7.90,0.28,7.90,0.04,0.04,0.06,0.04,0.00,0.04,0.25,0.04,0.25
674,11,0.02,-0.07,0.07,-8.59,0.24,8.60,0.05,0.04,0.06,0.00,0.00,0.00,0.16,0.03,0.16
675,11,-0.13,-0.06,0.14,-9.25,0.14,9.25,0.04,0.03,0.06,0.00,0.00,0.00,0.07,0.02,0.07
676,11,-0.28,-0.06,0.29,-8.84,-0.01,8.84,0.04,0.03,0.05,0.00,0.00,0.00,0.12,0.00,0.12
677,11,-0.41,-0.06,0.41,-6.31,-0.18,6.32,0.03,0.03,0.05,0.00,0.00,0.00,0.45,0.00,0.45
678,11,-0.48,-0.07,0.48,-1.67,-0.34,1.70,0.03,0.03,0.04,0.00,0.00,0.00,1.05,0.00,1.05
679,11,-0.46,-0.07,0.47,3.73,-0.43,3.76,0.01,0.03,0.03,0.00,0.00,0.00,1.75,0.00,1.75
680,11,-0.36,-0.08,0.37,7.99,-0.31,8.00,0.00,0.03,0.03,0.00,0.00,0.00,2.30,0.00,2.30
681,11,-0.21,-0.08,0.23,9.60,0.05,9.60,-0.00,0.03,0.03,0.00,0.00,0.00,2.51,0.01,2.51
682,11,-0.06,-0.08,0.10,7.96,0.46,7.97,-0.00,0.03,0.03,0.00,0.00,0.00,2.30,0.06,2.30
683,11,0.03,-0.07,0.08,3.64,0.69,3.71,0.00,0.02,0.02,0.06,0.00,0.06,1.74,0.09,1.74
684,11,0.05,-0.06,0.08,-1.30,0.59,1.42,0.00,0.02,0.02,0.06,0.00,0.06,1.10,0.08,1.10
685,11,0.01,-0.05,0.05,-4.16,0.22,4.16,0.01,0.02,0.02,0.00,0.00,0.00,0.73,0.03,0.73
686,11,-0.06,-0.05,0.08,-3.73,-0.09,3.73,0.00,0.02,0.02,0.00,0.00,0.00,0.79,0.00,0.79
687,11,-0.10,-0.05,0.12,-1.19,-0.11,1.20,0.00,0.02,0.02,0.00,0.00,0.00,1.11,0.00,1.11
688,11,-0.10,-0.05,0.11,1.35,0.01,1.35,-0.00,0.02,0.02,0.00,0.00,0.00,1.44,0.00,1.44
689,11,-0.07,-0.05,0.09,2.45,0.11,2.45,-0.01,0.02,0.02,0.00,0.00,0.00,1.58,0.01,1.58
690,11,-0.03,-0.05,0.06,1.97,0.08,1.97,-0.00,0.02,0.02,0.00,0.00,0.00,1.52,0.01,1.52
691,11,-0.01,-0.05,0.05,0.74,-0.14,0.75,-0.00,0.02,0.02,0.00,0.00,0.00,1.36,0.00,1.36
692,11,-0.01,-0.06,0.06,-0.31,-0.46,0.55,-0.00,0.02,0.02,0.00,0.00,0.00,1.23,0.00,1.23
693,11,-0.01,-0.06,0.07,-0.50,-0.65,0.82,-0.00,0.02,0.02,0.00,0.00,0.00,1.20,0.00,1.20
694,11,-0.02,-0.08,0.08,0.11,-0.57,0.58,-0.00,0.01,0.02,0.00,0.00,0.00,1.28,0.00,1.28
695,11,-0.01,-0.08,0.08,0.72,-0.29,0.78,-0.01,0.01,0.01,0.00,0.00,0.00,1.36,0.00,1.36
696,11,0.00,-0.09,0.09,0.73,-0.05,0.73,-0.00,0.01,0.01,0.00,0.00,0.00,1.36,0.00,1.36
697,11,0.01,-0.08,0.09,0.27,0.11,0.29,-0.00,0.01,0.01,0.02,0.00,0.02,1.30,0.01,1.30
698,11,0.01,-0.08,0.08,-0.17,0.26,0.31,-0.00,0.01,0.01,0.02,0.00,0.02,1.25,0.03,1.25
699,11,0.01,-0.08,0.08,-0.40,0.38,0.55,-0.00,0.01,0.01,0.01,0.00,0.01,1.22,0.05,1.22
700,11,0.00,-0.07,0.07,-0.52,0.48,0.70,-0.00,0.01,0.01,0.00,0.00,0.00,1.20,0.06,1.20
701,11,-0.01,-0.06,0.06,-0.61,0.55,0.82,-0.00,0.01,0.01,0.00,0.00,0.00,1.19,0.07,1.19
702,11,-0.02,-0.05,0.06,-0.61,0.53,0.81,-0.00,0.00,0.01,0.00,0.00,0.00,1.19,0.07,1.19
703,11,-0.03,-0.04,0.05,-0.40,0.28,0.49,-0.00,0.00,0.01,0.00,0.00,0.00,1.22,0.04,1.22
704,11,-0.03,-0.04,0.05,0.04,-0.15,0.15,-0.01,0.00,0.01,0.00,0.00,0.00,1.27,0.00,1.27
705,11,-0.03,-0.05,0.06,0.49,-0.49,0.69,-0.01,0.00,0.01,0.00,0.00,0.00,1.33,0.00,1.33
706,11,-0.02,-0.06,0.06,0.58,-0.54,0.80,-0.01,0.00,0.01,0.00,0.00,0.00,1.34,0.00,1.34
707,11,-0.01,-0.06,0.07,0.31,-0.34,0.46,-0.01,0.00,0.01,0.00,0.00,0.00,1.31,0.00,1.31
708,11,-0.01,-0.07,0.07,0.03,-0.02,0.04,-0.01,-0.00,0.01,0.00,0.00,0.00,1.27,0.00,1.27
709,11,-0.01,-0.07,0.07,-0.04,0.31,0.31,-0.01,-0.00,0.01,0.00,0.00,0.00,1.26,0.04,1.26
710,11,-0.01,-0.06,0.06,0.00,0.49,0.49,-0.01,-0.00,0.01,0.00,0.00,0.00,1.27,0.06,1.27
711,11,-0.01,-0.05,0.05,-0.02,0.43,0.43,-0.01,-0.00,0.01,0.00,0.00,0.00,1.27,0.06,1.27
712,11,-0.01,-0.05,0.05,-0.10,0.29,0.31,-0.01,-0.00,0.01,0.00,0.00,0.00,1.26,0.04,1.26
713,11,-0.01,-0.04,0.04,-0.13,0.23,0.26,-0.01,-0.01,0.01,0.00,0.00,0.00,1.25,0.03,1.25
714,11,-0.01,-0.04,0.04,-0.05,0.11,0.12,-0.01,-0.01,0.01,0.00,0.00,0.00,1.26,0.01,1.26
715,11,-0.01,-0.04,0.04,0.15,-0.15,0.21,-0.01,-0.01,0.01,0.00,0.00,0.00,1.29,0.00,1.29
716,11,-0.01,-0.04,0.04,0.41,-0.40,0.57,-0.01,-0.01,0.01,0.00,0.00,0.00,1.32,0.00,1.32
717,11,0.00,-0.05,0.05,0.58,-0.52,0.78,-0.01,-0.01,0.01,0.00,0.00,0.00,1.34,0.00,1.34
718,11,0.01,-0.06,0.06,0.54,-0.48,0.73,-0.01,-0.01,0.01,0.01,0.00,0.01,1.34,0.00,1.34
719,11,0.02,-0.06,0.07,0.37,-0.17,0.41,-0.01,-0.01,0.01,0.02,0.00,0.02,1.32,0.00,1.32
