Weight (lbs):,111.13026281173174
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.45,-1.28,25650,1.09,8189
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.06,-0.09,31441,0.20,44651
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.48,0.00,44776,1.28,25650
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.22,-7.37,11481,5.05,20733
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.18,-0.69,3398,0.91,44651
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.29,0.00,44776,7.37,11481
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,-0.79,30233,0.03,8398
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,-0.02,5565,0.10,30816
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.44,0.00,0,0.79,30233
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.49,0.00,44776,1.35,8148
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,44776,0.02,44651
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.49,0.00,44776,1.35,8148
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.09,0.27,11481,1.65,20733
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.04,0.00,44776,0.10,44651
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.09,0.27,11481,1.65,20733
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
136,5.61,0.03,0.01,0.03,0.74,0.23,0.78,0.01,-0.02,0.02,0.03,0.00,0.03,1.17,0.03,1.17
137,5.65,0.05,0.02,0.05,0.25,0.04,0.25,0.01,-0.02,0.02,0.05,0.00,0.05,1.12,0.00,1.12
138,5.69,0.05,0.01,0.05,-0.22,-0.09,0.24,0.01,-0.02,0.02,0.05,0.00,0.05,1.07,0.00,1.07
139,5.73,0.03,0.01,0.03,-0.55,-0.06,0.55,0.01,-0.02,0.02,0.03,0.00,0.03,1.03,0.00,1.03
140,5.77,0.01,0.01,0.01,-0.59,-0.06,0.60,0.01,-0.02,0.02,0.01,0.00,0.01,1.02,0.00,1.02
141,5.82,-0.01,0.01,0.01,-0.31,-0.12,0.33,0.01,-0.02,0.02,0.00,0.00,0.00,1.06,0.00,1.06
142,5.86,-0.02,0.00,0.02,0.01,-0.09,0.09,0.01,-0.02,0.02,0.00,0.00,0.00,1.09,0.00,1.09
143,5.90,-0.01,-0.00,0.01,0.19,-0.03,0.19,0.01,-0.02,0.02,0.00,0.00,0.00,1.11,0.00,1.11
144,5.94,-0.01,-0.00,0.01,0.20,0.06,0.20,0.01,-0.02,0.02,0.00,0.00,0.00,1.11,0.01,1.11
145,5.98,-0.00,0.00,0.00,0.01,0.18,0.18,0.01,-0.02,0.02,0.00,0.00,0.00,1.09,0.02,1.09
146,6.02,-0.01,0.01,0.01,-0.27,0.24,0.36,0.01,-0.02,0.02,0.00,0.00,0.00,1.06,0.03,1.06
147,6.07,-0.02,0.02,0.03,-0.60,0.24,0.65,0.01,-0.02,0.02,0.00,0.00,0.00,1.02,0.03,1.02
148,6.11,-0.06,0.03,0.06,-0.85,0.31,0.90,0.01,-0.02,0.02,0.00,0.00,0.00,1.00,0.03,1.00
149,6.15,-0.10,0.05,0.11,-1.09,0.41,1.16,0.01,-0.01,0.02,0.00,0.00,0.00,0.97,0.05,0.97
150,6.19,-0.15,0.07,0.16,-1.60,0.42,1.65,0.00,-0.01,0.01,0.00,0.00,0.00,0.91,0.05,0.91
151,6.23,-0.23,0.08,0.25,-2.49,0.31,2.51,-0.00,-0.01,0.01,0.00,0.00,0.00,0.81,0.03,0.81
152,6.27,-0.36,0.09,0.38,-3.83,0.04,3.83,-0.01,-0.01,0.01,0.00,0.00,0.00,0.66,0.00,0.66
153,6.32,-0.55,0.08,0.56,-5.15,-0.25,5.16,-0.03,-0.00,0.03,0.00,0.00,0.00,0.52,0.00,0.52
154,6.36,-0.78,0.07,0.78,-5.50,-0.27,5.51,-0.06,0.00,0.06,0.00,0.00,0.00,0.48,0.00,0.48
155,6.40,-0.99,0.06,1.00,-4.61,-0.08,4.61,-0.10,0.00,0.10,0.00,0.00,0.00,0.58,0.00,0.58
156,6.44,-1.15,0.06,1.15,-2.92,0.05,2.92,-0.14,0.01,0.14,0.00,0.00,0.00,0.77,0.01,0.77
157,6.48,-1.23,0.07,1.24,-1.12,0.01,1.12,-0.20,0.01,0.20,0.00,0.00,0.00,0.97,0.00,0.97
158,6.52,-1.25,0.07,1.26,0.05,-0.09,0.10,-0.25,0.01,0.25,0.00,0.00,0.00,1.10,0.00,1.10
159,6.57,-1.24,0.06,1.24,0.50,-0.11,0.51,-0.30,0.02,0.30,0.00,0.00,0.00,1.15,0.00,1.15
160,6.61,-1.22,0.06,1.22,0.73,-0.02,0.73,-0.35,0.02,0.35,0.00,0.00,0.00,1.17,0.00,1.17
161,6.65,-1.18,0.06,1.18,1.06,0.05,1.07,-0.40,0.02,0.41,0.00,0.00,0.00,1.21,0.01,1.21
162,6.69,-1.13,0.06,1.13,1.39,0.07,1.39,-0.45,0.02,0.45,0.00,0.00,0.00,1.24,0.01,1.24
163,6.73,-1.07,0.06,1.07,1.51,0.05,1.51,-0.50,0.03,0.50,0.00,0.00,0.00,1.26,0.01,1.26
164,6.77,-1.00,0.07,1.00,1.52,0.04,1.53,-0.54,0.03,0.54,0.00,0.00,0.00,1.26,0.00,1.26
165,6.82,-0.94,0.07,0.94,1.68,0.00,1.68,-0.58,0.03,0.58,0.00,0.00,0.00,1.28,0.00,1.28
166,6.86,-0.86,0.06,0.86,2.04,-0.17,2.04,-0.62,0.03,0.62,0.00,0.00,0.00,1.32,0.00,1.32
167,6.90,-0.77,0.05,0.77,2.51,-0.38,2.54,-0.66,0.04,0.66,0.00,0.00,0.00,1.37,0.00,1.37
168,6.94,-0.65,0.03,0.65,2.95,-0.42,2.98,-0.69,0.04,0.69,0.00,0.00,0.00,1.42,0.00,1.42
169,6.98,-0.52,0.02,0.52,3.26,-0.32,3.27,-0.71,0.04,0.71,0.00,0.00,0.00,1.45,0.00,1.45
170,7.02,-0.38,0.01,0.38,3.64,-0.08,3.64,-0.73,0.04,0.73,0.00,0.00,0.00,1.49,0.00,1.49
171,7.07,-0.22,0.01,0.22,4.17,0.22,4.18,-0.74,0.04,0.74,0.00,0.00,0.00,1.55,0.02,1.55
172,7.11,-0.03,0.03,0.04,4.53,0.40,4.54,-0.75,0.04,0.75,0.00,0.00,0.00,1.59,0.04,1.59
173,7.15,0.15,0.04,0.16,4.38,0.36,4.39,-0.75,0.04,0.75,0.24,0.00,0.24,1.58,0.04,1.58
174,7.19,0.32,0.05,0.33,3.60,0.14,3.61,-0.74,0.04,0.74,0.48,0.00,0.48,1.49,0.02,1.49
175,7.23,0.45,0.05,0.45,2.39,-0.19,2.40,-0.72,0.05,0.72,0.61,0.00,0.61,1.36,0.00,1.36
176,7.27,0.52,0.04,0.52,1.29,-0.37,1.34,-0.70,0.05,0.70,0.64,0.00,0.64,1.23,0.00,1.23
177,7.32,0.56,0.03,0.56,0.42,-0.31,0.52,-0.67,0.05,0.67,0.63,0.00,0.63,1.14,0.00,1.14
178,7.36,0.56,0.02,0.56,-0.20,-0.18,0.27,-0.65,0.05,0.65,0.60,0.00,0.60,1.07,0.00,1.07
179,7.40,0.55,0.01,0.55,-0.43,-0.09,0.44,-0.62,0.05,0.63,0.57,0.00,0.57,1.04,0.00,1.04
180,7.44,0.53,0.01,0.53,-0.53,-0.10,0.54,-0.60,0.05,0.60,0.54,0.00,0.54,1.03,0.00,1.03
181,7.48,0.50,0.00,0.50,-0.54,-0.17,0.57,-0.58,0.05,0.58,0.52,0.00,0.52,1.03,0.00,1.03
182,7.52,0.49,-0.01,0.49,-0.42,-0.21,0.46,-0.56,0.05,0.56,0.51,0.00,0.51,1.04,0.00,1.04
183,7.57,0.47,-0.02,0.47,-0.39,-0.17,0.42,-0.54,0.05,0.54,0.49,0.00,0.49,1.05,0.00,1.05
184,7.61,0.45,-0.02,0.45,-0.32,-0.12,0.34,-0.52,0.05,0.52,0.48,0.00,0.48,1.05,0.00,1.05
185,7.65,0.45,-0.03,0.45,-0.02,-0.06,0.06,-0.50,0.05,0.51,0.48,0.00,0.48,1.09,0.00,1.09
186,7.69,0.45,-0.03,0.45,0.30,-0.05,0.30,-0.48,0.05,0.49,0.51,0.00,0.51,1.12,0.00,1.12
187,7.73,0.47,-0.03,0.47,0.51,-0.13,0.53,-0.47,0.05,0.47,0.54,0.00,0.54,1.15,0.00,1.15
188,7.77,0.49,-0.04,0.49,0.61,-0.18,0.64,-0.45,0.05,0.45,0.57,0.00,0.57,1.16,0.00,1.16
189,7.82,0.52,-0.05,0.52,0.68,-0.22,0.72,-0.42,0.04,0.43,0.61,0.00,0.61,1.17,0.00,1.17
190,7.86,0.55,-0.06,0.55,0.85,-0.25,0.89,-0.40,0.04,0.40,0.65,0.00,0.65,1.18,0.00,1.18
191,7.90,0.59,-0.06,0.59,1.13,-0.18,1.14,-0.38,0.04,0.38,0.72,0.00,0.72,1.22,0.00,1.22
192,7.94,0.64,-0.07,0.65,1.41,-0.07,1.42,-0.35,0.04,0.36,0.80,0.00,0.80,1.25,0.00,1.25
193,7.98,0.71,-0.07,0.71,1.59,0.11,1.60,-0.33,0.03,0.33,0.90,0.00,0.90,1.27,0.01,1.27
194,8.02,0.78,-0.06,0.78,1.75,0.36,1.79,-0.30,0.03,0.30,1.00,0.00,1.00,1.28,0.04,1.29
195,8.06,0.86,-0.04,0.86,2.07,0.40,2.11,-0.26,0.03,0.26,1.13,0.00,1.13,1.32,0.04,1.32
196,8.11,0.95,-0.03,0.95,2.31,0.19,2.32,-0.23,0.03,0.23,1.28,0.00,1.28,1.35,0.02,1.35
197,8.15,1.04,-0.03,1.04,1.89,-0.11,1.89,-0.18,0.03,0.19,1.35,0.00,1.35,1.30,0.00,1.30
198,8.19,1.09,-0.04,1.09,0.37,-0.46,0.59,-0.14,0.02,0.14,1.23,0.00,1.23,1.13,0.00,1.13
199,8.23,1.05,-0.06,1.06,-2.13,-0.60,2.21,-0.09,0.02,0.09,0.90,0.00,0.90,0.85,0.00,0.85
200,8.27,0.91,-0.08,0.91,-4.73,-0.32,4.74,-0.04,0.02,0.05,0.51,0.00,0.51,0.56,0.00,0.56
201,8.31,0.67,-0.09,0.68,-6.37,0.13,6.37,-0.01,0.02,0.02,0.26,0.00,0.26,0.38,0.01,0.38
202,8.36,0.40,-0.08,0.41,-6.64,0.44,6.65,0.02,0.01,0.02,0.14,0.00,0.14,0.35,0.05,0.36
203,8.40,0.14,-0.05,0.15,-5.67,0.47,5.69,0.03,0.01,0.03,0.06,0.00,0.06,0.46,0.05,0.46
204,8.44,-0.06,-0.04,0.07,-3.69,0.21,3.70,0.02,0.01,0.03,0.00,0.00,0.00,0.68,0.02,0.68
205,8.48,-0.16,-0.04,0.16,-1.18,-0.05,1.19,0.02,0.01,0.02,0.00,0.00,0.00,0.96,0.00,0.96
206,8.52,-0.16,-0.04,0.16,1.13,-0.07,1.13,0.00,0.00,0.01,0.00,0.00,0.00,1.22,0.00,1.22
207,8.56,-0.08,-0.04,0.09,2.44,0.06,2.44,-0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.01,1.36
208,8.61,0.02,-0.04,0.04,2.22,0.17,2.23,-0.00,0.00,0.00,0.03,0.00,0.03,1.34,0.02,1.34
209,8.65,0.09,-0.03,0.09,0.83,0.20,0.85,0.00,-0.00,0.00,0.10,0.00,0.10,1.18,0.02,1.18
210,8.69,0.09,-0.02,0.09,-0.76,0.11,0.77,0.01,-0.00,0.01,0.09,0.00,0.09,1.01,0.01,1.01
211,8.73,0.03,-0.02,0.04,-1.61,-0.00,1.61,0.01,-0.00,0.01,0.03,0.00,0.03,0.91,0.00,0.91
212,8.77,-0.03,-0.02,0.04,-1.38,0.01,1.38,0.01,-0.00,0.01,0.00,0.00,0.00,0.94,0.00,0.94
213,8.81,-0.07,-0.02,0.07,-0.46,0.09,0.47,0.01,-0.00,0.01,0.00,0.00,0.00,1.04,0.01,1.04
214,8.86,-0.07,-0.01,0.07,0.43,0.14,0.46,0.00,-0.01,0.01,0.00,0.00,0.00,1.14,0.02,1.14
215,8.90,-0.04,-0.01,0.04,0.79,0.12,0.80,0.00,-0.01,0.01,0.00,0.00,0.00,1.18,0.01,1.18
216,8.94,-0.01,-0.00,0.01,0.56,0.03,0.56,0.00,-0.01,0.01,0.00,0.00,0.00,1.15,0.00,1.15
217,8.98,0.00,-0.00,0.00,0.15,0.04,0.16,0.00,-0.01,0.01,0.00,0.00,0.00,1.11,0.00,1.11
218,9.02,0.00,0.00,0.00,-0.07,0.17,0.18,0.00,-0.01,0.01,0.00,0.00,0.00,1.08,0.02,1.08
219,9.06,-0.00,0.01,0.01,-0.19,0.21,0.28,0.00,-0.01,0.01,0.00,0.00,0.00,1.07,0.02,1.07
220,9.11,-0.01,0.02,0.02,-0.31,0.24,0.39,0.00,-0.00,0.01,0.00,0.00,0.00,1.06,0.03,1.06
221,9.15,-0.03,0.03,0.04,-0.45,0.25,0.52,0.00,-0.00,0.00,0.00,0.00,0.00,1.04,0.03,1.04
222,9.19,-0.05,0.04,0.06,-0.64,0.22,0.68,-0.00,-0.00,0.00,0.00,0.00,0.00,1.02,0.02,1.02
223,9.23,-0.08,0.05,0.10,-0.95,0.29,0.99,-0.00,-0.00,0.00,0.00,0.00,0.00,0.98,0.03,0.98
224,9.27,-0.14,0.06,0.15,-1.60,0.32,1.64,-0.01,0.00,0.01,0.00,0.00,0.00,0.91,0.04,0.91
225,9.31,-0.22,0.07,0.24,-2.72,0.19,2.73,-0.01,0.00,0.01,0.00,0.00,0.00,0.79,0.02,0.79
226,9.36,-0.36,0.08,0.37,-3.95,0.01,3.95,-0.02,0.01,0.02,0.00,0.00,0.00,0.65,0.00,0.65
227,9.40,-0.55,0.08,0.55,-4.69,-0.14,4.69,-0.04,0.01,0.04,0.00,0.00,0.00,0.57,0.00,0.57
228,9.44,-0.74,0.07,0.75,-4.67,-0.17,4.67,-0.07,0.01,0.07,0.00,0.00,0.00,0.57,0.00,0.57
229,9.48,-0.93,0.06,0.93,-3.97,-0.06,3.97,-0.10,0.02,0.11,0.00,0.00,0.00,0.65,0.00,0.65
230,9.52,-1.07,0.06,1.07,-2.74,0.05,2.74,-0.15,0.02,0.15,0.00,0.00,0.00,0.79,0.01,0.79
231,9.56,-1.15,0.07,1.16,-1.48,0.04,1.48,-0.19,0.02,0.20,0.00,0.00,0.00,0.93,0.00,0.93
232,9.61,-1.20,0.07,1.20,-0.62,-0.03,0.62,-0.25,0.03,0.25,0.00,0.00,0.00,1.02,0.00,1.02
233,9.65,-1.21,0.06,1.21,-0.15,-0.05,0.15,-0.30,0.03,0.30,0.00,0.00,0.00,1.07,0.00,1.07
234,9.69,-1.21,0.06,1.21,0.23,-0.00,0.23,-0.35,0.03,0.35,0.00,0.00,0.00,1.12,0.00,1.12
235,9.73,-1.19,0.06,1.19,0.69,0.01,0.69,-0.40,0.03,0.40,0.00,0.00,0.00,1.17,0.00,1.17
236,9.77,-1.15,0.06,1.15,1.26,0.01,1.26,-0.45,0.04,0.45,0.00,0.00,0.00,1.23,0.00,1.23
237,9.81,-1.09,0.06,1.09,1.69,0.04,1.69,-0.50,0.04,0.50,0.00,0.00,0.00,1.28,0.00,1.28
238,9.86,-1.01,0.07,1.02,1.76,0.04,1.76,-0.54,0.04,0.54,0.00,0.00,0.00,1.29,0.00,1.29
239,9.90,-0.94,0.07,0.95,1.72,0.06,1.72,-0.58,0.04,0.58,0.00,0.00,0.00,1.28,0.01,1.28
240,9.94,-0.87,0.07,0.87,1.72,0.01,1.72,-0.62,0.05,0.62,0.00,0.00,0.00,1.28,0.00,1.28
241,9.98,-0.80,0.07,0.80,1.79,-0.23,1.81,-0.65,0.05,0.65,0.00,0.00,0.00,1.29,0.00,1.29
242,10,-0.72,0.05,0.72,2.16,-0.45,2.20,-0.68,0.05,0.69,0.00,0.00,0.00,1.33,0.00,1.33
243,10,-0.61,0.03,0.62,2.84,-0.49,2.88,-0.71,0.06,0.71,0.00,0.00,0.00,1.41,0.00,1.41
244,10,-0.48,0.02,0.48,3.67,-0.25,3.68,-0.74,0.06,0.74,0.00,0.00,0.00,1.50,0.00,1.50
245,10,-0.31,0.01,0.31,4.38,0.23,4.39,-0.76,0.06,0.76,0.00,0.00,0.00,1.58,0.03,1.58
246,10,-0.12,0.03,0.13,4.52,0.54,4.56,-0.76,0.06,0.77,0.00,0.00,0.00,1.59,0.06,1.59
247,10,0.06,0.06,0.08,4.23,0.52,4.26,-0.76,0.06,0.77,0.09,0.00,0.09,1.56,0.06,1.56
248,10,0.23,0.07,0.24,3.83,0.37,3.85,-0.76,0.06,0.76,0.35,0.00,0.35,1.52,0.04,1.52
249,10,0.38,0.08,0.39,3.22,0.19,3.23,-0.74,0.06,0.75,0.55,0.00,0.55,1.45,0.02,1.45
250,10,0.49,0.09,0.50,2.36,0.04,2.36,-0.73,0.07,0.73,0.67,0.00,0.67,1.35,0.00,1.35
251,10,0.57,0.09,0.58,1.29,-0.25,1.31,-0.70,0.07,0.70,0.70,0.00,0.70,1.23,0.00,1.23
252,10,0.60,0.07,0.60,0.07,-0.50,0.51,-0.67,0.08,0.68,0.66,0.00,0.66,1.10,0.00,1.10
253,10,0.58,0.05,0.58,-0.76,-0.43,0.87,-0.65,0.08,0.65,0.59,0.00,0.59,1.01,0.00,1.01
254,10,0.55,0.03,0.55,-0.92,-0.23,0.95,-0.62,0.08,0.63,0.54,0.00,0.54,0.99,0.00,0.99
255,10,0.51,0.03,0.51,-0.73,-0.15,0.74,-0.60,0.08,0.61,0.51,0.00,0.51,1.01,0.00,1.01
256,10,0.49,0.02,0.49,-0.44,-0.27,0.52,-0.58,0.08,0.59,0.51,0.00,0.51,1.04,0.00,1.04
257,10,0.47,0.00,0.47,-0.29,-0.45,0.54,-0.56,0.08,0.57,0.50,0.00,0.50,1.06,0.00,1.06
258,10,0.46,-0.01,0.46,-0.37,-0.40,0.54,-0.54,0.08,0.55,0.48,0.00,0.48,1.05,0.00,1.05
259,10,0.44,-0.03,0.44,-0.37,-0.17,0.41,-0.53,0.08,0.53,0.46,0.00,0.46,1.05,0.00,1.05
260,10,0.43,-0.03,0.43,-0.20,-0.05,0.21,-0.51,0.08,0.51,0.46,0.00,0.46,1.07,0.00,1.07
261,10,0.43,-0.03,0.43,-0.01,-0.13,0.13,-0.49,0.08,0.50,0.46,0.00,0.46,1.09,0.00,1.09
262,10,0.43,-0.04,0.43,0.28,-0.25,0.37,-0.47,0.08,0.48,0.48,0.00,0.48,1.12,0.00,1.12
263,10,0.45,-0.05,0.45,0.64,-0.20,0.67,-0.45,0.08,0.46,0.52,0.00,0.52,1.16,0.00,1.16
264,10,0.48,-0.06,0.49,0.88,-0.08,0.88,-0.44,0.07,0.44,0.57,0.00,0.57,1.19,0.00,1.19
265,10,0.52,-0.06,0.53,1.08,-0.05,1.09,-0.41,0.07,0.42,0.63,0.00,0.63,1.21,0.00,1.21
266,11,0.57,-0.06,0.58,1.26,-0.05,1.27,-0.39,0.07,0.40,0.70,0.00,0.70,1.23,0.00,1.23
267,11,0.63,-0.06,0.63,1.35,-0.03,1.35,-0.37,0.07,0.37,0.78,0.00,0.78,1.24,0.00,1.24
268,11,0.69,-0.06,0.69,1.48,0.10,1.48,-0.34,0.06,0.35,0.86,0.00,0.86,1.25,0.01,1.25
269,11,0.75,-0.05,0.75,1.77,0.30,1.79,-0.31,0.06,0.32,0.97,0.00,0.97,1.29,0.03,1.29
270,11,0.83,-0.04,0.83,2.05,0.32,2.07,-0.28,0.06,0.28,1.10,0.00,1.10,1.32,0.04,1.32
271,11,0.92,-0.03,0.92,2.19,0.11,2.19,-0.24,0.06,0.25,1.23,0.00,1.23,1.33,0.01,1.33
272,11,1.01,-0.03,1.01,1.96,-0.12,1.97,-0.20,0.06,0.21,1.32,0.00,1.32,1.31,0.00,1.31
273,11,1.07,-0.04,1.07,0.93,-0.13,0.94,-0.16,0.05,0.17,1.28,0.00,1.28,1.19,0.00,1.19
274,11,1.07,-0.04,1.07,-1.04,-0.05,1.04,-0.11,0.05,0.12,1.05,0.00,1.05,0.98,0.00,0.98
275,11,0.98,-0.04,0.98,-3.64,-0.14,3.64,-0.06,0.05,0.08,0.67,0.00,0.67,0.69,0.00,0.69
276,11,0.77,-0.05,0.77,-6.06,-0.22,6.07,-0.02,0.05,0.05,0.32,0.00,0.32,0.42,0.00,0.42
277,11,0.49,-0.06,0.49,-7.37,-0.11,7.37,0.01,0.05,0.05,0.13,0.00,0.13,0.27,0.00,0.27
278,11,0.18,-0.06,0.19,-6.97,0.04,6.97,0.02,0.04,0.05,0.06,0.00,0.06,0.32,0.00,0.32
279,11,-0.06,-0.06,0.09,-4.77,0.15,4.77,0.02,0.04,0.05,0.00,0.00,0.00,0.56,0.02,0.56
280,11,-0.20,-0.05,0.20,-1.48,0.13,1.48,0.01,0.04,0.04,0.00,0.00,0.00,0.93,0.01,0.93
281,11,-0.19,-0.05,0.20,1.57,-0.02,1.57,-0.01,0.04,0.04,0.00,0.00,0.00,1.26,0.00,1.26
282,11,-0.09,-0.05,0.10,3.16,-0.03,3.16,-0.02,0.04,0.04,0.00,0.00,0.00,1.44,0.00,1.44
283,11,0.04,-0.05,0.06,2.81,0.14,2.81,-0.01,0.03,0.04,0.06,0.00,0.06,1.40,0.02,1.40
284,11,0.12,-0.04,0.13,1.05,0.24,1.08,-0.01,0.03,0.03,0.15,0.00,0.15,1.21,0.03,1.21
285,11,0.13,-0.03,0.13,-0.83,0.20,0.85,0.00,0.03,0.03,0.13,0.00,0.13,1.00,0.02,1.00
286,11,0.07,-0.02,0.07,-1.74,0.11,1.75,0.01,0.03,0.03,0.06,0.00,0.06,0.90,0.01,0.90
287,11,-0.00,-0.02,0.02,-1.49,-0.00,1.49,0.01,0.03,0.03,0.00,0.00,0.00,0.92,0.00,0.92
288,11,-0.04,-0.02,0.05,-0.50,-0.06,0.50,0.01,0.03,0.03,0.00,0.00,0.00,1.03,0.00,1.03
289,11,-0.04,-0.03,0.05,0.64,-0.03,0.64,0.00,0.03,0.03,0.00,0.00,0.00,1.16,0.00,1.16
290,12,0.00,-0.03,0.03,1.25,0.01,1.25,-0.00,0.02,0.02,0.00,0.00,0.00,1.23,0.00,1.23
291,12,0.05,-0.02,0.06,0.99,0.04,0.99,0.00,0.02,0.02,0.06,0.00,0.06,1.20,0.00,1.20
292,12,0.08,-0.02,0.08,0.13,0.07,0.15,0.01,0.02,0.02,0.08,0.00,0.08,1.10,0.01,1.10
293,12,0.06,-0.02,0.07,-0.64,0.07,0.64,0.01,0.02,0.02,0.06,0.00,0.06,1.02,0.01,1.02
294,12,0.03,-0.02,0.03,-0.86,0.09,0.86,0.01,0.02,0.02,0.03,0.00,0.03,0.99,0.01,0.99
295,12,-0.00,-0.01,0.01,-0.56,0.09,0.57,0.01,0.02,0.02,0.00,0.00,0.00,1.03,0.01,1.03
296,12,-0.01,-0.01,0.02,-0.06,0.06,0.08,0.01,0.02,0.02,0.00,0.00,0.00,1.08,0.01,1.08
297,12,-0.01,-0.01,0.01,0.26,0.08,0.27,0.01,0.02,0.02,0.00,0.00,0.00,1.12,0.01,1.12
298,12,0.00,-0.00,0.00,0.27,0.12,0.29,0.01,0.02,0.02,0.00,0.00,0.00,1.12,0.01,1.12
299,12,0.01,0.00,0.01,0.01,0.17,0.17,0.01,0.02,0.02,0.01,0.00,0.01,1.09,0.02,1.09
300,12,-0.00,0.01,0.01,-0.60,0.30,0.67,0.01,0.02,0.02,0.00,0.00,0.00,1.02,0.03,1.02
301,12,-0.04,0.03,0.05,-1.49,0.43,1.55,0.01,0.02,0.02,0.00,0.00,0.00,0.92,0.05,0.93
302,12,-0.12,0.05,0.13,-2.40,0.41,2.44,0.01,0.02,0.02,0.00,0.00,0.00,0.82,0.05,0.82
303,12,-0.24,0.06,0.25,-3.19,0.21,3.20,0.00,0.02,0.03,0.00,0.00,0.00,0.74,0.02,0.74
304,12,-0.39,0.06,0.40,-3.93,-0.15,3.93,-0.01,0.03,0.03,0.00,0.00,0.00,0.65,0.00,0.65
305,12,-0.57,0.05,0.57,-4.63,-0.48,4.66,-0.03,0.03,0.04,0.00,0.00,0.00,0.58,0.00,0.58
306,12,-0.77,0.03,0.77,-5.00,-0.56,5.03,-0.05,0.03,0.06,0.00,0.00,0.00,0.53,0.00,0.53
307,12,-0.97,0.01,0.97,-4.56,-0.40,4.58,-0.09,0.03,0.10,0.00,0.00,0.00,0.58,0.00,0.58
308,12,-1.14,-0.00,1.14,-3.20,-0.04,3.20,-0.14,0.03,0.14,0.00,0.00,0.00,0.73,0.00,0.73
309,12,-1.23,0.00,1.23,-1.41,0.32,1.44,-0.19,0.03,0.19,0.00,0.00,0.00,0.93,0.04,0.93
310,12,-1.26,0.02,1.26,0.00,0.43,0.43,-0.24,0.03,0.25,0.00,0.00,0.00,1.09,0.05,1.09
311,12,-1.24,0.04,1.25,0.64,0.32,0.72,-0.30,0.03,0.30,0.00,0.00,0.00,1.16,0.04,1.16
312,12,-1.21,0.05,1.22,0.74,0.17,0.76,-0.35,0.04,0.35,0.00,0.00,0.00,1.17,0.02,1.17
313,12,-1.18,0.05,1.19,0.76,0.05,0.76,-0.40,0.04,0.40,0.00,0.00,0.00,1.17,0.01,1.17
314,13,-1.15,0.05,1.15,1.02,0.03,1.02,-0.45,0.04,0.45,0.00,0.00,0.00,1.20,0.00,1.20
315,13,-1.10,0.05,1.10,1.40,0.05,1.40,-0.50,0.04,0.50,0.00,0.00,0.00,1.25,0.01,1.25
316,13,-1.03,0.05,1.04,1.59,0.03,1.59,-0.54,0.04,0.54,0.00,0.00,0.00,1.27,0.00,1.27
317,13,-0.97,0.05,0.97,1.53,0.01,1.53,-0.58,0.05,0.58,0.00,0.00,0.00,1.26,0.00,1.26
318,13,-0.91,0.06,0.91,1.47,0.06,1.47,-0.62,0.05,0.62,0.00,0.00,0.00,1.25,0.01,1.25
319,13,-0.84,0.06,0.84,1.75,0.02,1.75,-0.66,0.05,0.66,0.00,0.00,0.00,1.28,0.00,1.28
320,13,-0.75,0.06,0.76,2.48,-0.20,2.49,-0.69,0.05,0.69,0.00,0.00,0.00,1.37,0.00,1.37
321,13,-0.63,0.04,0.63,3.32,-0.35,3.34,-0.72,0.06,0.72,0.00,0.00,0.00,1.46,0.00,1.46
322,13,-0.48,0.03,0.48,3.94,-0.25,3.95,-0.75,0.06,0.75,0.00,0.00,0.00,1.53,0.00,1.53
323,13,-0.31,0.02,0.31,4.30,-0.00,4.30,-0.76,0.06,0.77,0.00,0.00,0.00,1.57,0.00,1.57
324,13,-0.12,0.03,0.13,4.63,0.32,4.64,-0.77,0.06,0.77,0.00,0.00,0.00,1.60,0.04,1.60
325,13,0.07,0.05,0.09,4.83,0.49,4.86,-0.77,0.06,0.78,0.12,0.00,0.12,1.63,0.05,1.63
