t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
41086.568953,0.111814,-0.105344,0.022215,-0.118833,0.061200,-0.991026,-0.564131,-0.031778,0.058966,-0.822964
41086.573934,0.114044,-0.106278,0.021887,-0.121063,0.062134,-0.990698,-0.562080,-0.032583,0.059910,-0.824266
41086.578916,0.205382,-0.130714,0.010347,-0.123351,0.063285,-0.990343,-0.560120,-0.033350,0.060961,-0.825492
41086.583898,0.207767,-0.132173,0.009953,-0.125736,0.064744,-0.989949,-0.558167,-0.034075,0.062165,-0.826695
41086.588879,0.156789,-0.178001,-0.015416,-0.128224,0.066505,-0.989513,-0.556151,-0.034769,0.063520,-0.827920
41086.593861,0.159467,-0.180083,-0.015909,-0.130902,0.068587,-0.989020,-0.554035,-0.035466,0.065055,-0.829189
41086.598843,0.144143,-0.179713,-0.060252,-0.133691,0.070887,-0.988485,-0.551825,-0.036165,0.066707,-0.830501
41086.603824,0.147057,-0.182159,-0.060829,-0.136605,0.073334,-0.987907,-0.549532,-0.036891,0.068450,-0.831846
41086.608806,0.206071,-0.164930,-0.067721,-0.139573,0.075849,-0.987303,-0.547157,-0.037637,0.070230,-0.833229
41086.613788,0.209152,-0.167524,-0.068364,-0.142654,0.078443,-0.986659,-0.544698,-0.038425,0.072069,-0.834646
41086.618769,0.237626,-0.144332,-0.108741,-0.145798,0.081085,-0.985986,-0.542166,-0.039245,0.073939,-0.836092
41086.623751,0.240936,-0.147066,-0.109465,-0.149108,0.083818,-0.985262,-0.539578,-0.040125,0.075888,-0.837548
41086.628733,0.258671,-0.146233,-0.144578,-0.152531,0.086617,-0.984496,-0.536954,-0.041051,0.077891,-0.839004
41086.633714,0.262244,-0.149154,-0.145400,-0.156104,0.089538,-0.983674,-0.534293,-0.042023,0.079982,-0.840457
41086.638696,0.261197,-0.165783,-0.160591,-0.159756,0.092526,-0.982811,-0.531575,-0.043029,0.082117,-0.841923
41086.643678,0.265013,-0.168815,-0.161510,-0.163572,0.095558,-0.981892,-0.528786,-0.044113,0.084308,-0.843404
41086.648659,0.270229,-0.158005,-0.177237,-0.167476,0.098572,-0.980936,-0.525935,-0.045261,0.086507,-0.844903
41086.653641,0.274274,-0.161050,-0.178247,-0.171521,0.101617,-0.979926,-0.523032,-0.046480,0.088751,-0.846404
41086.658623,0.263290,-0.145894,-0.196180,-0.175598,0.104650,-0.978884,-0.520085,-0.047736,0.090991,-0.847911
41086.663604,0.267466,-0.148958,-0.197271,-0.179774,0.107713,-0.977793,-0.517086,-0.049048,0.093262,-0.849423
