Weight (lbs):,83.91468824559335
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.39,-1.03,2048,0.72,1615
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.08,-0.21,21115,0.36,25648
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.42,0.00,25915,1.04,2048
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.19,-7.37,1881,5.95,981
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.31,-1.29,1948,1.39,12115
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.30,0.00,25915,7.42,1881
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,-0.46,17915,0.03,16280
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.07,-0.08,915,0.29,25915
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.21,0.00,0,0.46,17915
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,25915,0.02,25181
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,0.00,25915,0.12,12115
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
155,5.12,-0.72,-0.10,0.73,-5.24,-0.67,5.28,-0.02,-0.01,0.02,0.00,0.00,0.00,0.38,0.00,0.38
156,5.15,-0.86,-0.12,0.87,-3.17,-0.53,3.22,-0.04,-0.01,0.05,0.00,0.00,0.00,0.56,0.00,0.56
157,5.18,-0.94,-0.13,0.94,-1.34,-0.45,1.41,-0.08,-0.02,0.08,0.00,0.00,0.00,0.71,0.00,0.71
158,5.21,-0.96,-0.15,0.97,-0.14,-0.31,0.34,-0.11,-0.02,0.11,0.00,0.00,0.00,0.81,0.00,0.81
159,5.25,-0.95,-0.15,0.96,0.44,-0.05,0.44,-0.14,-0.03,0.14,0.00,0.00,0.00,0.86,0.00,0.86
160,5.28,-0.93,-0.15,0.94,0.75,0.23,0.79,-0.17,-0.03,0.18,0.00,0.00,0.00,0.89,0.02,0.89
161,5.32,-0.90,-0.14,0.91,1.12,0.39,1.19,-0.20,-0.04,0.21,0.00,0.00,0.00,0.92,0.03,0.92
162,5.35,-0.86,-0.12,0.87,1.52,0.46,1.59,-0.23,-0.04,0.24,0.00,0.00,0.00,0.95,0.04,0.95
163,5.38,-0.80,-0.11,0.81,1.63,0.41,1.68,-0.26,-0.05,0.27,0.00,0.00,0.00,0.96,0.03,0.96
164,5.42,-0.75,-0.09,0.76,1.39,0.39,1.45,-0.29,-0.05,0.29,0.00,0.00,0.00,0.94,0.03,0.94
165,5.45,-0.71,-0.08,0.71,1.26,0.52,1.36,-0.31,-0.05,0.32,0.00,0.00,0.00,0.93,0.04,0.93
166,5.48,-0.67,-0.06,0.67,1.41,0.68,1.57,-0.33,-0.06,0.34,0.00,0.00,0.00,0.94,0.06,0.94
167,5.51,-0.61,-0.04,0.61,1.72,0.66,1.84,-0.36,-0.06,0.36,0.00,0.00,0.00,0.97,0.06,0.97
168,5.55,-0.55,-0.02,0.55,2.06,0.52,2.13,-0.38,-0.06,0.38,0.00,0.00,0.00,1.00,0.04,1.00
169,5.58,-0.48,-0.00,0.48,2.39,0.37,2.42,-0.39,-0.06,0.40,0.00,0.00,0.00,1.02,0.03,1.02
170,5.62,-0.39,0.01,0.39,3.03,0.30,3.04,-0.41,-0.06,0.41,0.00,0.00,0.00,1.08,0.02,1.08
171,5.65,-0.27,0.02,0.27,4.21,0.44,4.23,-0.42,-0.06,0.42,0.00,0.00,0.00,1.18,0.04,1.18
172,5.68,-0.11,0.04,0.12,5.21,0.69,5.26,-0.43,-0.06,0.43,0.00,0.00,0.00,1.26,0.06,1.26
173,5.71,0.07,0.06,0.09,5.12,0.74,5.18,-0.43,-0.06,0.43,0.08,0.00,0.08,1.25,0.06,1.25
174,5.75,0.22,0.09,0.24,3.93,0.60,3.98,-0.42,-0.05,0.43,0.25,0.00,0.26,1.15,0.05,1.15
175,5.78,0.32,0.10,0.34,2.27,0.26,2.28,-0.41,-0.05,0.41,0.33,0.00,0.33,1.01,0.02,1.01
176,5.82,0.38,0.10,0.39,1.13,-0.25,1.16,-0.40,-0.05,0.40,0.35,0.00,0.35,0.92,0.00,0.92
177,5.85,0.41,0.09,0.42,0.93,-0.54,1.08,-0.38,-0.04,0.39,0.37,0.00,0.37,0.90,0.00,0.90
178,5.88,0.44,0.07,0.45,0.98,-0.53,1.11,-0.37,-0.04,0.37,0.40,0.00,0.40,0.91,0.00,0.91
179,5.92,0.47,0.05,0.48,0.85,-0.39,0.93,-0.36,-0.04,0.36,0.42,0.00,0.42,0.89,0.00,0.89
180,5.95,0.50,0.04,0.50,0.46,-0.24,0.52,-0.34,-0.04,0.34,0.43,0.00,0.43,0.86,0.00,0.86
181,5.98,0.50,0.04,0.50,-0.07,-0.15,0.16,-0.32,-0.03,0.32,0.41,0.00,0.41,0.82,0.00,0.82
182,6.01,0.50,0.03,0.50,-0.30,-0.08,0.32,-0.30,-0.03,0.31,0.40,0.00,0.40,0.80,0.00,0.80
183,6.05,0.49,0.03,0.49,-0.23,0.00,0.23,-0.29,-0.03,0.29,0.39,0.00,0.39,0.80,0.00,0.80
184,6.08,0.48,0.03,0.48,-0.05,0.12,0.13,-0.27,-0.03,0.27,0.39,0.00,0.39,0.82,0.01,0.82
185,6.12,0.48,0.04,0.49,0.21,0.26,0.33,-0.26,-0.03,0.26,0.41,0.00,0.41,0.84,0.02,0.84
186,6.15,0.49,0.05,0.50,0.31,0.37,0.48,-0.24,-0.03,0.24,0.42,0.00,0.42,0.85,0.03,0.85
187,6.18,0.50,0.06,0.51,0.24,0.39,0.46,-0.22,-0.03,0.23,0.42,0.00,0.42,0.84,0.03,0.84
188,6.21,0.51,0.07,0.51,0.17,0.23,0.29,-0.21,-0.02,0.21,0.43,0.00,0.43,0.84,0.02,0.84
189,6.25,0.51,0.08,0.52,0.13,0.01,0.13,-0.19,-0.02,0.19,0.43,0.00,0.43,0.83,0.00,0.83
190,6.28,0.52,0.08,0.52,0.16,-0.13,0.21,-0.17,-0.02,0.17,0.43,0.00,0.43,0.84,0.00,0.84
191,6.32,0.52,0.07,0.53,0.16,-0.16,0.22,-0.16,-0.02,0.16,0.44,0.00,0.44,0.84,0.00,0.84
192,6.35,0.53,0.07,0.53,0.04,-0.11,0.12,-0.14,-0.01,0.14,0.44,0.00,0.44,0.83,0.00,0.83
193,6.38,0.53,0.06,0.53,-0.05,-0.07,0.09,-0.12,-0.01,0.12,0.43,0.00,0.43,0.82,0.00,0.82
194,6.42,0.53,0.06,0.53,0.00,-0.11,0.11,-0.10,-0.01,0.10,0.43,0.00,0.43,0.82,0.00,0.82
195,6.45,0.53,0.05,0.53,0.08,-0.28,0.29,-0.09,-0.01,0.09,0.44,0.00,0.44,0.83,0.00,0.83
196,6.48,0.53,0.04,0.53,0.05,-0.38,0.39,-0.07,-0.01,0.07,0.44,0.00,0.44,0.83,0.00,0.83
197,6.51,0.53,0.03,0.53,-0.27,-0.25,0.36,-0.05,-0.01,0.05,0.42,0.00,0.42,0.80,0.00,0.80
198,6.55,0.51,0.03,0.51,-0.88,-0.02,0.88,-0.03,-0.00,0.03,0.38,0.00,0.38,0.75,0.00,0.75
199,6.58,0.47,0.03,0.47,-1.58,0.03,1.58,-0.01,-0.00,0.02,0.32,0.00,0.32,0.69,0.00,0.69
200,6.62,0.40,0.03,0.40,-2.45,-0.14,2.45,0.00,-0.00,0.00,0.25,0.00,0.25,0.62,0.00,0.62
201,6.65,0.30,0.02,0.30,-3.70,-0.43,3.72,0.01,-0.00,0.01,0.15,0.00,0.15,0.51,0.00,0.51
202,6.68,0.15,-0.00,0.15,-5.19,-0.68,5.23,0.02,-0.00,0.02,0.06,0.00,0.06,0.39,0.00,0.39
203,6.71,-0.04,-0.03,0.05,-6.54,-0.74,6.58,0.03,-0.00,0.03,0.00,0.00,0.00,0.27,0.00,0.27
204,6.75,-0.28,-0.05,0.28,-7.26,-0.76,7.30,0.02,-0.00,0.02,0.00,0.00,0.00,0.21,0.00,0.21
205,6.78,-0.52,-0.08,0.52,-6.94,-0.79,6.99,0.01,-0.00,0.01,0.00,0.00,0.00,0.24,0.00,0.24
206,6.82,-0.73,-0.10,0.73,-5.60,-0.71,5.64,-0.01,-0.01,0.02,0.00,0.00,0.00,0.35,0.00,0.35
207,6.85,-0.88,-0.12,0.89,-3.66,-0.54,3.70,-0.04,-0.01,0.04,0.00,0.00,0.00,0.52,0.00,0.52
208,6.88,-0.97,-0.14,0.98,-1.71,-0.41,1.76,-0.08,-0.02,0.08,0.00,0.00,0.00,0.68,0.00,0.68
209,6.92,-1.00,-0.15,1.01,-0.30,-0.30,0.42,-0.11,-0.02,0.11,0.00,0.00,0.00,0.80,0.00,0.80
210,6.95,-1.00,-0.16,1.01,0.53,-0.09,0.54,-0.14,-0.03,0.15,0.00,0.00,0.00,0.87,0.00,0.87
211,6.98,-0.97,-0.16,0.98,1.05,0.14,1.06,-0.18,-0.03,0.18,0.00,0.00,0.00,0.91,0.01,0.91
212,7.01,-0.93,-0.15,0.94,1.42,0.24,1.44,-0.21,-0.04,0.21,0.00,0.00,0.00,0.94,0.02,0.94
213,7.05,-0.88,-0.14,0.89,1.52,0.15,1.53,-0.24,-0.04,0.24,0.00,0.00,0.00,0.95,0.01,0.95
214,7.08,-0.83,-0.14,0.84,1.21,0.03,1.21,-0.27,-0.05,0.27,0.00,0.00,0.00,0.92,0.00,0.92
215,7.12,-0.80,-0.14,0.81,0.82,0.04,0.82,-0.29,-0.05,0.30,0.00,0.00,0.00,0.89,0.00,0.89
216,7.15,-0.78,-0.13,0.79,0.74,0.23,0.78,-0.32,-0.06,0.33,0.00,0.00,0.00,0.89,0.02,0.89
217,7.18,-0.75,-0.12,0.76,1.04,0.46,1.13,-0.35,-0.06,0.35,0.00,0.00,0.00,0.91,0.04,0.91
218,7.21,-0.70,-0.11,0.71,1.75,0.51,1.82,-0.37,-0.06,0.38,0.00,0.00,0.00,0.97,0.04,0.97
219,7.25,-0.63,-0.09,0.63,2.62,0.48,2.66,-0.39,-0.07,0.40,0.00,0.00,0.00,1.04,0.04,1.04
220,7.28,-0.53,-0.07,0.53,3.51,0.54,3.55,-0.41,-0.07,0.42,0.00,0.00,0.00,1.12,0.05,1.12
221,7.32,-0.39,-0.05,0.39,4.61,0.63,4.65,-0.43,-0.07,0.44,0.00,0.00,0.00,1.21,0.05,1.21
222,7.35,-0.22,-0.03,0.22,5.42,0.78,5.48,-0.44,-0.07,0.45,0.00,0.00,0.00,1.28,0.07,1.28
223,7.38,-0.04,-0.00,0.04,5.38,0.95,5.46,-0.45,-0.08,0.45,0.00,0.00,0.00,1.27,0.08,1.28
224,7.42,0.13,0.03,0.13,4.75,0.92,4.84,-0.44,-0.07,0.45,0.16,0.00,0.16,1.22,0.08,1.22
225,7.45,0.27,0.06,0.28,3.74,0.73,3.81,-0.44,-0.07,0.44,0.31,0.00,0.31,1.14,0.06,1.14
226,7.48,0.38,0.08,0.38,2.57,0.43,2.60,-0.42,-0.07,0.43,0.39,0.00,0.39,1.04,0.04,1.04
227,7.51,0.45,0.09,0.45,1.64,0.13,1.64,-0.41,-0.07,0.42,0.43,0.00,0.43,0.96,0.01,0.96
228,7.55,0.49,0.09,0.50,0.93,0.04,0.93,-0.39,-0.06,0.40,0.44,0.00,0.44,0.90,0.00,0.90
229,7.58,0.51,0.09,0.52,0.41,0.12,0.43,-0.38,-0.06,0.38,0.44,0.00,0.44,0.86,0.01,0.86
230,7.62,0.52,0.10,0.53,0.19,0.26,0.32,-0.36,-0.06,0.36,0.44,0.00,0.44,0.84,0.02,0.84
231,7.65,0.52,0.11,0.53,0.05,0.29,0.30,-0.34,-0.05,0.35,0.43,0.00,0.43,0.83,0.02,0.83
232,7.68,0.52,0.11,0.53,-0.16,0.10,0.19,-0.32,-0.05,0.33,0.42,0.00,0.42,0.81,0.01,0.81
233,7.71,0.51,0.11,0.53,-0.28,-0.19,0.34,-0.31,-0.05,0.31,0.41,0.00,0.41,0.80,0.00,0.80
234,7.75,0.51,0.10,0.52,-0.23,-0.36,0.43,-0.29,-0.04,0.29,0.41,0.00,0.41,0.80,0.00,0.80
235,7.78,0.50,0.09,0.51,-0.09,-0.34,0.35,-0.27,-0.04,0.28,0.41,0.00,0.41,0.82,0.00,0.82
236,7.82,0.50,0.08,0.51,0.05,-0.19,0.19,-0.26,-0.04,0.26,0.41,0.00,0.41,0.83,0.00,0.83
237,7.85,0.50,0.08,0.51,0.01,-0.04,0.04,-0.24,-0.03,0.24,0.41,0.00,0.41,0.82,0.00,0.82
238,7.88,0.50,0.08,0.51,-0.13,0.08,0.16,-0.22,-0.03,0.23,0.40,0.00,0.40,0.81,0.01,0.81
239,7.92,0.49,0.08,0.50,-0.17,0.14,0.22,-0.21,-0.03,0.21,0.40,0.00,0.40,0.81,0.01,0.81
240,7.95,0.49,0.09,0.50,-0.08,0.07,0.10,-0.19,-0.03,0.19,0.40,0.00,0.40,0.82,0.01,0.82
241,7.98,0.49,0.09,0.50,-0.01,-0.06,0.07,-0.17,-0.02,0.18,0.40,0.00,0.40,0.82,0.00,0.82
242,8.02,0.49,0.08,0.50,0.03,-0.20,0.20,-0.16,-0.02,0.16,0.40,0.00,0.40,0.83,0.00,0.83
243,8.05,0.49,0.08,0.50,0.09,-0.19,0.21,-0.14,-0.02,0.14,0.41,0.00,0.41,0.83,0.00,0.83
244,8.08,0.49,0.07,0.50,0.19,0.01,0.19,-0.12,-0.02,0.13,0.42,0.00,0.42,0.84,0.00,0.84
245,8.12,0.50,0.08,0.51,0.37,0.07,0.38,-0.11,-0.01,0.11,0.43,0.00,0.43,0.85,0.01,0.85
246,8.15,0.52,0.08,0.52,0.48,-0.03,0.49,-0.09,-0.01,0.09,0.45,0.00,0.45,0.86,0.00,0.86
247,8.18,0.53,0.07,0.54,0.31,-0.16,0.35,-0.07,-0.01,0.07,0.45,0.00,0.45,0.85,0.00,0.85
248,8.21,0.54,0.06,0.54,-0.15,-0.35,0.39,-0.06,-0.01,0.06,0.43,0.00,0.43,0.81,0.00,0.81
249,8.25,0.52,0.05,0.52,-0.79,-0.35,0.87,-0.04,-0.00,0.04,0.39,0.00,0.39,0.76,0.00,0.76
250,8.28,0.48,0.04,0.48,-1.55,-0.21,1.56,-0.02,-0.00,0.02,0.33,0.00,0.33,0.69,0.00,0.69
251,8.31,0.42,0.03,0.42,-2.33,-0.25,2.34,-0.00,-0.00,0.00,0.26,0.00,0.26,0.63,0.00,0.63
252,8.35,0.32,0.03,0.33,-3.27,-0.37,3.29,0.01,0.00,0.01,0.18,0.00,0.18,0.55,0.00,0.55
253,8.38,0.20,0.01,0.20,-4.51,-0.54,4.54,0.02,0.00,0.02,0.09,0.00,0.09,0.44,0.00,0.44
254,8.41,0.02,-0.01,0.03,-5.87,-0.68,5.91,0.02,0.00,0.02,0.01,0.00,0.01,0.33,0.00,0.33
255,8.45,-0.19,-0.03,0.19,-6.88,-0.66,6.91,0.02,0.00,0.02,0.00,0.00,0.00,0.25,0.00,0.25
256,8.48,-0.42,-0.05,0.43,-6.88,-0.62,6.91,0.01,-0.00,0.01,0.00,0.00,0.00,0.25,0.00,0.25
257,8.52,-0.64,-0.08,0.64,-5.66,-0.63,5.70,-0.01,-0.00,0.01,0.00,0.00,0.00,0.35,0.00,0.35
258,8.55,-0.79,-0.10,0.80,-3.71,-0.61,3.75,-0.03,-0.01,0.03,0.00,0.00,0.00,0.51,0.00,0.51
259,8.58,-0.88,-0.11,0.89,-1.70,-0.42,1.75,-0.06,-0.01,0.06,0.00,0.00,0.00,0.68,0.00,0.68
260,8.62,-0.91,-0.12,0.92,-0.32,-0.13,0.35,-0.09,-0.01,0.10,0.00,0.00,0.00,0.80,0.00,0.80
261,8.65,-0.91,-0.12,0.92,0.32,-0.00,0.32,-0.13,-0.02,0.13,0.00,0.00,0.00,0.85,0.00,0.85
262,8.68,-0.89,-0.12,0.90,0.76,-0.01,0.76,-0.16,-0.02,0.16,0.00,0.00,0.00,0.89,0.00,0.89
263,8.71,-0.86,-0.12,0.87,1.20,-0.01,1.20,-0.19,-0.03,0.19,0.00,0.00,0.00,0.92,0.00,0.92
264,8.75,-0.82,-0.13,0.83,1.53,0.01,1.53,-0.21,-0.03,0.22,0.00,0.00,0.00,0.95,0.00,0.95
265,8.78,-0.76,-0.12,0.77,1.55,0.05,1.56,-0.24,-0.04,0.24,0.00,0.00,0.00,0.95,0.00,0.95
266,8.81,-0.72,-0.12,0.73,1.05,0.02,1.05,-0.26,-0.04,0.27,0.00,0.00,0.00,0.91,0.00,0.91
267,8.85,-0.69,-0.12,0.71,0.44,-0.10,0.45,-0.29,-0.04,0.29,0.00,0.00,0.00,0.86,0.00,0.86
268,8.88,-0.68,-0.13,0.69,0.38,-0.07,0.39,-0.31,-0.05,0.31,0.00,0.00,0.00,0.86,0.00,0.86
269,8.91,-0.66,-0.13,0.68,0.76,0.15,0.78,-0.33,-0.05,0.34,0.00,0.00,0.00,0.89,0.01,0.89
270,8.95,-0.63,-0.12,0.64,1.23,0.39,1.29,-0.36,-0.06,0.36,0.00,0.00,0.00,0.93,0.03,0.93
271,8.98,-0.58,-0.10,0.59,1.63,0.56,1.72,-0.38,-0.06,0.38,0.00,0.00,0.00,0.96,0.05,0.96
272,9.02,-0.52,-0.08,0.53,1.86,0.64,1.96,-0.39,-0.06,0.40,0.00,0.00,0.00,0.98,0.05,0.98
273,9.05,-0.46,-0.06,0.46,2.15,0.71,2.26,-0.41,-0.07,0.42,0.00,0.00,0.00,1.00,0.06,1.01
274,9.08,-0.38,-0.03,0.38,2.75,0.77,2.86,-0.43,-0.07,0.43,0.00,0.00,0.00,1.05,0.06,1.06
275,9.12,-0.27,-0.01,0.27,3.45,0.74,3.52,-0.44,-0.07,0.44,0.00,0.00,0.00,1.11,0.06,1.11
276,9.15,-0.15,0.01,0.15,3.95,0.61,3.99,-0.44,-0.07,0.45,0.00,0.00,0.00,1.15,0.05,1.16
277,9.18,-0.01,0.03,0.04,4.08,0.49,4.11,-0.45,-0.07,0.45,0.00,0.00,0.00,1.17,0.04,1.17
278,9.21,0.12,0.05,0.13,3.78,0.42,3.80,-0.45,-0.06,0.45,0.13,0.00,0.13,1.14,0.03,1.14
279,9.25,0.23,0.06,0.24,3.12,0.35,3.14,-0.44,-0.06,0.44,0.25,0.00,0.25,1.09,0.03,1.09
280,9.28,0.32,0.07,0.33,2.34,0.23,2.35,-0.43,-0.06,0.43,0.33,0.00,0.33,1.02,0.02,1.02
281,9.31,0.39,0.08,0.40,1.60,0.10,1.60,-0.42,-0.06,0.42,0.37,0.00,0.37,0.96,0.01,0.96
282,9.35,0.43,0.08,0.44,0.86,0.05,0.86,-0.40,-0.06,0.41,0.38,0.00,0.38,0.90,0.00,0.90
283,9.38,0.45,0.08,0.46,0.28,0.14,0.31,-0.39,-0.05,0.39,0.38,0.00,0.38,0.85,0.01,0.85
284,9.41,0.45,0.09,0.46,0.02,0.22,0.22,-0.37,-0.05,0.37,0.37,0.00,0.37,0.82,0.02,0.83
285,9.45,0.45,0.09,0.46,0.03,0.17,0.17,-0.36,-0.05,0.36,0.37,0.00,0.37,0.83,0.01,0.83
286,9.48,0.46,0.10,0.47,0.21,0.04,0.21,-0.34,-0.04,0.34,0.38,0.00,0.38,0.84,0.00,0.84
287,9.52,0.47,0.09,0.47,0.25,-0.20,0.33,-0.33,-0.04,0.33,0.39,0.00,0.39,0.84,0.00,0.84
288,9.55,0.47,0.09,0.48,0.01,-0.34,0.34,-0.31,-0.04,0.31,0.39,0.00,0.39,0.82,0.00,0.82
289,9.58,0.47,0.08,0.47,-0.20,-0.18,0.27,-0.29,-0.03,0.30,0.38,0.00,0.38,0.81,0.00,0.81
290,9.62,0.46,0.07,0.46,-0.23,0.01,0.23,-0.28,-0.03,0.28,0.37,0.00,0.37,0.80,0.00,0.80
291,9.65,0.45,0.08,0.46,-0.15,0.11,0.19,-0.26,-0.03,0.27,0.37,0.00,0.37,0.81,0.01,0.81
292,9.68,0.45,0.08,0.46,0.03,0.10,0.10,-0.25,-0.03,0.25,0.37,0.00,0.37,0.83,0.01,0.83
293,9.71,0.45,0.08,0.46,0.14,-0.00,0.14,-0.23,-0.02,0.24,0.38,0.00,0.38,0.84,0.00,0.84
294,9.75,0.46,0.08,0.46,0.10,0.02,0.11,-0.22,-0.02,0.22,0.38,0.00,0.38,0.83,0.00,0.83
295,9.78,0.46,0.08,0.47,0.09,0.14,0.16,-0.20,-0.02,0.20,0.38,0.00,0.38,0.83,0.01,0.83
296,9.81,0.46,0.09,0.47,0.15,0.04,0.16,-0.19,-0.02,0.19,0.39,0.00,0.39,0.84,0.00,0.84
297,9.85,0.47,0.09,0.48,0.20,-0.10,0.23,-0.17,-0.01,0.17,0.40,0.00,0.40,0.84,0.00,0.84
298,9.88,0.48,0.08,0.48,0.23,-0.09,0.24,-0.16,-0.01,0.16,0.40,0.00,0.40,0.84,0.00,0.84
299,9.91,0.49,0.08,0.49,0.19,-0.02,0.19,-0.14,-0.01,0.14,0.41,0.00,0.41,0.84,0.00,0.84
300,9.95,0.49,0.08,0.50,0.00,-0.01,0.01,-0.12,-0.01,0.12,0.40,0.00,0.40,0.82,0.00,0.82
301,9.98,0.49,0.08,0.49,-0.19,-0.11,0.22,-0.11,-0.00,0.11,0.39,0.00,0.39,0.81,0.00,0.81
302,10,0.48,0.07,0.48,-0.25,-0.20,0.32,-0.09,0.00,0.09,0.38,0.00,0.38,0.80,0.00,0.80
303,10,0.47,0.07,0.47,-0.25,-0.13,0.28,-0.08,0.00,0.08,0.38,0.00,0.38,0.80,0.00,0.80
304,10,0.46,0.07,0.46,-0.33,-0.04,0.33,-0.06,0.00,0.06,0.37,0.00,0.37,0.80,0.00,0.80
305,10,0.45,0.06,0.45,-0.60,-0.12,0.61,-0.05,0.01,0.05,0.34,0.00,0.34,0.77,0.00,0.77
306,10,0.42,0.06,0.42,-1.00,-0.17,1.01,-0.03,0.01,0.03,0.31,0.00,0.31,0.74,0.00,0.74
307,10,0.38,0.05,0.38,-1.34,0.05,1.34,-0.02,0.01,0.02,0.27,0.00,0.27,0.71,0.00,0.71
308,10,0.33,0.06,0.34,-1.54,0.28,1.56,-0.00,0.01,0.01,0.23,0.00,0.23,0.69,0.02,0.69
309,10,0.28,0.07,0.29,-1.68,0.02,1.68,0.01,0.01,0.01,0.19,0.00,0.19,0.68,0.00,0.68
310,10,0.22,0.06,0.23,-1.87,-0.46,1.92,0.01,0.02,0.02,0.15,0.00,0.15,0.67,0.00,0.67
311,10,0.15,0.04,0.16,-2.05,-0.53,2.11,0.02,0.02,0.03,0.10,0.00,0.10,0.65,0.00,0.65
312,10,0.09,0.03,0.09,-1.95,-0.26,1.97,0.02,0.02,0.03,0.06,0.00,0.06,0.66,0.00,0.66
313,10,0.03,0.02,0.04,-1.41,-0.03,1.41,0.03,0.02,0.03,0.02,0.00,0.02,0.70,0.00,0.70
314,10,-0.01,0.03,0.03,-0.64,0.08,0.64,0.03,0.02,0.03,0.00,0.00,0.00,0.77,0.01,0.77
315,10,-0.02,0.03,0.03,-0.03,0.04,0.05,0.02,0.02,0.03,0.00,0.00,0.00,0.82,0.00,0.82
316,10,-0.01,0.03,0.03,0.15,0.15,0.22,0.02,0.02,0.03,0.00,0.00,0.00,0.84,0.01,0.84
317,10,-0.01,0.04,0.04,0.04,0.31,0.31,0.02,0.02,0.03,0.00,0.00,0.00,0.83,0.03,0.83
318,10,-0.01,0.04,0.05,-0.01,-0.02,0.02,0.02,0.03,0.03,0.00,0.00,0.00,0.82,0.00,0.82
319,10,-0.01,0.04,0.04,0.05,-0.43,0.44,0.02,0.03,0.04,0.00,0.00,0.00,0.83,0.00,0.83
320,10,-0.01,0.02,0.02,0.10,-0.32,0.34,0.02,0.03,0.04,0.00,0.00,0.00,0.83,0.00,0.83
321,10,-0.00,0.02,0.02,-0.00,0.10,0.10,0.02,0.03,0.04,0.00,0.00,0.00,0.82,0.01,0.82
322,10,-0.01,0.03,0.03,-0.23,0.34,0.41,0.02,0.03,0.04,0.00,0.00,0.00,0.80,0.03,0.80
323,10,-0.02,0.03,0.04,-0.19,0.08,0.21,0.02,0.03,0.04,0.00,0.00,0.00,0.81,0.01,0.81
324,10,-0.02,0.03,0.04,0.10,-0.30,0.31,0.02,0.03,0.04,0.00,0.00,0.00,0.83,0.00,0.83
325,10,-0.01,0.02,0.02,0.14,-0.22,0.26,0.02,0.03,0.04,0.00,0.00,0.00,0.84,0.00,0.84
326,10,-0.01,0.02,0.02,-0.04,0.08,0.09,0.02,0.03,0.04,0.00,0.00,0.00,0.82,0.01,0.82
327,10,-0.01,0.02,0.03,-0.04,0.10,0.11,0.02,0.03,0.04,0.00,0.00,0.00,0.82,0.01,0.82
328,10,-0.01,0.02,0.03,0.28,-0.14,0.32,0.02,0.03,0.04,0.00,0.00,0.00,0.85,0.00,0.85
329,10,0.01,0.01,0.01,0.65,-0.33,0.73,0.02,0.04,0.04,0.01,0.00,0.01,0.88,0.00,0.88
330,10,0.03,0.00,0.03,0.59,-0.16,0.61,0.02,0.04,0.04,0.03,0.00,0.03,0.87,0.00,0.87
331,10,0.04,0.00,0.04,0.05,0.14,0.15,0.02,0.03,0.04,0.03,0.00,0.03,0.83,0.01,0.83
332,11,0.03,0.01,0.03,-0.45,0.11,0.46,0.02,0.03,0.04,0.03,0.00,0.03,0.79,0.01,0.79
333,11,0.01,0.01,0.02,-0.51,-0.09,0.52,0.02,0.04,0.04,0.01,0.00,0.01,0.78,0.00,0.78
334,11,0.00,0.00,0.01,-0.31,-0.13,0.34,0.02,0.04,0.04,0.00,0.00,0.00,0.80,0.00,0.80
335,11,-0.01,0.00,0.01,-0.13,-0.01,0.13,0.02,0.04,0.04,0.00,0.00,0.00,0.81,0.00,0.81
336,11,-0.01,0.00,0.01,0.03,0.11,0.11,0.02,0.04,0.04,0.00,0.00,0.00,0.83,0.01,0.83
337,11,-0.00,0.01,0.01,0.19,0.08,0.21,0.02,0.04,0.04,0.00,0.00,0.00,0.84,0.01,0.84
338,11,0.00,0.01,0.01,0.16,-0.03,0.17,0.02,0.04,0.04,0.00,0.00,0.00,0.84,0.00,0.84
339,11,0.00,0.01,0.01,-0.29,-0.10,0.31,0.02,0.04,0.04,0.00,0.00,0.00,0.80,0.00,0.80
340,11,-0.02,0.00,0.02,-1.03,-0.15,1.04,0.02,0.04,0.04,0.00,0.00,0.00,0.74,0.00,0.74
341,11,-0.07,-0.00,0.07,-1.75,-0.13,1.76,0.02,0.04,0.04,0.00,0.00,0.00,0.68,0.00,0.68
342,11,-0.14,-0.01,0.14,-2.49,-0.12,2.49,0.02,0.04,0.04,0.00,0.00,0.00,0.61,0.00,0.61
