Weight (lbs):,83.91468824559335
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.39,-1.03,2048,0.72,1615
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.08,-0.21,21115,0.36,25648
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.42,0.00,25915,1.04,2048
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.19,-7.37,1881,5.95,981
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.31,-1.29,1948,1.39,12115
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.30,0.00,25915,7.42,1881
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,-0.46,17915,0.03,16280
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.07,-0.08,915,0.29,25915
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.21,0.00,0,0.46,17915
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,25915,0.02,25181
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,0.00,25915,0.12,12115
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
343,11,-0.23,-0.01,0.23,-3.20,-0.19,3.20,0.01,0.04,0.04,0.00,0.00,0.00,0.55,0.00,0.55
344,11,-0.35,-0.02,0.35,-3.64,-0.29,3.65,0.01,0.04,0.04,0.00,0.00,0.00,0.52,0.00,0.52
345,11,-0.47,-0.03,0.47,-3.70,-0.62,3.75,-0.01,0.04,0.04,0.00,0.00,0.00,0.51,0.00,0.51
346,11,-0.59,-0.06,0.59,-3.31,-0.94,3.44,-0.03,0.03,0.04,0.00,0.00,0.00,0.55,0.00,0.55
347,11,-0.69,-0.09,0.69,-2.50,-0.79,2.62,-0.05,0.03,0.06,0.00,0.00,0.00,0.61,0.00,0.61
348,11,-0.75,-0.11,0.76,-1.55,-0.52,1.63,-0.07,0.03,0.08,0.00,0.00,0.00,0.69,0.00,0.69
349,11,-0.79,-0.13,0.80,-0.74,-0.43,0.86,-0.10,0.02,0.10,0.00,0.00,0.00,0.76,0.00,0.76
350,11,-0.80,-0.14,0.82,-0.13,-0.42,0.44,-0.13,0.02,0.13,0.00,0.00,0.00,0.81,0.00,0.81
351,11,-0.80,-0.16,0.82,0.31,-0.53,0.62,-0.15,0.02,0.15,0.00,0.00,0.00,0.85,0.00,0.85
352,11,-0.79,-0.18,0.81,0.62,-0.54,0.83,-0.18,0.01,0.18,0.00,0.00,0.00,0.88,0.00,0.88
353,11,-0.76,-0.19,0.78,0.96,-0.24,0.99,-0.21,0.00,0.21,0.00,0.00,0.00,0.90,0.00,0.90
354,11,-0.72,-0.19,0.75,1.24,-0.03,1.24,-0.23,-0.00,0.23,0.00,0.00,0.00,0.93,0.00,0.93
355,11,-0.68,-0.19,0.71,1.23,-0.02,1.23,-0.25,-0.01,0.26,0.00,0.00,0.00,0.93,0.00,0.93
356,11,-0.64,-0.19,0.67,0.96,0.07,0.97,-0.28,-0.02,0.28,0.00,0.00,0.00,0.90,0.01,0.90
357,11,-0.62,-0.19,0.65,0.68,0.20,0.71,-0.30,-0.02,0.30,0.00,0.00,0.00,0.88,0.02,0.88
358,11,-0.60,-0.18,0.62,0.58,0.25,0.63,-0.32,-0.03,0.32,0.00,0.00,0.00,0.87,0.02,0.87
359,11,-0.58,-0.17,0.60,0.76,0.21,0.78,-0.34,-0.04,0.34,0.00,0.00,0.00,0.89,0.02,0.89
360,11,-0.55,-0.17,0.57,1.05,0.13,1.06,-0.36,-0.04,0.36,0.00,0.00,0.00,0.91,0.01,0.91
361,11,-0.50,-0.16,0.53,1.37,0.20,1.38,-0.37,-0.05,0.38,0.00,0.00,0.00,0.94,0.02,0.94
362,12,-0.45,-0.15,0.48,1.86,0.51,1.93,-0.39,-0.05,0.39,0.00,0.00,0.00,0.98,0.04,0.98
363,12,-0.38,-0.13,0.40,2.47,1.00,2.66,-0.40,-0.06,0.41,0.00,0.00,0.00,1.03,0.08,1.03
364,12,-0.29,-0.09,0.30,3.01,1.36,3.30,-0.42,-0.06,0.42,0.00,0.00,0.00,1.08,0.11,1.08
365,12,-0.18,-0.04,0.18,3.58,1.39,3.84,-0.42,-0.06,0.43,0.00,0.00,0.00,1.12,0.12,1.13
366,12,-0.05,0.00,0.05,4.01,1.16,4.18,-0.43,-0.06,0.43,0.00,0.00,0.00,1.16,0.10,1.16
367,12,0.08,0.04,0.09,4.06,0.78,4.13,-0.43,-0.06,0.43,0.10,0.00,0.10,1.16,0.07,1.17
368,12,0.21,0.05,0.22,3.68,0.39,3.70,-0.42,-0.06,0.43,0.24,0.00,0.24,1.13,0.03,1.13
369,12,0.32,0.06,0.33,2.75,0.17,2.76,-0.41,-0.06,0.42,0.34,0.00,0.34,1.05,0.01,1.05
370,12,0.39,0.07,0.40,1.50,0.08,1.51,-0.40,-0.06,0.40,0.37,0.00,0.37,0.95,0.01,0.95
371,12,0.43,0.07,0.43,0.64,0.05,0.64,-0.39,-0.05,0.39,0.38,0.00,0.38,0.88,0.00,0.88
372,12,0.44,0.07,0.45,0.24,0.10,0.26,-0.37,-0.05,0.37,0.37,0.00,0.37,0.84,0.01,0.84
373,12,0.45,0.08,0.45,0.12,0.18,0.22,-0.36,-0.05,0.36,0.37,0.00,0.37,0.83,0.02,0.83
374,12,0.45,0.08,0.46,0.21,0.21,0.30,-0.34,-0.05,0.34,0.38,0.00,0.38,0.84,0.02,0.84
375,12,0.46,0.09,0.47,0.13,0.18,0.22,-0.33,-0.04,0.33,0.38,0.00,0.38,0.83,0.02,0.83
376,12,0.46,0.09,0.47,-0.13,0.12,0.17,-0.31,-0.04,0.31,0.37,0.00,0.37,0.81,0.01,0.81
377,12,0.45,0.10,0.46,-0.29,-0.04,0.29,-0.29,-0.04,0.30,0.36,0.00,0.36,0.80,0.00,0.80
378,12,0.44,0.09,0.45,-0.37,-0.23,0.44,-0.28,-0.03,0.28,0.35,0.00,0.35,0.79,0.00,0.79
379,12,0.43,0.08,0.44,-0.34,-0.29,0.45,-0.27,-0.03,0.27,0.34,0.00,0.34,0.79,0.00,0.79
380,12,0.42,0.07,0.43,-0.12,-0.19,0.22,-0.25,-0.03,0.25,0.34,0.00,0.34,0.81,0.00,0.81
381,12,0.42,0.07,0.43,0.12,-0.00,0.12,-0.24,-0.03,0.24,0.35,0.00,0.35,0.83,0.00,0.83
382,12,0.43,0.07,0.43,0.23,0.12,0.26,-0.22,-0.02,0.23,0.36,0.00,0.36,0.84,0.01,0.84
383,12,0.44,0.08,0.44,0.22,0.07,0.23,-0.21,-0.02,0.21,0.37,0.00,0.37,0.84,0.01,0.84
384,12,0.44,0.08,0.45,0.01,-0.10,0.10,-0.19,-0.02,0.20,0.36,0.00,0.36,0.82,0.00,0.82
385,12,0.43,0.07,0.44,-0.26,-0.26,0.37,-0.18,-0.02,0.18,0.35,0.00,0.35,0.80,0.00,0.80
386,12,0.42,0.06,0.43,-0.28,-0.29,0.40,-0.17,-0.01,0.17,0.34,0.00,0.34,0.80,0.00,0.80
387,12,0.42,0.05,0.42,-0.09,-0.17,0.19,-0.15,-0.01,0.15,0.34,0.00,0.34,0.82,0.00,0.82
388,12,0.42,0.05,0.42,0.07,-0.07,0.10,-0.14,-0.01,0.14,0.35,0.00,0.35,0.83,0.00,0.83
389,12,0.42,0.05,0.42,0.12,-0.06,0.14,-0.12,-0.01,0.12,0.35,0.00,0.35,0.83,0.00,0.83
390,12,0.42,0.05,0.43,0.07,-0.05,0.09,-0.11,-0.01,0.11,0.35,0.00,0.35,0.83,0.00,0.83
391,12,0.43,0.04,0.43,-0.03,-0.09,0.10,-0.10,-0.01,0.10,0.35,0.00,0.35,0.82,0.00,0.82
392,13,0.42,0.04,0.43,-0.11,-0.12,0.17,-0.08,-0.00,0.08,0.34,0.00,0.34,0.81,0.00,0.81
393,13,0.42,0.04,0.42,-0.14,0.03,0.14,-0.07,-0.00,0.07,0.34,0.00,0.34,0.81,0.00,0.81
394,13,0.41,0.04,0.42,-0.11,0.14,0.18,-0.05,-0.00,0.05,0.34,0.00,0.34,0.81,0.01,0.81
395,13,0.41,0.04,0.41,-0.15,0.06,0.16,-0.04,-0.00,0.04,0.33,0.00,0.33,0.81,0.00,0.81
396,13,0.40,0.04,0.41,-0.35,-0.02,0.35,-0.03,0.00,0.03,0.32,0.00,0.32,0.79,0.00,0.79
397,13,0.38,0.04,0.39,-0.75,-0.05,0.75,-0.01,0.00,0.01,0.29,0.00,0.29,0.76,0.00,0.76
398,13,0.35,0.04,0.35,-1.39,-0.11,1.39,0.00,0.00,0.00,0.25,0.00,0.25,0.71,0.00,0.71
399,13,0.29,0.04,0.29,-2.18,-0.09,2.18,0.01,0.00,0.01,0.19,0.00,0.19,0.64,0.00,0.64
400,13,0.21,0.04,0.21,-2.79,-0.04,2.79,0.02,0.01,0.02,0.12,0.00,0.12,0.59,0.00,0.59
401,13,0.11,0.03,0.12,-2.75,-0.03,2.75,0.03,0.01,0.03,0.07,0.00,0.07,0.59,0.00,0.59
402,13,0.03,0.03,0.05,-1.94,0.04,1.94,0.03,0.01,0.03,0.02,0.00,0.02,0.66,0.00,0.66
403,13,-0.01,0.04,0.04,-0.91,0.12,0.91,0.03,0.01,0.03,0.00,0.00,0.00,0.75,0.01,0.75
404,13,-0.03,0.04,0.05,-0.24,0.04,0.24,0.03,0.01,0.03,0.00,0.00,0.00,0.80,0.00,0.80
405,13,-0.03,0.04,0.05,0.01,-0.17,0.17,0.02,0.01,0.03,0.00,0.00,0.00,0.82,0.00,0.82
406,13,-0.03,0.03,0.04,0.17,-0.31,0.35,0.02,0.01,0.03,0.00,0.00,0.00,0.84,0.00,0.84
407,13,-0.02,0.02,0.03,0.34,-0.21,0.40,0.02,0.01,0.03,0.00,0.00,0.00,0.85,0.00,0.85
408,13,-0.01,0.02,0.02,0.37,0.06,0.37,0.02,0.01,0.03,0.00,0.00,0.00,0.85,0.01,0.85
409,13,-0.00,0.02,0.02,0.17,0.13,0.21,0.02,0.01,0.03,0.00,0.00,0.00,0.84,0.01,0.84
410,13,-0.00,0.02,0.02,-0.17,-0.01,0.17,0.02,0.02,0.03,0.00,0.00,0.00,0.81,0.00,0.81
411,13,-0.01,0.02,0.02,-0.39,-0.19,0.43,0.02,0.02,0.03,0.00,0.00,0.00,0.79,0.00,0.79
412,13,-0.02,0.01,0.03,-0.32,-0.27,0.42,0.02,0.02,0.03,0.00,0.00,0.00,0.80,0.00,0.80
413,13,-0.03,0.01,0.03,-0.10,-0.11,0.15,0.02,0.02,0.03,0.00,0.00,0.00,0.82,0.00,0.82
414,13,-0.03,0.01,0.03,0.10,0.09,0.13,0.02,0.02,0.03,0.00,0.00,0.00,0.83,0.01,0.83
415,13,-0.03,0.01,0.03,0.19,0.03,0.20,0.02,0.02,0.03,0.00,0.00,0.00,0.84,0.00,0.84
416,13,-0.02,0.01,0.02,0.04,-0.12,0.13,0.02,0.02,0.03,0.00,0.00,0.00,0.83,0.00,0.83
417,13,-0.02,0.00,0.02,-0.19,-0.13,0.23,0.02,0.02,0.03,0.00,0.00,0.00,0.81,0.00,0.81
418,13,-0.03,-0.00,0.03,-0.09,-0.02,0.10,0.02,0.02,0.02,0.00,0.00,0.00,0.82,0.00,0.82
419,13,-0.03,0.00,0.03,0.11,0.05,0.12,0.01,0.02,0.02,0.00,0.00,0.00,0.83,0.00,0.83
420,13,-0.02,0.00,0.02,0.20,0.16,0.26,0.01,0.02,0.02,0.00,0.00,0.00,0.84,0.01,0.84
421,13,-0.01,0.01,0.02,0.34,0.17,0.38,0.01,0.02,0.02,0.00,0.00,0.00,0.85,0.01,0.85
422,14,-0.00,0.01,0.01,0.33,-0.02,0.33,0.01,0.02,0.02,0.00,0.00,0.00,0.85,0.00,0.85
423,14,0.01,0.01,0.01,0.20,-0.07,0.21,0.01,0.02,0.02,0.00,0.00,0.00,0.84,0.00,0.84
424,14,0.01,0.01,0.01,0.07,-0.07,0.10,0.01,0.02,0.02,0.01,0.00,0.01,0.83,0.00,0.83
425,14,0.01,0.00,0.01,-0.17,-0.16,0.23,0.01,0.02,0.02,0.01,0.00,0.01,0.81,0.00,0.81
426,14,-0.00,-0.00,0.00,-0.31,-0.08,0.32,0.01,0.02,0.02,0.00,0.00,0.00,0.80,0.00,0.80
427,14,-0.01,-0.00,0.01,-0.21,-0.07,0.22,0.01,0.02,0.02,0.00,0.00,0.00,0.81,0.00,0.81
428,14,-0.02,-0.01,0.02,-0.31,-0.20,0.37,0.01,0.02,0.02,0.00,0.00,0.00,0.80,0.00,0.80
429,14,-0.04,-0.01,0.04,-0.91,-0.13,0.92,0.01,0.02,0.02,0.00,0.00,0.00,0.75,0.00,0.75
430,14,-0.08,-0.02,0.08,-1.87,-0.10,1.88,0.01,0.02,0.02,0.00,0.00,0.00,0.67,0.00,0.67
431,14,-0.16,-0.02,0.16,-3.00,-0.28,3.01,0.01,0.02,0.02,0.00,0.00,0.00,0.57,0.00,0.57
432,14,-0.28,-0.03,0.28,-3.86,-0.47,3.89,0.00,0.02,0.02,0.00,0.00,0.00,0.50,0.00,0.50
433,14,-0.41,-0.05,0.42,-4.07,-0.67,4.13,-0.01,0.02,0.02,0.00,0.00,0.00,0.48,0.00,0.48
434,14,-0.54,-0.08,0.55,-3.72,-0.76,3.80,-0.03,0.01,0.03,0.00,0.00,0.00,0.51,0.00,0.51
435,14,-0.66,-0.10,0.66,-2.95,-0.63,3.02,-0.05,0.01,0.05,0.00,0.00,0.00,0.58,0.00,0.58
436,14,-0.74,-0.12,0.75,-1.95,-0.48,2.01,-0.07,0.01,0.07,0.00,0.00,0.00,0.66,0.00,0.66
437,14,-0.79,-0.14,0.80,-1.07,-0.43,1.15,-0.10,0.00,0.10,0.00,0.00,0.00,0.73,0.00,0.73
438,14,-0.81,-0.15,0.82,-0.26,-0.44,0.51,-0.12,-0.00,0.12,0.00,0.00,0.00,0.80,0.00,0.80
439,14,-0.81,-0.16,0.82,0.43,-0.46,0.63,-0.15,-0.01,0.15,0.00,0.00,0.00,0.86,0.00,0.86
440,14,-0.78,-0.18,0.80,0.77,-0.33,0.83,-0.18,-0.01,0.18,0.00,0.00,0.00,0.89,0.00,0.89
441,14,-0.76,-0.18,0.78,0.99,-0.01,0.99,-0.20,-0.02,0.21,0.00,0.00,0.00,0.91,0.00,0.91
442,14,-0.72,-0.18,0.74,1.10,0.27,1.13,-0.23,-0.03,0.23,0.00,0.00,0.00,0.92,0.02,0.92
443,14,-0.69,-0.17,0.71,0.99,0.31,1.04,-0.25,-0.03,0.25,0.00,0.00,0.00,0.91,0.03,0.91
444,14,-0.66,-0.16,0.67,0.77,0.19,0.79,-0.27,-0.04,0.28,0.00,0.00,0.00,0.89,0.02,0.89
445,14,-0.63,-0.16,0.65,0.54,0.06,0.54,-0.30,-0.04,0.30,0.00,0.00,0.00,0.87,0.01,0.87
446,14,-0.62,-0.16,0.64,0.47,0.11,0.49,-0.32,-0.05,0.32,0.00,0.00,0.00,0.86,0.01,0.86
447,14,-0.60,-0.15,0.62,0.78,0.42,0.88,-0.34,-0.05,0.34,0.00,0.00,0.00,0.89,0.04,0.89
448,14,-0.56,-0.13,0.58,1.22,0.67,1.39,-0.36,-0.06,0.36,0.00,0.00,0.00,0.93,0.06,0.93
449,14,-0.52,-0.11,0.53,1.45,0.63,1.58,-0.38,-0.06,0.38,0.00,0.00,0.00,0.94,0.05,0.95
450,14,-0.47,-0.09,0.48,1.65,0.58,1.75,-0.39,-0.06,0.40,0.00,0.00,0.00,0.96,0.05,0.96
451,14,-0.41,-0.07,0.41,2.07,0.57,2.15,-0.41,-0.07,0.41,0.00,0.00,0.00,1.00,0.05,1.00
452,15,-0.33,-0.05,0.33,2.76,0.72,2.85,-0.42,-0.07,0.43,0.00,0.00,0.00,1.06,0.06,1.06
453,15,-0.22,-0.02,0.22,3.70,1.13,3.87,-0.43,-0.07,0.44,0.00,0.00,0.00,1.13,0.09,1.14
454,15,-0.08,0.02,0.09,4.41,1.25,4.59,-0.44,-0.07,0.44,0.00,0.00,0.00,1.19,0.10,1.20
455,15,0.07,0.06,0.09,4.40,0.90,4.49,-0.44,-0.07,0.44,0.08,0.00,0.08,1.19,0.08,1.19
456,15,0.20,0.08,0.22,3.74,0.47,3.77,-0.43,-0.07,0.44,0.23,0.00,0.23,1.14,0.04,1.14
457,15,0.31,0.09,0.32,2.61,0.13,2.61,-0.42,-0.06,0.43,0.32,0.00,0.32,1.04,0.01,1.04
458,15,0.38,0.09,0.39,1.50,-0.05,1.50,-0.41,-0.06,0.41,0.36,0.00,0.36,0.95,0.00,0.95
459,15,0.42,0.09,0.43,0.88,-0.00,0.88,-0.39,-0.06,0.40,0.37,0.00,0.37,0.90,0.00,0.90
460,15,0.44,0.09,0.45,0.66,0.07,0.66,-0.38,-0.05,0.38,0.39,0.00,0.39,0.88,0.01,0.88
461,15,0.46,0.10,0.47,0.53,0.04,0.53,-0.37,-0.05,0.37,0.40,0.00,0.40,0.87,0.00,0.87
462,15,0.47,0.10,0.48,0.23,-0.04,0.23,-0.35,-0.05,0.35,0.40,0.00,0.40,0.84,0.00,0.84
463,15,0.47,0.09,0.48,-0.18,-0.18,0.25,-0.33,-0.04,0.34,0.38,0.00,0.38,0.81,0.00,0.81
464,15,0.46,0.09,0.47,-0.48,-0.30,0.56,-0.32,-0.04,0.32,0.36,0.00,0.36,0.78,0.00,0.78
465,15,0.44,0.07,0.45,-0.62,-0.31,0.70,-0.30,-0.04,0.30,0.34,0.00,0.34,0.77,0.00,0.77
466,15,0.43,0.07,0.43,-0.49,-0.25,0.55,-0.29,-0.04,0.29,0.33,0.00,0.33,0.78,0.00,0.78
467,15,0.41,0.06,0.42,-0.22,-0.19,0.29,-0.27,-0.03,0.28,0.33,0.00,0.33,0.80,0.00,0.80
468,15,0.41,0.05,0.41,-0.00,-0.10,0.10,-0.26,-0.03,0.26,0.34,0.00,0.34,0.82,0.00,0.82
469,15,0.41,0.05,0.42,0.17,0.08,0.19,-0.25,-0.03,0.25,0.35,0.00,0.35,0.84,0.01,0.84
470,15,0.42,0.06,0.42,0.25,0.27,0.36,-0.23,-0.03,0.23,0.35,0.00,0.35,0.84,0.02,0.84
471,15,0.43,0.07,0.43,0.18,0.27,0.32,-0.22,-0.03,0.22,0.36,0.00,0.36,0.84,0.02,0.84
472,15,0.43,0.07,0.44,0.08,0.04,0.09,-0.20,-0.02,0.21,0.36,0.00,0.36,0.83,0.00,0.83
473,15,0.43,0.07,0.44,0.03,-0.23,0.24,-0.19,-0.02,0.19,0.36,0.00,0.36,0.83,0.00,0.83
474,15,0.43,0.06,0.44,0.06,-0.34,0.34,-0.18,-0.02,0.18,0.36,0.00,0.36,0.83,0.00,0.83
475,15,0.44,0.05,0.44,0.00,-0.22,0.22,-0.16,-0.02,0.16,0.36,0.00,0.36,0.82,0.00,0.82
476,15,0.43,0.05,0.44,-0.14,-0.08,0.16,-0.15,-0.02,0.15,0.35,0.00,0.35,0.81,0.00,0.81
477,15,0.43,0.04,0.43,-0.17,-0.06,0.18,-0.13,-0.01,0.13,0.35,0.00,0.35,0.81,0.00,0.81
478,15,0.42,0.04,0.43,-0.06,-0.10,0.12,-0.12,-0.01,0.12,0.35,0.00,0.35,0.82,0.00,0.82
479,15,0.43,0.04,0.43,0.23,-0.11,0.26,-0.10,-0.01,0.10,0.36,0.00,0.36,0.84,0.00,0.84
480,15,0.44,0.03,0.44,0.61,0.00,0.61,-0.09,-0.01,0.09,0.39,0.00,0.39,0.87,0.00,0.87
481,15,0.46,0.04,0.46,0.66,0.22,0.69,-0.07,-0.01,0.08,0.41,0.00,0.41,0.88,0.02,0.88
482,16,0.48,0.05,0.48,0.28,0.25,0.37,-0.06,-0.01,0.06,0.41,0.00,0.41,0.85,0.02,0.85
483,16,0.48,0.05,0.48,-0.22,0.05,0.23,-0.04,-0.01,0.04,0.39,0.00,0.39,0.80,0.00,0.80
484,16,0.46,0.05,0.47,-0.78,-0.12,0.79,-0.03,-0.00,0.03,0.35,0.00,0.35,0.76,0.00,0.76
485,16,0.43,0.05,0.43,-1.40,-0.14,1.41,-0.01,-0.00,0.01,0.30,0.00,0.30,0.71,0.00,0.71
486,16,0.37,0.04,0.37,-1.99,-0.05,1.99,0.00,-0.00,0.00,0.24,0.00,0.24,0.66,0.00,0.66
487,16,0.29,0.04,0.30,-2.64,-0.04,2.64,0.02,0.00,0.02,0.18,0.00,0.18,0.60,0.00,0.60
488,16,0.19,0.04,0.20,-3.30,-0.23,3.31,0.02,0.00,0.02,0.11,0.00,0.11,0.55,0.00,0.55
489,16,0.08,0.03,0.09,-3.42,-0.43,3.45,0.03,0.00,0.03,0.04,0.00,0.04,0.54,0.00,0.54
490,16,-0.02,0.01,0.03,-2.73,-0.43,2.76,0.03,0.00,0.03,0.00,0.00,0.00,0.59,0.00,0.59
491,16,-0.10,-0.00,0.10,-1.51,-0.27,1.54,0.03,0.00,0.03,0.00,0.00,0.00,0.70,0.00,0.70
492,16,-0.12,-0.01,0.12,-0.22,-0.08,0.23,0.02,0.00,0.02,0.00,0.00,0.00,0.80,0.00,0.80
493,16,-0.11,-0.01,0.11,0.61,0.02,0.61,0.02,0.00,0.02,0.00,0.00,0.00,0.87,0.00,0.87
494,16,-0.09,-0.01,0.09,0.87,0.04,0.87,0.01,0.00,0.01,0.00,0.00,0.00,0.90,0.00,0.90
495,16,-0.06,-0.00,0.06,0.90,0.08,0.90,0.01,0.00,0.01,0.00,0.00,0.00,0.90,0.01,0.90
496,16,-0.03,0.00,0.03,0.84,0.18,0.86,0.01,0.00,0.01,0.00,0.00,0.00,0.89,0.01,0.89
497,16,-0.00,0.01,0.01,0.69,0.26,0.74,0.01,0.00,0.01,0.00,0.00,0.00,0.88,0.02,0.88
498,16,0.01,0.02,0.02,0.42,0.16,0.45,0.01,0.00,0.01,0.01,0.00,0.01,0.86,0.01,0.86
499,16,0.02,0.02,0.03,-0.07,-0.10,0.12,0.01,0.00,0.01,0.02,0.00,0.02,0.82,0.00,0.82
500,16,0.01,0.01,0.02,-0.38,-0.23,0.44,0.01,0.01,0.01,0.01,0.00,0.01,0.79,0.00,0.79
501,16,-0.00,0.00,0.00,-0.35,-0.10,0.37,0.01,0.01,0.01,0.00,0.00,0.00,0.79,0.00,0.79
502,16,-0.01,0.01,0.01,-0.27,0.16,0.31,0.01,0.00,0.01,0.00,0.00,0.00,0.80,0.01,0.80
503,16,-0.02,0.02,0.02,-0.10,0.37,0.38,0.01,0.00,0.01,0.00,0.00,0.00,0.81,0.03,0.82
504,16,-0.02,0.02,0.03,0.06,0.15,0.16,0.01,0.01,0.01,0.00,0.00,0.00,0.83,0.01,0.83
505,16,-0.01,0.02,0.03,0.13,-0.21,0.25,0.01,0.01,0.01,0.00,0.00,0.00,0.83,0.00,0.83
506,16,-0.01,0.01,0.02,0.25,-0.23,0.34,0.01,0.01,0.01,0.00,0.00,0.00,0.84,0.00,0.84
507,16,0.00,0.01,0.01,0.28,-0.18,0.33,0.01,0.01,0.01,0.00,0.00,0.00,0.85,0.00,0.85
508,16,0.01,0.00,0.01,0.13,-0.21,0.25,0.01,0.01,0.01,0.01,0.00,0.01,0.83,0.00,0.83
509,16,0.01,-0.00,0.01,-0.02,-0.16,0.16,0.01,0.01,0.01,0.01,0.00,0.01,0.82,0.00,0.82
510,16,0.01,-0.01,0.01,-0.14,-0.15,0.21,0.01,0.01,0.01,0.01,0.00,0.01,0.81,0.00,0.81
511,16,0.00,-0.01,0.01,-0.12,-0.03,0.12,0.01,0.01,0.01,0.00,0.00,0.00,0.81,0.00,0.81
512,17,-0.00,-0.01,0.01,-0.02,0.13,0.14,0.01,0.01,0.01,0.00,0.00,0.00,0.82,0.01,0.82
513,17,-0.00,-0.01,0.01,-0.19,0.11,0.22,0.01,0.01,0.01,0.00,0.00,0.00,0.81,0.01,0.81
514,17,-0.02,-0.00,0.02,-0.81,0.12,0.82,0.01,0.01,0.01,0.00,0.00,0.00,0.76,0.01,0.76
515,17,-0.06,0.00,0.06,-1.76,0.12,1.77,0.01,0.01,0.01,0.00,0.00,0.00,0.68,0.01,0.68
516,17,-0.14,0.00,0.14,-2.78,-0.12,2.78,0.01,0.01,0.01,0.00,0.00,0.00,0.59,0.00,0.59
517,17,-0.24,-0.01,0.24,-3.51,-0.52,3.55,0.00,0.01,0.01,0.00,0.00,0.00,0.53,0.00,0.53
518,17,-0.37,-0.03,0.37,-3.85,-0.99,3.97,-0.01,0.01,0.01,0.00,0.00,0.00,0.50,0.00,0.50
519,17,-0.49,-0.07,0.50,-3.83,-1.13,3.99,-0.02,0.01,0.02,0.00,0.00,0.00,0.50,0.00,0.50
520,17,-0.61,-0.10,0.62,-3.29,-0.88,3.41,-0.04,0.00,0.04,0.00,0.00,0.00,0.55,0.00,0.55
521,17,-0.71,-0.13,0.72,-2.27,-0.64,2.36,-0.06,-0.00,0.06,0.00,0.00,0.00,0.63,0.00,0.63
522,17,-0.77,-0.15,0.78,-1.27,-0.40,1.34,-0.09,-0.01,0.09,0.00,0.00,0.00,0.72,0.00,0.72
523,17,-0.80,-0.16,0.81,-0.63,-0.13,0.65,-0.12,-0.01,0.12,0.00,0.00,0.00,0.77,0.00,0.77
524,17,-0.81,-0.16,0.83,-0.24,-0.04,0.25,-0.14,-0.02,0.14,0.00,0.00,0.00,0.80,0.00,0.80
525,17,-0.82,-0.16,0.83,-0.03,0.00,0.03,-0.17,-0.02,0.17,0.00,0.00,0.00,0.82,0.00,0.82
526,17,-0.81,-0.16,0.83,0.23,0.07,0.24,-0.20,-0.03,0.20,0.00,0.00,0.00,0.84,0.01,0.84
527,17,-0.80,-0.15,0.81,0.66,0.14,0.68,-0.23,-0.03,0.23,0.00,0.00,0.00,0.88,0.01,0.88
528,17,-0.77,-0.15,0.79,0.87,0.21,0.89,-0.25,-0.04,0.26,0.00,0.00,0.00,0.90,0.02,0.90
529,17,-0.75,-0.14,0.76,0.67,0.17,0.69,-0.28,-0.04,0.28,0.00,0.00,0.00,0.88,0.01,0.88
530,17,-0.73,-0.14,0.74,0.48,0.10,0.49,-0.30,-0.05,0.31,0.00,0.00,0.00,0.86,0.01,0.86
531,17,-0.71,-0.13,0.72,0.61,0.24,0.66,-0.33,-0.05,0.33,0.00,0.00,0.00,0.87,0.02,0.87
532,17,-0.69,-0.12,0.70,0.89,0.47,1.01,-0.35,-0.06,0.35,0.00,0.00,0.00,0.90,0.04,0.90
533,17,-0.65,-0.10,0.66,1.23,0.49,1.33,-0.37,-0.06,0.38,0.00,0.00,0.00,0.93,0.04,0.93
534,17,-0.60,-0.09,0.61,1.67,0.38,1.71,-0.39,-0.06,0.40,0.00,0.00,0.00,0.96,0.03,0.96
