Weight (lbs):,149.68566011376112
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.41,-2.51,34900,1.26,35033
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,-0.14,11033,0.11,6000
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.42,0.00,35350,2.51,34900
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.82,-11,35266,20,35000
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.46,-2.63,14600,2.74,34783
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,2.10,0.00,35350,20,14600
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.37,-0.02,30766,0.64,13883
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.03,-0.06,30950,0.03,10466
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.29,0.00,0,0.64,13883
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.59,0.00,35350,4.58,35016
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,35350,0.02,10033
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.59,0.00,35350,4.58,35016
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.46,0.00,35283,4.46,35000
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.09,0.00,35350,0.41,34783
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.45,0.00,35266,4.47,10866
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
527,8.75,0.02,0.00,0.02,-0.17,-0.00,0.17,-0.01,-0.01,0.01,0.02,0.00,0.02,1.44,0.00,1.44
528,8.77,0.01,0.00,0.01,-0.46,-0.04,0.46,-0.01,-0.01,0.01,0.02,0.00,0.02,1.40,0.00,1.40
529,8.78,0.00,0.00,0.00,-0.43,-0.08,0.44,-0.01,-0.01,0.01,0.00,0.00,0.00,1.40,0.00,1.40
530,8.80,-0.00,0.00,0.00,-0.10,-0.09,0.14,-0.01,-0.01,0.01,0.00,0.00,0.00,1.45,0.00,1.45
531,8.82,-0.00,0.00,0.00,0.17,-0.10,0.20,-0.01,-0.01,0.01,0.00,0.00,0.00,1.49,0.00,1.49
532,8.83,0.00,-0.00,0.00,0.18,-0.13,0.22,-0.01,-0.01,0.01,0.00,0.00,0.00,1.50,0.00,1.50
533,8.85,0.00,-0.00,0.01,0.05,-0.12,0.13,-0.01,-0.01,0.01,0.01,0.00,0.01,1.48,0.00,1.48
534,8.87,0.00,-0.00,0.01,-0.04,-0.02,0.05,-0.01,-0.01,0.01,0.01,0.00,0.01,1.46,0.00,1.46
535,8.88,0.00,-0.00,0.01,0.04,0.18,0.18,-0.01,-0.01,0.01,0.01,0.00,0.01,1.47,0.03,1.47
536,8.90,0.01,0.00,0.01,0.33,0.41,0.52,-0.01,-0.01,0.01,0.01,0.00,0.01,1.52,0.06,1.52
537,8.92,0.02,0.01,0.02,0.69,0.51,0.86,-0.01,-0.01,0.01,0.02,0.00,0.02,1.57,0.08,1.57
538,8.93,0.03,0.02,0.03,0.78,0.35,0.86,-0.01,-0.01,0.01,0.04,0.00,0.04,1.58,0.05,1.59
539,8.95,0.04,0.02,0.04,0.43,0.06,0.43,-0.00,-0.01,0.01,0.06,0.00,0.06,1.53,0.01,1.53
540,8.97,0.04,0.02,0.05,-0.05,-0.15,0.16,-0.00,-0.01,0.01,0.06,0.00,0.06,1.46,0.00,1.46
541,8.98,0.04,0.02,0.04,-0.26,-0.21,0.33,-0.00,-0.01,0.01,0.06,0.00,0.06,1.43,0.00,1.43
542,9.00,0.04,0.01,0.04,-0.02,-0.13,0.13,-0.00,-0.01,0.01,0.05,0.00,0.05,1.47,0.00,1.47
543,9.02,0.04,0.01,0.04,0.57,0.02,0.57,-0.00,-0.01,0.01,0.06,0.00,0.06,1.55,0.00,1.55
544,9.03,0.06,0.01,0.06,1.18,0.05,1.18,-0.00,-0.01,0.01,0.09,0.00,0.09,1.64,0.01,1.64
545,9.05,0.08,0.01,0.08,1.47,-0.01,1.47,-0.00,-0.01,0.01,0.13,0.00,0.13,1.69,0.00,1.69
546,9.07,0.10,0.01,0.10,1.36,0.04,1.36,0.00,-0.01,0.01,0.17,0.00,0.17,1.67,0.01,1.67
547,9.08,0.12,0.02,0.12,1.01,0.22,1.03,0.00,-0.01,0.01,0.20,0.00,0.20,1.62,0.03,1.62
548,9.10,0.14,0.02,0.14,0.72,0.34,0.80,0.01,-0.01,0.01,0.21,0.00,0.21,1.58,0.05,1.58
549,9.12,0.15,0.03,0.15,0.72,0.35,0.80,0.01,-0.01,0.01,0.23,0.00,0.23,1.58,0.05,1.58
550,9.13,0.16,0.03,0.16,0.92,0.38,1.00,0.01,-0.01,0.01,0.26,0.00,0.26,1.61,0.06,1.61
551,9.15,0.18,0.04,0.18,1.11,0.36,1.16,0.01,-0.00,0.01,0.29,0.00,0.29,1.63,0.05,1.63
552,9.17,0.20,0.04,0.20,1.11,0.19,1.13,0.02,-0.00,0.02,0.32,0.00,0.32,1.63,0.03,1.63
553,9.18,0.21,0.04,0.22,1.00,-0.08,1.00,0.02,-0.00,0.02,0.35,0.00,0.35,1.62,0.00,1.62
554,9.20,0.23,0.04,0.23,1.04,-0.33,1.09,0.02,-0.00,0.02,0.37,0.00,0.37,1.62,0.00,1.62
555,9.22,0.25,0.03,0.25,1.45,-0.40,1.50,0.03,-0.00,0.03,0.42,0.00,0.42,1.69,0.00,1.69
556,9.23,0.28,0.03,0.28,2.04,-0.16,2.04,0.03,-0.00,0.03,0.50,0.00,0.50,1.77,0.00,1.77
557,9.25,0.32,0.03,0.32,2.30,0.26,2.31,0.04,-0.00,0.04,0.57,0.00,0.57,1.81,0.04,1.81
558,9.27,0.35,0.04,0.36,2.14,0.48,2.20,0.04,-0.00,0.04,0.63,0.00,0.63,1.79,0.07,1.79
559,9.28,0.39,0.04,0.39,1.84,0.43,1.89,0.05,-0.00,0.05,0.67,0.00,0.67,1.74,0.06,1.74
560,9.30,0.42,0.05,0.42,1.57,0.27,1.60,0.06,0.00,0.06,0.71,0.00,0.71,1.70,0.04,1.70
561,9.32,0.44,0.05,0.45,1.59,-0.06,1.60,0.06,0.00,0.06,0.75,0.00,0.75,1.71,0.00,1.71
562,9.33,0.47,0.05,0.47,1.96,-0.54,2.03,0.07,0.00,0.07,0.83,0.00,0.83,1.76,0.00,1.76
563,9.35,0.51,0.04,0.51,2.22,-0.81,2.36,0.08,0.00,0.08,0.91,0.00,0.91,1.80,0.00,1.80
564,9.37,0.54,0.02,0.54,1.81,-0.74,1.96,0.09,0.00,0.09,0.94,0.00,0.94,1.74,0.00,1.74
565,9.38,0.56,0.01,0.56,0.77,-0.57,0.96,0.10,0.01,0.10,0.89,0.00,0.89,1.58,0.00,1.58
566,9.40,0.57,0.00,0.57,-0.40,-0.53,0.66,0.11,0.01,0.11,0.80,0.00,0.80,1.41,0.00,1.41
567,9.42,0.55,-0.00,0.55,-1.21,-0.44,1.29,0.12,0.00,0.12,0.71,0.00,0.71,1.29,0.00,1.29
568,9.43,0.53,-0.01,0.53,-1.34,-0.01,1.34,0.12,0.00,0.12,0.67,0.00,0.67,1.27,0.00,1.27
569,9.45,0.51,-0.00,0.51,-0.67,0.57,0.88,0.13,0.00,0.13,0.70,0.00,0.70,1.37,0.09,1.37
570,9.47,0.51,0.01,0.51,0.30,0.87,0.92,0.14,0.00,0.14,0.77,0.00,0.77,1.51,0.13,1.52
571,9.48,0.52,0.02,0.52,0.98,0.71,1.21,0.15,0.00,0.15,0.84,0.00,0.84,1.62,0.11,1.62
572,9.50,0.54,0.03,0.54,1.47,0.27,1.49,0.16,0.00,0.16,0.91,0.00,0.91,1.69,0.04,1.69
573,9.52,0.57,0.03,0.57,2.00,-0.08,2.00,0.17,0.01,0.17,1.01,0.00,1.01,1.77,0.00,1.77
574,9.53,0.61,0.03,0.61,2.35,-0.18,2.36,0.18,0.01,0.18,1.10,0.00,1.10,1.82,0.00,1.82
575,9.55,0.65,0.03,0.65,2.34,-0.04,2.34,0.19,0.01,0.19,1.17,0.00,1.17,1.82,0.00,1.82
576,9.57,0.68,0.03,0.68,2.16,0.41,2.20,0.20,0.01,0.20,1.22,0.00,1.22,1.79,0.06,1.79
577,9.58,0.72,0.04,0.72,1.91,0.94,2.13,0.21,0.01,0.21,1.26,0.01,1.26,1.75,0.14,1.76
578,9.60,0.75,0.06,0.75,1.47,1.09,1.83,0.22,0.01,0.22,1.26,0.01,1.26,1.69,0.16,1.70
579,9.62,0.77,0.07,0.77,1.08,0.65,1.26,0.24,0.01,0.24,1.25,0.01,1.25,1.63,0.10,1.63
580,9.63,0.78,0.08,0.79,1.09,-0.19,1.10,0.25,0.01,0.25,1.28,0.00,1.28,1.63,0.00,1.63
581,9.65,0.80,0.07,0.81,1.18,-0.96,1.52,0.26,0.01,0.26,1.32,0.00,1.32,1.64,0.00,1.64
582,9.67,0.82,0.05,0.82,0.98,-1.32,1.64,0.27,0.01,0.27,1.33,0.00,1.33,1.61,0.00,1.61
583,9.68,0.83,0.03,0.83,0.57,-1.33,1.45,0.29,0.01,0.29,1.30,0.00,1.30,1.55,0.00,1.55
584,9.70,0.84,0.01,0.84,0.30,-1.10,1.14,0.30,0.01,0.30,1.27,0.00,1.27,1.51,0.00,1.51
585,9.72,0.85,-0.01,0.85,0.27,-0.71,0.76,0.32,0.01,0.32,1.28,0.00,1.28,1.51,0.00,1.51
586,9.73,0.85,-0.02,0.85,0.39,-0.24,0.45,0.33,0.01,0.33,1.30,0.00,1.30,1.53,0.00,1.53
587,9.75,0.86,-0.02,0.86,0.69,0.32,0.76,0.34,0.01,0.35,1.35,0.00,1.35,1.57,0.05,1.57
588,9.77,0.87,-0.01,0.87,0.88,0.78,1.18,0.36,0.01,0.36,1.40,0.00,1.40,1.60,0.12,1.60
589,9.78,0.89,0.01,0.89,0.65,0.88,1.10,0.37,0.01,0.37,1.39,0.00,1.39,1.57,0.13,1.57
590,9.80,0.89,0.02,0.89,0.34,0.69,0.77,0.39,0.01,0.39,1.36,0.00,1.36,1.52,0.10,1.52
591,9.82,0.90,0.03,0.90,0.31,0.35,0.47,0.40,0.01,0.40,1.36,0.00,1.36,1.51,0.05,1.52
592,9.83,0.91,0.03,0.91,0.44,0.02,0.44,0.42,0.01,0.42,1.39,0.00,1.39,1.53,0.00,1.53
593,9.85,0.91,0.03,0.91,0.50,-0.29,0.58,0.43,0.02,0.43,1.41,0.00,1.41,1.54,0.00,1.54
594,9.87,0.92,0.02,0.92,0.38,-0.55,0.67,0.45,0.02,0.45,1.41,0.00,1.41,1.53,0.00,1.53
595,9.88,0.92,0.01,0.93,0.03,-0.44,0.44,0.46,0.02,0.47,1.36,0.00,1.36,1.47,0.00,1.47
596,9.90,0.92,0.01,0.92,-0.59,-0.00,0.59,0.48,0.02,0.48,1.27,0.00,1.27,1.38,0.00,1.38
597,9.92,0.91,0.01,0.91,-1.24,0.18,1.25,0.50,0.02,0.50,1.16,0.00,1.16,1.28,0.03,1.28
598,9.93,0.88,0.01,0.88,-1.57,0.03,1.57,0.51,0.02,0.51,1.09,0.00,1.09,1.23,0.00,1.23
599,9.95,0.85,0.01,0.85,-1.67,-0.04,1.67,0.53,0.02,0.53,1.04,0.00,1.04,1.22,0.00,1.22
600,9.97,0.82,0.02,0.82,-1.90,0.31,1.93,0.54,0.02,0.54,0.98,0.00,0.98,1.18,0.05,1.18
601,9.98,0.79,0.03,0.79,-2.53,0.90,2.69,0.55,0.02,0.55,0.86,0.00,0.86,1.09,0.13,1.10
602,10.00,0.74,0.04,0.74,-3.45,1.29,3.68,0.57,0.02,0.57,0.70,0.01,0.70,0.95,0.19,0.97
603,10,0.67,0.07,0.68,-4.19,1.42,4.42,0.58,0.02,0.58,0.57,0.01,0.57,0.84,0.21,0.87
604,10,0.60,0.09,0.61,-4.46,1.19,4.62,0.59,0.02,0.59,0.48,0.02,0.48,0.80,0.18,0.82
605,10,0.53,0.10,0.54,-4.27,0.33,4.29,0.60,0.02,0.60,0.44,0.01,0.44,0.83,0.05,0.83
606,10,0.46,0.10,0.47,-3.93,-0.90,4.03,0.61,0.02,0.61,0.41,0.00,0.41,0.88,0.00,0.88
607,10,0.40,0.07,0.40,-3.68,-1.81,4.10,0.61,0.03,0.61,0.36,0.00,0.36,0.92,0.00,0.92
608,10,0.34,0.04,0.34,-3.55,-1.96,4.05,0.62,0.03,0.62,0.32,0.00,0.32,0.94,0.00,0.94
609,10,0.28,0.01,0.28,-3.53,-1.44,3.82,0.63,0.03,0.63,0.26,0.00,0.26,0.94,0.00,0.94
610,10,0.22,-0.00,0.22,-3.50,-0.59,3.55,0.63,0.03,0.63,0.21,0.00,0.21,0.94,0.00,0.94
611,10,0.16,-0.01,0.16,-3.32,0.35,3.34,0.63,0.03,0.63,0.16,0.00,0.16,0.97,0.05,0.97
612,10,0.11,0.01,0.11,-3.07,1.05,3.25,0.63,0.03,0.63,0.11,0.00,0.11,1.01,0.16,1.02
613,10,0.06,0.03,0.07,-2.78,1.25,3.05,0.64,0.03,0.64,0.06,0.00,0.06,1.05,0.19,1.07
614,10,0.02,0.04,0.05,-2.41,0.95,2.59,0.64,0.03,0.64,0.02,0.01,0.02,1.11,0.14,1.12
615,10,-0.02,0.05,0.06,-1.96,0.24,1.97,0.64,0.03,0.64,0.00,0.00,0.00,1.18,0.04,1.18
616,10,-0.05,0.05,0.07,-1.42,-0.51,1.51,0.64,0.03,0.64,0.00,0.00,0.00,1.26,0.00,1.26
617,10,-0.07,0.04,0.08,-0.85,-0.78,1.15,0.63,0.03,0.63,0.00,0.00,0.00,1.34,0.00,1.34
618,10,-0.08,0.03,0.08,-0.32,-0.52,0.61,0.63,0.03,0.63,0.00,0.00,0.00,1.42,0.00,1.42
619,10,-0.08,0.02,0.08,0.07,-0.11,0.13,0.63,0.03,0.63,0.00,0.00,0.00,1.48,0.00,1.48
620,10,-0.07,0.02,0.08,0.30,0.07,0.30,0.63,0.03,0.63,0.00,0.00,0.00,1.51,0.01,1.51
621,10,-0.07,0.03,0.07,0.46,0.07,0.47,0.63,0.03,0.63,0.00,0.00,0.00,1.54,0.01,1.54
622,10,-0.06,0.03,0.07,0.47,0.01,0.47,0.63,0.03,0.63,0.00,0.00,0.00,1.54,0.00,1.54
623,10,-0.06,0.03,0.06,0.10,-0.12,0.15,0.63,0.03,0.63,0.00,0.00,0.00,1.48,0.00,1.48
624,10,-0.06,0.02,0.06,-0.46,-0.17,0.49,0.63,0.03,0.63,0.00,0.00,0.00,1.40,0.00,1.40
625,10,-0.07,0.02,0.07,-0.78,-0.07,0.78,0.63,0.03,0.63,0.00,0.00,0.00,1.35,0.00,1.35
626,10,-0.08,0.02,0.08,-0.77,-0.00,0.77,0.62,0.03,0.63,0.00,0.00,0.00,1.35,0.00,1.35
627,10,-0.09,0.02,0.10,-0.70,-0.19,0.73,0.62,0.03,0.62,0.00,0.00,0.00,1.36,0.00,1.36
628,10,-0.11,0.01,0.11,-0.88,-0.59,1.06,0.62,0.03,0.62,0.00,0.00,0.00,1.34,0.00,1.34
629,10,-0.13,-0.00,0.13,-1.40,-0.97,1.71,0.62,0.03,0.62,0.00,0.00,0.00,1.26,0.00,1.26
630,10,-0.16,-0.02,0.16,-2.28,-1.13,2.54,0.62,0.03,0.62,0.00,0.00,0.00,1.13,0.00,1.13
631,10,-0.20,-0.04,0.21,-3.50,-1.10,3.67,0.61,0.03,0.62,0.00,0.00,0.00,0.94,0.00,0.94
632,10,-0.27,-0.05,0.28,-4.95,-1.00,5.05,0.61,0.03,0.61,0.00,0.00,0.00,0.73,0.00,0.73
633,10,-0.37,-0.07,0.38,-6.56,-0.76,6.60,0.61,0.03,0.61,0.00,0.00,0.00,0.49,0.00,0.49
634,10,-0.49,-0.08,0.50,-8.19,-0.30,8.20,0.60,0.03,0.60,0.00,0.00,0.00,0.24,0.00,0.24
635,10,-0.64,-0.08,0.65,-9.57,0.13,9.57,0.59,0.03,0.59,0.00,0.00,0.00,0.04,0.02,0.04
636,10,-0.81,-0.08,0.81,-10,0.28,10,0.58,0.03,0.58,0.00,0.00,0.00,0.00,0.04,0.04
637,10,-0.99,-0.07,0.99,-10,0.35,10,0.56,0.03,0.57,0.00,0.00,0.00,0.00,0.05,0.05
638,10,-1.16,-0.06,1.16,-9.91,0.61,9.93,0.55,0.03,0.55,0.00,0.00,0.00,0.00,0.09,0.09
639,10,-1.31,-0.05,1.31,-8.61,0.99,8.66,0.53,0.02,0.53,0.00,0.00,0.00,0.18,0.15,0.23
640,10,-1.45,-0.03,1.45,-7.42,1.29,7.54,0.50,0.02,0.50,0.00,0.00,0.00,0.36,0.19,0.41
641,10,-1.56,-0.01,1.56,-6.68,1.42,6.83,0.48,0.02,0.48,0.00,0.00,0.00,0.47,0.21,0.52
642,10,-1.67,0.02,1.67,-6.11,1.36,6.26,0.45,0.02,0.45,0.00,0.00,0.00,0.55,0.20,0.59
643,10,-1.76,0.04,1.76,-5.28,1.06,5.38,0.42,0.02,0.42,0.00,0.01,0.01,0.68,0.16,0.70
644,10,-1.84,0.05,1.84,-4.07,0.50,4.10,0.39,0.02,0.39,0.00,0.00,0.00,0.86,0.07,0.86
645,10,-1.90,0.05,1.90,-2.68,-0.23,2.69,0.36,0.03,0.36,0.00,0.00,0.00,1.07,0.00,1.07
646,10,-1.93,0.04,1.93,-1.44,-1.02,1.77,0.32,0.03,0.33,0.00,0.00,0.00,1.25,0.00,1.25
647,10,-1.95,0.02,1.95,-0.78,-1.83,1.99,0.29,0.03,0.29,0.00,0.00,0.00,1.35,0.00,1.35
648,10,-1.96,-0.02,1.96,-0.82,-2.39,2.52,0.26,0.03,0.26,0.00,0.00,0.00,1.35,0.00,1.35
649,10,-1.98,-0.06,1.98,-1.35,-2.18,2.57,0.23,0.03,0.23,0.00,0.00,0.00,1.27,0.00,1.27
650,10,-2.01,-0.08,2.01,-1.94,-1.06,2.21,0.19,0.03,0.20,0.00,0.00,0.00,1.18,0.00,1.18
651,10,-2.04,-0.09,2.04,-1.45,0.52,1.54,0.16,0.02,0.16,0.00,0.00,0.00,1.25,0.08,1.25
652,10,-2.04,-0.07,2.04,2.13,1.77,2.77,0.13,0.02,0.13,0.00,0.00,0.00,1.79,0.26,1.81
653,10,-1.94,-0.04,1.94,10,2.11,10,0.09,0.02,0.09,0.00,0.00,0.00,2.99,0.32,3.01
654,10,-1.68,-0.01,1.68,20,1.39,20,0.06,0.02,0.06,0.00,0.00,0.00,4.46,0.21,4.47
655,10,-1.25,0.01,1.25,20,0.08,20,0.02,0.02,0.03,0.00,0.00,0.00,4.46,0.01,4.46
656,10,-0.71,-0.00,0.71,20,-0.99,20,0.00,0.02,0.02,0.00,0.00,0.00,4.46,0.00,4.46
657,10,-0.18,-0.02,0.18,20,-1.24,20,-0.00,0.02,0.02,0.00,0.00,0.00,4.46,0.00,4.46
658,10,0.23,-0.04,0.24,19,-0.91,19,0.01,0.02,0.02,1.03,0.00,1.03,4.37,0.00,4.37
659,10,0.46,-0.05,0.46,7.04,-0.79,7.09,0.02,0.02,0.03,1.15,0.00,1.15,2.52,0.00,2.52
660,10,0.49,-0.07,0.49,-2.97,-1.16,3.19,0.03,0.02,0.04,0.50,0.00,0.50,1.02,0.00,1.02
661,10,0.39,-0.09,0.40,-8.04,-1.46,8.17,0.04,0.02,0.04,0.10,0.00,0.10,0.26,0.00,0.26
662,11,0.25,-0.11,0.27,-8.84,-1.31,8.93,0.05,0.02,0.05,0.04,0.00,0.04,0.15,0.00,0.15
663,11,0.11,-0.13,0.17,-7.85,-0.70,7.89,0.05,0.01,0.05,0.03,0.00,0.03,0.29,0.00,0.29
664,11,-0.01,-0.14,0.14,-7.04,0.18,7.04,0.05,0.01,0.05,0.00,0.00,0.00,0.41,0.03,0.42
665,11,-0.13,-0.13,0.18,-6.98,0.87,7.03,0.05,0.01,0.05,0.00,0.00,0.00,0.42,0.13,0.44
666,11,-0.25,-0.11,0.27,-7.20,0.92,7.26,0.04,0.01,0.04,0.00,0.00,0.00,0.39,0.14,0.41
667,11,-0.36,-0.10,0.38,-6.54,0.43,6.56,0.04,0.01,0.04,0.00,0.00,0.00,0.49,0.07,0.49
668,11,-0.45,-0.10,0.46,-3.80,0.07,3.80,0.03,0.00,0.03,0.00,0.00,0.00,0.90,0.01,0.90
669,11,-0.48,-0.09,0.48,1.12,0.37,1.18,0.02,0.00,0.02,0.00,0.00,0.00,1.64,0.06,1.64
670,11,-0.41,-0.08,0.42,6.59,1.06,6.67,0.01,-0.00,0.01,0.00,0.00,0.00,2.45,0.16,2.46
671,11,-0.27,-0.06,0.28,10,1.40,10,0.00,-0.00,0.00,0.00,0.00,0.00,2.99,0.21,3.00
672,11,-0.10,-0.04,0.11,10,1.05,10,-0.00,-0.00,0.00,0.00,0.00,0.00,2.97,0.16,2.97
673,11,0.04,-0.03,0.05,6.04,0.21,6.05,0.00,-0.00,0.00,0.09,0.00,0.09,2.37,0.03,2.37
674,11,0.09,-0.03,0.09,0.16,-0.68,0.70,0.01,-0.00,0.01,0.13,0.00,0.13,1.49,0.00,1.49
675,11,0.05,-0.05,0.07,-4.61,-1.27,4.78,0.01,-0.00,0.01,0.04,0.00,0.04,0.78,0.00,0.78
676,11,-0.04,-0.07,0.08,-5.77,-1.41,5.94,0.01,-0.00,0.01,0.00,0.00,0.00,0.60,0.00,0.60
677,11,-0.12,-0.09,0.15,-3.35,-1.02,3.51,0.01,-0.01,0.01,0.00,0.00,0.00,0.97,0.00,0.97
678,11,-0.14,-0.10,0.18,0.32,-0.26,0.41,0.00,-0.01,0.01,0.00,0.00,0.00,1.52,0.00,1.52
679,11,-0.11,-0.10,0.15,2.95,0.38,2.98,-0.00,-0.01,0.01,0.00,0.00,0.00,1.91,0.06,1.91
680,11,-0.06,-0.09,0.11,3.55,0.49,3.58,-0.00,-0.01,0.01,0.00,0.00,0.00,2.00,0.07,2.00
681,11,-0.01,-0.09,0.09,2.37,0.21,2.38,-0.00,-0.01,0.01,0.00,0.00,0.00,1.82,0.03,1.82
682,11,0.02,-0.09,0.09,0.49,-0.13,0.51,0.00,-0.01,0.01,0.03,0.00,0.03,1.54,0.00,1.54
683,11,0.01,-0.09,0.09,-0.86,-0.42,0.95,0.00,-0.01,0.01,0.02,0.00,0.02,1.34,0.00,1.34
684,11,-0.00,-0.10,0.10,-1.00,-0.42,1.08,0.00,-0.02,0.02,0.00,0.00,0.00,1.32,0.00,1.32
685,11,-0.01,-0.10,0.10,-0.27,0.08,0.28,-0.00,-0.02,0.02,0.00,0.00,0.00,1.43,0.01,1.43
686,11,-0.01,-0.10,0.10,0.32,0.71,0.78,-0.00,-0.02,0.02,0.00,0.00,0.00,1.52,0.11,1.52
687,11,-0.01,-0.08,0.08,0.21,0.86,0.89,-0.00,-0.02,0.02,0.00,0.00,0.00,1.50,0.13,1.50
688,11,-0.01,-0.07,0.07,-0.22,0.39,0.45,-0.00,-0.02,0.02,0.00,0.00,0.00,1.44,0.06,1.44
689,11,-0.01,-0.07,0.07,-0.42,-0.19,0.46,-0.00,-0.02,0.02,0.00,0.00,0.00,1.40,0.00,1.40
690,11,-0.02,-0.07,0.08,-0.36,-0.38,0.52,-0.00,-0.02,0.02,0.00,0.00,0.00,1.41,0.00,1.41
691,11,-0.03,-0.08,0.08,-0.24,-0.32,0.40,-0.00,-0.03,0.03,0.00,0.00,0.00,1.43,0.00,1.43
692,11,-0.03,-0.08,0.09,-0.21,-0.15,0.26,-0.00,-0.03,0.03,0.00,0.00,0.00,1.44,0.00,1.44
693,11,-0.03,-0.08,0.09,-0.22,0.17,0.28,-0.00,-0.03,0.03,0.00,0.00,0.00,1.44,0.03,1.44
694,11,-0.04,-0.08,0.09,-0.21,0.47,0.51,-0.00,-0.03,0.03,0.00,0.00,0.00,1.44,0.07,1.44
695,11,-0.04,-0.07,0.08,-0.09,0.62,0.63,-0.00,-0.03,0.03,0.00,0.00,0.00,1.45,0.09,1.46
696,11,-0.04,-0.06,0.07,0.29,0.73,0.79,-0.00,-0.03,0.03,0.00,0.00,0.00,1.51,0.11,1.52
697,11,-0.03,-0.05,0.05,0.81,0.83,1.16,-0.01,-0.03,0.03,0.00,0.00,0.00,1.59,0.12,1.59
698,11,-0.01,-0.03,0.03,1.04,0.80,1.31,-0.01,-0.03,0.04,0.00,0.00,0.00,1.62,0.12,1.63
699,11,0.00,-0.02,0.02,0.86,0.61,1.06,-0.01,-0.03,0.04,0.00,0.00,0.00,1.60,0.09,1.60
700,11,0.01,-0.01,0.02,0.50,0.38,0.63,-0.01,-0.03,0.04,0.02,0.00,0.02,1.54,0.06,1.55
701,11,0.02,-0.01,0.02,0.12,0.16,0.20,-0.01,-0.03,0.04,0.03,0.00,0.03,1.49,0.02,1.49
702,11,0.02,-0.01,0.02,-0.28,-0.02,0.28,-0.00,-0.04,0.04,0.03,0.00,0.03,1.43,0.00,1.43
703,11,0.01,-0.01,0.01,-0.61,-0.03,0.61,-0.00,-0.04,0.04,0.01,0.00,0.01,1.38,0.00,1.38
704,11,-0.00,-0.01,0.01,-0.64,0.09,0.64,-0.00,-0.04,0.04,0.00,0.00,0.00,1.37,0.01,1.37
705,11,-0.01,-0.00,0.01,-0.41,0.15,0.43,-0.00,-0.04,0.04,0.00,0.00,0.00,1.41,0.02,1.41
706,11,-0.01,-0.00,0.01,-0.20,0.20,0.29,-0.00,-0.04,0.04,0.00,0.00,0.00,1.44,0.03,1.44
707,11,-0.02,0.00,0.02,-0.08,0.31,0.32,-0.01,-0.04,0.04,0.00,0.00,0.00,1.46,0.05,1.46
708,11,-0.02,0.01,0.02,0.08,0.36,0.37,-0.01,-0.04,0.04,0.00,0.00,0.00,1.48,0.05,1.48
709,11,-0.01,0.01,0.02,0.28,0.29,0.40,-0.01,-0.04,0.04,0.00,0.00,0.00,1.51,0.04,1.51
710,11,-0.01,0.02,0.02,0.39,0.23,0.45,-0.01,-0.04,0.04,0.00,0.00,0.00,1.53,0.03,1.53
711,11,-0.00,0.02,0.02,0.37,0.19,0.42,-0.01,-0.03,0.04,0.00,0.00,0.00,1.52,0.03,1.52
712,11,0.00,0.02,0.02,0.29,0.07,0.30,-0.01,-0.03,0.03,0.01,0.00,0.01,1.51,0.01,1.51
713,11,0.01,0.02,0.03,0.18,0.03,0.18,-0.01,-0.03,0.03,0.01,0.00,0.01,1.49,0.00,1.49
714,11,0.01,0.03,0.03,0.09,0.18,0.20,-0.01,-0.03,0.03,0.02,0.00,0.02,1.48,0.03,1.48
715,11,0.01,0.03,0.03,0.03,0.31,0.31,-0.01,-0.03,0.03,0.02,0.00,0.02,1.47,0.05,1.47
716,11,0.01,0.04,0.04,-0.03,0.26,0.26,-0.01,-0.03,0.03,0.02,0.00,0.02,1.46,0.04,1.46
717,11,0.01,0.04,0.04,-0.06,0.14,0.15,-0.01,-0.03,0.03,0.02,0.00,0.02,1.46,0.02,1.46
718,11,0.01,0.04,0.04,-0.04,0.03,0.05,-0.00,-0.03,0.03,0.01,0.00,0.01,1.46,0.00,1.46
