Weight (lbs):,149.68566011376112
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.41,-2.51,34900,1.26,35033
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,-0.14,11033,0.11,6000
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.42,0.00,35350,2.51,34900
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.82,-11,35266,20,35000
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.46,-2.63,14600,2.74,34783
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,2.10,0.00,35350,20,14600
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.37,-0.02,30766,0.64,13883
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.03,-0.06,30950,0.03,10466
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.29,0.00,0,0.64,13883
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.59,0.00,35350,4.58,35016
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,35350,0.02,10033
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.59,0.00,35350,4.58,35016
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.46,0.00,35283,4.46,35000
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.09,0.00,35350,0.41,34783
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.45,0.00,35266,4.47,10866
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
1067,17,0.76,0.07,0.77,-1.07,-0.06,1.07,0.47,0.01,0.47,1.00,0.00,1.00,1.31,0.00,1.31
1068,17,0.75,0.06,0.75,-1.20,-0.25,1.23,0.48,0.01,0.48,0.96,0.00,0.96,1.29,0.00,1.29
1069,17,0.73,0.06,0.73,-1.05,-0.48,1.16,0.49,0.01,0.49,0.95,0.00,0.95,1.31,0.00,1.31
1070,17,0.71,0.05,0.71,-0.80,-0.79,1.12,0.50,0.01,0.51,0.96,0.00,0.96,1.35,0.00,1.35
1071,17,0.70,0.03,0.70,-0.76,-0.83,1.13,0.52,0.02,0.52,0.95,0.00,0.95,1.35,0.00,1.35
1072,17,0.68,0.02,0.68,-1.41,-0.44,1.48,0.53,0.02,0.53,0.86,0.00,0.86,1.26,0.00,1.26
1073,17,0.65,0.02,0.65,-2.56,0.12,2.56,0.54,0.02,0.54,0.70,0.00,0.70,1.09,0.02,1.09
1074,17,0.60,0.03,0.60,-3.40,0.69,3.47,0.55,0.02,0.55,0.57,0.00,0.57,0.96,0.10,0.96
1075,17,0.54,0.04,0.54,-3.65,1.16,3.83,0.56,0.02,0.56,0.50,0.01,0.50,0.92,0.17,0.94
1076,17,0.48,0.06,0.48,-3.59,1.22,3.79,0.57,0.02,0.57,0.45,0.01,0.45,0.93,0.18,0.95
1077,17,0.42,0.08,0.43,-3.40,0.61,3.45,0.58,0.02,0.58,0.40,0.01,0.40,0.96,0.09,0.96
1078,17,0.37,0.08,0.37,-3.05,-0.28,3.06,0.58,0.02,0.58,0.37,0.00,0.37,1.01,0.00,1.01
1079,17,0.32,0.07,0.33,-2.51,-0.76,2.62,0.59,0.02,0.59,0.35,0.00,0.35,1.09,0.00,1.09
1080,17,0.28,0.06,0.29,-2.08,-0.68,2.19,0.59,0.02,0.59,0.33,0.00,0.33,1.16,0.00,1.16
1081,17,0.25,0.05,0.25,-2.05,-0.36,2.08,0.60,0.02,0.60,0.29,0.00,0.29,1.16,0.00,1.16
1082,18,0.21,0.05,0.22,-2.35,-0.07,2.35,0.60,0.02,0.60,0.24,0.00,0.24,1.12,0.00,1.12
1083,18,0.17,0.05,0.17,-2.84,0.06,2.84,0.61,0.02,0.61,0.18,0.00,0.18,1.04,0.01,1.04
1084,18,0.12,0.05,0.13,-3.24,-0.04,3.24,0.61,0.03,0.61,0.12,0.00,0.12,0.98,0.00,0.98
1085,18,0.06,0.04,0.08,-2.99,-0.34,3.01,0.61,0.03,0.61,0.07,0.00,0.07,1.02,0.00,1.02
1086,18,0.02,0.04,0.04,-1.96,-0.52,2.03,0.61,0.03,0.61,0.03,0.00,0.03,1.17,0.00,1.17
1087,18,-0.00,0.03,0.03,-0.89,-0.31,0.94,0.61,0.03,0.61,0.00,0.00,0.00,1.34,0.00,1.34
1088,18,-0.01,0.03,0.03,-0.49,0.06,0.49,0.61,0.03,0.61,0.00,0.00,0.00,1.40,0.01,1.40
1089,18,-0.02,0.03,0.04,-0.55,0.29,0.63,0.61,0.03,0.61,0.00,0.00,0.00,1.39,0.04,1.39
1090,18,-0.03,0.04,0.05,-0.71,0.41,0.82,0.61,0.03,0.61,0.00,0.00,0.00,1.36,0.06,1.36
1091,18,-0.04,0.04,0.06,-0.92,0.33,0.97,0.61,0.03,0.61,0.00,0.00,0.00,1.33,0.05,1.33
1092,18,-0.06,0.04,0.07,-0.83,-0.12,0.84,0.61,0.03,0.61,0.00,0.00,0.00,1.34,0.00,1.34
1093,18,-0.07,0.04,0.08,-0.13,-0.83,0.84,0.61,0.03,0.61,0.00,0.00,0.00,1.45,0.00,1.45
1094,18,-0.06,0.02,0.06,0.70,-1.34,1.51,0.60,0.03,0.61,0.00,0.00,0.00,1.57,0.00,1.57
1095,18,-0.05,-0.00,0.05,0.89,-1.34,1.61,0.60,0.03,0.60,0.00,0.00,0.00,1.60,0.00,1.60
1096,18,-0.04,-0.02,0.04,0.55,-0.98,1.13,0.60,0.03,0.60,0.00,0.00,0.00,1.55,0.00,1.55
1097,18,-0.03,-0.03,0.05,0.24,-0.32,0.40,0.60,0.03,0.60,0.00,0.00,0.00,1.50,0.00,1.50
1098,18,-0.03,-0.03,0.04,-0.10,0.56,0.57,0.60,0.03,0.60,0.00,0.00,0.00,1.45,0.08,1.46
1099,18,-0.03,-0.02,0.04,-0.55,1.19,1.31,0.60,0.03,0.60,0.00,0.00,0.00,1.39,0.18,1.40
1100,18,-0.05,0.00,0.05,-0.79,1.12,1.37,0.60,0.03,0.60,0.00,0.00,0.00,1.35,0.17,1.36
1101,18,-0.06,0.02,0.06,-0.80,0.45,0.92,0.60,0.03,0.60,0.00,0.00,0.00,1.35,0.07,1.35
1102,18,-0.07,0.02,0.07,-0.86,-0.34,0.92,0.60,0.03,0.60,0.00,0.00,0.00,1.34,0.00,1.34
1103,18,-0.09,0.01,0.09,-1.09,-0.89,1.41,0.60,0.03,0.60,0.00,0.00,0.00,1.31,0.00,1.31
1104,18,-0.11,-0.01,0.11,-1.43,-1.06,1.78,0.60,0.03,0.60,0.00,0.00,0.00,1.26,0.00,1.26
1105,18,-0.14,-0.03,0.14,-1.92,-0.84,2.09,0.59,0.03,0.60,0.00,0.00,0.00,1.18,0.00,1.18
1106,18,-0.18,-0.04,0.18,-2.75,-0.48,2.79,0.59,0.03,0.59,0.00,0.00,0.00,1.06,0.00,1.06
1107,18,-0.23,-0.04,0.24,-3.95,-0.29,3.96,0.59,0.03,0.59,0.00,0.00,0.00,0.88,0.00,0.88
1108,18,-0.31,-0.05,0.31,-5.32,-0.26,5.33,0.59,0.03,0.59,0.00,0.00,0.00,0.67,0.00,0.67
1109,18,-0.41,-0.05,0.41,-6.58,-0.26,6.58,0.58,0.03,0.58,0.00,0.00,0.00,0.48,0.00,0.48
1110,18,-0.53,-0.06,0.53,-7.67,-0.20,7.67,0.57,0.03,0.57,0.00,0.00,0.00,0.32,0.00,0.32
1111,18,-0.66,-0.06,0.66,-8.61,0.09,8.61,0.56,0.03,0.56,0.00,0.00,0.00,0.18,0.01,0.18
1112,18,-0.81,-0.05,0.81,-9.12,0.51,9.14,0.55,0.02,0.55,0.00,0.00,0.00,0.10,0.08,0.13
1113,18,-0.96,-0.04,0.96,-9.13,0.52,9.14,0.54,0.02,0.54,0.00,0.00,0.00,0.10,0.08,0.13
1114,18,-1.11,-0.04,1.11,-8.98,-0.24,8.98,0.52,0.02,0.52,0.00,0.00,0.00,0.12,0.00,0.12
1115,18,-1.26,-0.05,1.26,-8.77,-1.20,8.86,0.50,0.02,0.50,0.00,0.00,0.00,0.16,0.00,0.16
1116,18,-1.40,-0.08,1.41,-8.18,-1.63,8.34,0.48,0.02,0.48,0.00,0.00,0.00,0.24,0.00,0.24
1117,18,-1.53,-0.10,1.54,-7.26,-1.36,7.38,0.45,0.02,0.45,0.00,0.00,0.00,0.38,0.00,0.38
1118,18,-1.65,-0.12,1.65,-6.51,-0.42,6.52,0.43,0.02,0.43,0.00,0.00,0.00,0.49,0.00,0.49
1119,18,-1.75,-0.11,1.75,-5.92,0.92,5.99,0.40,0.01,0.40,0.00,0.00,0.00,0.58,0.14,0.60
1120,18,-1.84,-0.09,1.84,-4.99,2.06,5.40,0.37,0.01,0.37,0.00,0.00,0.00,0.72,0.31,0.78
1121,18,-1.91,-0.05,1.91,-3.69,2.30,4.35,0.34,0.01,0.34,0.00,0.00,0.00,0.92,0.34,0.98
1122,18,-1.97,-0.02,1.97,-2.48,1.58,2.94,0.30,0.01,0.30,0.00,0.00,0.00,1.10,0.24,1.12
1123,18,-2.00,-0.00,2.00,-1.44,0.57,1.55,0.27,0.01,0.27,0.00,0.00,0.00,1.25,0.09,1.26
1124,18,-2.01,0.00,2.01,-0.56,-0.15,0.58,0.23,0.01,0.23,0.00,0.00,0.00,1.39,0.00,1.39
1125,18,-2.02,-0.00,2.02,-0.17,-0.31,0.36,0.20,0.01,0.20,0.00,0.00,0.00,1.44,0.00,1.44
1126,18,-2.02,-0.00,2.02,-0.16,0.06,0.17,0.17,0.01,0.17,0.00,0.00,0.00,1.44,0.01,1.44
1127,18,-2.02,0.00,2.02,1.17,0.60,1.31,0.13,0.01,0.13,0.00,0.00,0.00,1.64,0.09,1.65
1128,18,-1.96,0.01,1.96,6.32,0.94,6.39,0.10,0.01,0.10,0.00,0.00,0.00,2.42,0.14,2.42
1129,18,-1.78,0.03,1.78,15,0.89,15,0.07,0.01,0.07,0.00,0.00,0.00,3.81,0.13,3.81
1130,18,-1.43,0.04,1.43,20,0.23,20,0.03,0.01,0.03,0.00,0.00,0.00,4.46,0.03,4.46
1131,18,-0.94,0.03,0.94,20,-0.87,20,0.00,0.01,0.01,0.00,0.00,0.00,4.46,0.00,4.46
1132,18,-0.40,0.01,0.40,20,-1.73,20,-0.01,0.02,0.02,0.00,0.00,0.00,4.46,0.00,4.46
1133,18,0.08,-0.02,0.08,20,-1.99,20,-0.00,0.02,0.02,0.34,0.00,0.34,4.46,0.00,4.46
1134,18,0.40,-0.05,0.40,13,-1.78,13,0.01,0.01,0.02,1.41,0.00,1.41,3.53,0.00,3.53
1135,18,0.54,-0.08,0.54,2.69,-1.11,2.91,0.02,0.01,0.03,1.00,0.00,1.00,1.87,0.00,1.87
1136,18,0.52,-0.09,0.52,-4.63,-0.18,4.63,0.03,0.01,0.03,0.40,0.00,0.40,0.78,0.00,0.78
1137,18,0.41,-0.08,0.42,-7.77,0.48,7.79,0.04,0.01,0.04,0.13,0.00,0.13,0.30,0.07,0.31
1138,18,0.27,-0.07,0.28,-8.71,0.58,8.73,0.05,0.01,0.05,0.05,0.00,0.05,0.17,0.09,0.19
1139,18,0.13,-0.07,0.14,-8.97,0.44,8.98,0.05,0.01,0.05,0.02,0.00,0.02,0.13,0.07,0.14
1140,18,-0.02,-0.06,0.06,-8.93,0.39,8.94,0.05,0.01,0.05,0.00,0.00,0.00,0.13,0.06,0.14
1141,18,-0.17,-0.05,0.18,-8.56,0.37,8.57,0.05,0.01,0.05,0.00,0.00,0.00,0.19,0.06,0.19
1142,19,-0.31,-0.05,0.31,-7.75,0.29,7.75,0.04,0.00,0.04,0.00,0.00,0.00,0.31,0.04,0.31
1143,19,-0.42,-0.04,0.42,-6.01,0.23,6.02,0.04,0.00,0.04,0.00,0.00,0.00,0.57,0.03,0.57
1144,19,-0.49,-0.04,0.50,-2.66,0.02,2.66,0.03,0.00,0.03,0.00,0.00,0.00,1.07,0.00,1.07
1145,19,-0.50,-0.04,0.50,2.14,-0.38,2.18,0.02,0.00,0.02,0.00,0.00,0.00,1.79,0.00,1.79
1146,19,-0.42,-0.05,0.43,6.91,-0.57,6.93,0.01,0.00,0.01,0.00,0.00,0.00,2.50,0.00,2.50
1147,19,-0.28,-0.06,0.29,9.99,-0.31,9.99,-0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.00,2.96
1148,19,-0.11,-0.06,0.13,10,0.18,10,-0.00,-0.00,0.00,0.00,0.00,0.00,3.01,0.03,3.01
1149,19,0.04,-0.05,0.07,7.38,0.60,7.40,-0.00,-0.00,0.00,0.10,0.00,0.10,2.57,0.09,2.57
1150,19,0.12,-0.04,0.13,2.16,0.69,2.27,0.00,-0.00,0.00,0.21,0.00,0.21,1.79,0.10,1.80
1151,19,0.11,-0.03,0.12,-3.04,0.43,3.07,0.01,-0.00,0.01,0.11,0.00,0.11,1.01,0.06,1.02
1152,19,0.03,-0.03,0.05,-5.79,0.07,5.79,0.01,-0.00,0.01,0.02,0.00,0.02,0.60,0.01,0.60
1153,19,-0.06,-0.03,0.07,-5.40,-0.15,5.41,0.01,-0.00,0.01,0.00,0.00,0.00,0.66,0.00,0.66
1154,19,-0.13,-0.03,0.13,-2.90,-0.16,2.91,0.01,-0.00,0.01,0.00,0.00,0.00,1.03,0.00,1.03
1155,19,-0.15,-0.03,0.16,0.18,0.04,0.18,0.00,-0.00,0.01,0.00,0.00,0.00,1.50,0.01,1.50
1156,19,-0.13,-0.03,0.13,2.42,0.35,2.45,-0.00,-0.01,0.01,0.00,0.00,0.00,1.83,0.05,1.83
1157,19,-0.08,-0.02,0.09,3.03,0.56,3.08,-0.00,-0.01,0.01,0.00,0.00,0.00,1.92,0.08,1.92
1158,19,-0.04,-0.01,0.04,2.17,0.46,2.21,-0.00,-0.01,0.01,0.00,0.00,0.00,1.79,0.07,1.79
1159,19,-0.02,-0.01,0.02,0.67,0.10,0.68,-0.00,-0.01,0.01,0.00,0.00,0.00,1.57,0.01,1.57
1160,19,-0.01,-0.01,0.02,-0.44,-0.21,0.49,-0.00,-0.01,0.01,0.00,0.00,0.00,1.40,0.00,1.40
1161,19,-0.02,-0.01,0.03,-0.58,-0.34,0.67,-0.00,-0.01,0.01,0.00,0.00,0.00,1.38,0.00,1.38
1162,19,-0.03,-0.02,0.04,-0.07,-0.28,0.29,-0.00,-0.01,0.01,0.00,0.00,0.00,1.46,0.00,1.46
1163,19,-0.03,-0.02,0.03,0.33,0.00,0.33,-0.01,-0.01,0.01,0.00,0.00,0.00,1.52,0.00,1.52
1164,19,-0.02,-0.02,0.03,0.32,0.39,0.50,-0.01,-0.01,0.01,0.00,0.00,0.00,1.52,0.06,1.52
1165,19,-0.02,-0.01,0.02,0.13,0.54,0.55,-0.01,-0.01,0.01,0.00,0.00,0.00,1.49,0.08,1.49
1166,19,-0.02,-0.00,0.02,0.16,0.28,0.32,-0.01,-0.01,0.01,0.00,0.00,0.00,1.49,0.04,1.49
1167,19,-0.01,-0.00,0.01,0.36,-0.10,0.37,-0.01,-0.01,0.01,0.00,0.00,0.00,1.52,0.00,1.52
1168,19,-0.00,-0.01,0.01,0.43,-0.28,0.52,-0.01,-0.01,0.01,0.00,0.00,0.00,1.53,0.00,1.53
1169,19,0.00,-0.01,0.01,0.32,-0.29,0.43,-0.01,-0.01,0.01,0.00,0.00,0.00,1.52,0.00,1.52
1170,19,0.01,-0.01,0.02,0.13,-0.21,0.24,-0.01,-0.01,0.01,0.01,0.00,0.01,1.49,0.00,1.49
1171,19,0.01,-0.02,0.02,-0.06,-0.05,0.08,-0.01,-0.01,0.01,0.01,0.00,0.01,1.46,0.00,1.46
1172,19,0.00,-0.02,0.02,-0.21,0.08,0.22,-0.01,-0.01,0.01,0.01,0.00,0.01,1.44,0.01,1.44
1173,19,-0.00,-0.02,0.02,-0.31,0.08,0.32,-0.01,-0.01,0.01,0.00,0.00,0.00,1.42,0.01,1.42
1174,19,-0.01,-0.01,0.02,-0.30,0.01,0.30,-0.01,-0.01,0.01,0.00,0.00,0.00,1.42,0.00,1.42
1175,19,-0.01,-0.01,0.02,-0.20,-0.00,0.20,-0.01,-0.01,0.01,0.00,0.00,0.00,1.44,0.00,1.44
1176,19,-0.01,-0.01,0.02,-0.14,0.02,0.14,-0.01,-0.01,0.01,0.00,0.00,0.00,1.45,0.00,1.45
1177,19,-0.01,-0.01,0.02,-0.07,0.04,0.08,-0.01,-0.01,0.01,0.00,0.00,0.00,1.46,0.01,1.46
1178,19,-0.01,-0.01,0.02,0.11,0.09,0.14,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.01,1.48
1179,19,-0.01,-0.01,0.02,0.30,0.15,0.34,-0.01,-0.01,0.01,0.00,0.00,0.00,1.51,0.02,1.51
1180,19,-0.00,-0.01,0.01,0.37,0.12,0.39,-0.01,-0.01,0.01,0.00,0.00,0.00,1.52,0.02,1.52
1181,19,0.00,-0.01,0.01,0.26,0.01,0.26,-0.01,-0.01,0.01,0.00,0.00,0.00,1.51,0.00,1.51
1182,19,0.00,-0.01,0.01,0.13,-0.06,0.15,-0.01,-0.01,0.01,0.01,0.00,0.01,1.49,0.00,1.49
1183,19,0.01,-0.01,0.01,0.12,-0.00,0.12,-0.01,-0.01,0.01,0.01,0.00,0.01,1.49,0.00,1.49
1184,19,0.01,-0.01,0.01,0.13,0.14,0.19,-0.01,-0.01,0.01,0.01,0.00,0.01,1.49,0.02,1.49
1185,19,0.01,-0.00,0.01,0.08,0.25,0.26,-0.01,-0.01,0.01,0.01,0.00,0.01,1.48,0.04,1.48
1186,19,0.01,-0.00,0.01,0.01,0.27,0.27,-0.01,-0.01,0.01,0.02,0.00,0.02,1.47,0.04,1.47
1187,19,0.01,0.00,0.01,-0.11,0.20,0.23,-0.01,-0.01,0.01,0.01,0.00,0.01,1.45,0.03,1.45
1188,19,0.01,0.01,0.01,-0.30,0.07,0.30,-0.01,-0.01,0.01,0.01,0.00,0.01,1.42,0.01,1.42
1189,19,0.00,0.01,0.01,-0.40,-0.09,0.41,-0.01,-0.01,0.01,0.00,0.00,0.00,1.41,0.00,1.41
1190,19,-0.01,0.00,0.01,-0.26,-0.17,0.32,-0.01,-0.01,0.01,0.00,0.00,0.00,1.43,0.00,1.43
1191,19,-0.01,0.00,0.01,-0.03,-0.12,0.12,-0.01,-0.01,0.01,0.00,0.00,0.00,1.46,0.00,1.46
1192,19,-0.01,0.00,0.01,0.06,0.01,0.06,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.00,1.48
1193,19,-0.01,0.00,0.01,0.11,0.04,0.11,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.01,1.48
1194,19,-0.00,0.00,0.00,0.23,0.04,0.24,-0.01,-0.01,0.01,0.00,0.00,0.00,1.50,0.01,1.50
1195,19,0.00,0.00,0.00,0.24,0.07,0.24,-0.01,-0.01,0.01,0.00,0.00,0.00,1.50,0.01,1.50
1196,19,0.00,0.00,0.00,0.02,-0.02,0.03,-0.01,-0.01,0.01,0.00,0.00,0.00,1.47,0.00,1.47
1197,19,0.00,0.00,0.00,-0.16,-0.24,0.28,-0.01,-0.01,0.01,0.00,0.00,0.00,1.44,0.00,1.44
1198,19,-0.00,-0.00,0.00,-0.11,-0.33,0.35,-0.01,-0.01,0.01,0.00,0.00,0.00,1.45,0.00,1.45
1199,19,-0.00,-0.01,0.01,0.02,-0.20,0.20,-0.01,-0.01,0.01,0.00,0.00,0.00,1.47,0.00,1.47
1200,19,-0.00,-0.01,0.01,0.06,-0.06,0.09,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.00,1.48
1201,19,0.00,-0.01,0.01,0.10,-0.11,0.15,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.00,1.48
1202,20,0.00,-0.01,0.01,0.08,-0.16,0.18,-0.01,-0.01,0.01,0.00,0.00,0.00,1.48,0.00,1.48
1203,20,0.00,-0.02,0.02,-0.09,-0.19,0.21,-0.01,-0.01,0.01,0.00,0.00,0.00,1.46,0.00,1.46
1204,20,0.00,-0.02,0.02,-0.19,-0.34,0.38,-0.01,-0.01,0.01,0.00,0.00,0.00,1.44,0.00,1.44
1205,20,-0.00,-0.03,0.03,-0.01,-0.37,0.37,-0.01,-0.01,0.01,0.00,0.00,0.00,1.47,0.00,1.47
1206,20,0.00,-0.03,0.03,0.22,-0.05,0.23,-0.01,-0.01,0.01,0.00,0.00,0.00,1.50,0.00,1.50
1207,20,0.00,-0.03,0.03,0.16,0.34,0.38,-0.01,-0.01,0.02,0.01,0.00,0.01,1.49,0.05,1.49
1208,20,0.00,-0.02,0.02,-0.07,0.38,0.38,-0.01,-0.01,0.02,0.01,0.00,0.01,1.46,0.06,1.46
1209,20,0.00,-0.02,0.02,-0.14,0.09,0.17,-0.01,-0.01,0.02,0.00,0.00,0.00,1.45,0.01,1.45
1210,20,0.00,-0.02,0.02,-0.05,-0.09,0.11,-0.01,-0.01,0.02,0.00,0.00,0.00,1.46,0.00,1.46
1211,20,0.00,-0.02,0.02,-0.00,-0.08,0.08,-0.01,-0.01,0.02,0.00,0.00,0.00,1.47,0.00,1.47
1212,20,0.00,-0.02,0.02,0.15,-0.07,0.17,-0.01,-0.02,0.02,0.00,0.00,0.00,1.49,0.00,1.49
1213,20,0.01,-0.02,0.02,0.41,-0.07,0.42,-0.01,-0.02,0.02,0.01,0.00,0.01,1.53,0.00,1.53
1214,20,0.01,-0.02,0.03,0.39,0.04,0.39,-0.01,-0.02,0.02,0.02,0.00,0.02,1.53,0.01,1.53
1215,20,0.02,-0.02,0.03,-0.04,0.11,0.12,-0.01,-0.02,0.02,0.02,0.00,0.02,1.46,0.02,1.46
1216,20,0.01,-0.02,0.02,-0.50,0.01,0.50,-0.01,-0.02,0.02,0.02,0.00,0.02,1.39,0.00,1.39
1217,20,0.00,-0.02,0.02,-0.60,-0.09,0.61,-0.01,-0.02,0.02,0.00,0.00,0.00,1.38,0.00,1.38
1218,20,-0.01,-0.02,0.02,-0.41,-0.07,0.42,-0.00,-0.02,0.02,0.00,0.00,0.00,1.41,0.00,1.41
1219,20,-0.01,-0.02,0.03,-0.15,-0.12,0.19,-0.01,-0.02,0.02,0.00,0.00,0.00,1.45,0.00,1.45
1220,20,-0.01,-0.03,0.03,0.18,-0.37,0.41,-0.01,-0.02,0.02,0.00,0.00,0.00,1.49,0.00,1.49
1221,20,-0.01,-0.04,0.04,0.49,-0.64,0.81,-0.01,-0.02,0.02,0.00,0.00,0.00,1.54,0.00,1.54
1222,20,0.00,-0.05,0.05,0.53,-0.70,0.88,-0.01,-0.02,0.02,0.01,0.00,0.01,1.55,0.00,1.55
1223,20,0.01,-0.06,0.06,0.25,-0.53,0.59,-0.01,-0.02,0.02,0.02,0.00,0.02,1.51,0.00,1.51
1224,20,0.01,-0.06,0.07,-0.09,-0.14,0.16,-0.01,-0.02,0.02,0.02,0.00,0.02,1.46,0.00,1.46
1225,20,0.01,-0.06,0.06,-0.13,0.25,0.28,-0.01,-0.02,0.02,0.01,0.00,0.01,1.45,0.04,1.45
1226,20,0.01,-0.06,0.06,0.06,0.32,0.32,-0.01,-0.02,0.02,0.01,0.00,0.01,1.48,0.05,1.48
1227,20,0.01,-0.05,0.06,0.05,0.05,0.07,-0.01,-0.02,0.03,0.01,0.00,0.01,1.48,0.01,1.48
1228,20,0.01,-0.06,0.06,-0.31,-0.30,0.43,-0.01,-0.03,0.03,0.01,0.00,0.01,1.42,0.00,1.42
1229,20,-0.00,-0.06,0.06,-0.66,-0.50,0.83,-0.01,-0.03,0.03,0.00,0.00,0.00,1.37,0.00,1.37
1230,20,-0.01,-0.07,0.07,-0.66,-0.39,0.77,-0.00,-0.03,0.03,0.00,0.00,0.00,1.37,0.00,1.37
1231,20,-0.02,-0.07,0.08,-0.30,0.11,0.32,-0.01,-0.03,0.03,0.00,0.00,0.00,1.42,0.02,1.42
1232,20,-0.02,-0.07,0.07,0.12,0.63,0.64,-0.01,-0.03,0.03,0.00,0.00,0.00,1.49,0.09,1.49
1233,20,-0.02,-0.06,0.06,0.40,0.69,0.80,-0.01,-0.03,0.03,0.00,0.00,0.00,1.53,0.10,1.53
1234,20,-0.01,-0.05,0.05,0.47,0.26,0.54,-0.01,-0.03,0.03,0.00,0.00,0.00,1.54,0.04,1.54
1235,20,-0.00,-0.05,0.05,0.33,-0.25,0.41,-0.01,-0.03,0.03,0.00,0.00,0.00,1.52,0.00,1.52
1236,20,0.00,-0.05,0.05,0.06,-0.49,0.49,-0.01,-0.03,0.03,0.00,0.00,0.00,1.48,0.00,1.48
1237,20,-0.00,-0.06,0.06,-0.23,-0.44,0.49,-0.01,-0.03,0.03,0.00,0.00,0.00,1.43,0.00,1.43
1238,20,-0.01,-0.07,0.07,-0.34,-0.14,0.36,-0.01,-0.04,0.04,0.00,0.00,0.00,1.42,0.00,1.42
1239,20,-0.01,-0.07,0.07,-0.22,0.26,0.33,-0.01,-0.04,0.04,0.00,0.00,0.00,1.44,0.04,1.44
1240,20,-0.01,-0.06,0.06,-0.04,0.54,0.54,-0.01,-0.04,0.04,0.00,0.00,0.00,1.46,0.08,1.46
1241,20,-0.01,-0.05,0.05,0.15,0.69,0.71,-0.01,-0.04,0.04,0.00,0.00,0.00,1.49,0.10,1.50
1242,20,-0.01,-0.04,0.04,0.40,0.80,0.89,-0.01,-0.04,0.04,0.00,0.00,0.00,1.53,0.12,1.53
1243,20,0.00,-0.02,0.02,0.53,0.82,0.97,-0.01,-0.04,0.04,0.00,0.00,0.00,1.55,0.12,1.55
1244,20,0.01,-0.01,0.01,0.32,0.65,0.72,-0.01,-0.04,0.04,0.01,0.00,0.01,1.52,0.10,1.52
1245,20,0.01,-0.00,0.01,-0.16,0.36,0.39,-0.01,-0.04,0.04,0.01,0.00,0.01,1.44,0.05,1.45
1246,20,0.00,0.00,0.00,-0.50,0.21,0.54,-0.01,-0.04,0.04,0.01,0.00,0.01,1.39,0.03,1.39
1247,20,-0.00,0.01,0.01,-0.52,0.33,0.62,-0.01,-0.04,0.04,0.00,0.00,0.00,1.39,0.05,1.39
1248,20,-0.01,0.01,0.02,-0.37,0.52,0.64,-0.01,-0.04,0.04,0.00,0.00,0.00,1.41,0.08,1.42
1249,20,-0.02,0.02,0.03,-0.16,0.55,0.57,-0.01,-0.04,0.04,0.00,0.00,0.00,1.45,0.08,1.45
1250,20,-0.02,0.03,0.03,0.06,0.35,0.35,-0.01,-0.04,0.04,0.00,0.00,0.00,1.48,0.05,1.48
1251,20,-0.02,0.03,0.04,0.21,0.02,0.21,-0.01,-0.04,0.04,0.00,0.00,0.00,1.50,0.00,1.50
1252,20,-0.01,0.03,0.03,0.27,-0.29,0.39,-0.01,-0.04,0.04,0.00,0.00,0.00,1.51,0.00,1.51
1253,20,-0.01,0.03,0.03,0.24,-0.39,0.46,-0.01,-0.04,0.04,0.00,0.00,0.00,1.50,0.00,1.50
1254,20,-0.00,0.02,0.02,0.22,-0.24,0.33,-0.01,-0.04,0.04,0.00,0.00,0.00,1.50,0.00,1.50
1255,20,0.00,0.02,0.02,0.28,-0.00,0.28,-0.01,-0.04,0.04,0.00,0.00,0.00,1.51,0.00,1.51
