t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
27024.923147,0.123476,-0.152713,0.010262,0.201369,0.404087,-0.892281,-0.927342,0.166790,-0.161372,0.293559
27024.928129,0.152125,-0.102399,-0.020806,0.203329,0.401853,-0.892845,-0.928588,0.165979,-0.161333,0.290082
27024.934356,0.149834,-0.099434,-0.020001,0.205619,0.398888,-0.893650,-0.930169,0.164916,-0.161177,0.285674
27024.938118,0.177597,-0.059565,-0.037412,0.206910,0.396952,-0.894213,-0.931144,0.164220,-0.161013,0.282980
27024.943100,0.176026,-0.056835,-0.036569,0.208480,0.394222,-0.895056,-0.932455,0.163240,-0.160701,0.279384
27024.948082,0.214860,-0.021572,-0.036133,0.209884,0.391262,-0.896026,-0.933788,0.162168,-0.160276,0.275776
27024.953064,0.213616,-0.018412,-0.035052,0.211127,0.388102,-0.897108,-0.935136,0.161017,-0.159749,0.272165
27024.958046,0.246985,0.016402,-0.026158,0.212198,0.384721,-0.898311,-0.936498,0.159775,-0.159113,0.268564
27024.963028,0.246091,0.019884,-0.024886,0.213092,0.381239,-0.899583,-0.937856,0.158499,-0.158389,0.264986
27024.968010,0.249775,0.041531,0.008210,0.213802,0.377689,-0.900911,-0.939205,0.157204,-0.157580,0.261437
27024.972992,0.249233,0.045076,0.009560,0.214344,0.374144,-0.902260,-0.940536,0.155926,-0.156706,0.257917
27024.977974,0.246099,0.065371,0.052402,0.214717,0.370573,-0.903644,-0.941854,0.154649,-0.155762,0.254426
27024.982956,0.245864,0.068928,0.053797,0.214952,0.367016,-0.905039,-0.943153,0.153387,-0.154768,0.250961
27024.987938,0.241622,0.076573,0.060497,0.215058,0.363430,-0.906460,-0.944434,0.152115,-0.153725,0.247538
27024.992920,0.241654,0.080099,0.061911,0.215027,0.359903,-0.907873,-0.945683,0.150875,-0.152644,0.244174
27024.997902,0.237756,0.089310,0.071428,0.214835,0.356506,-0.909258,-0.946899,0.149708,-0.151522,0.240856
27025.002884,0.238118,0.092437,0.072733,0.214473,0.353379,-0.910563,-0.948069,0.148685,-0.150371,0.237584
27025.007865,0.227510,0.102555,0.102180,0.213927,0.350478,-0.911811,-0.949198,0.147784,-0.149178,0.234370
27025.012847,0.228258,0.105255,0.103388,0.213179,0.347778,-0.913020,-0.950284,0.146989,-0.147934,0.231237
27025.017829,0.204598,0.102614,0.122294,0.212226,0.345186,-0.914225,-0.951329,0.146247,-0.146627,0.228224
27025.022811,0.205731,0.105082,0.123484,0.211093,0.342718,-0.915415,-0.952324,0.145560,-0.145276,0.225357
27025.027793,0.164427,0.105657,0.100157,0.209840,0.340327,-0.916594,-0.953277,0.144898,-0.143901,0.222621
27025.032775,0.165727,0.107965,0.101307,0.208541,0.338019,-0.917744,-0.954187,0.144261,-0.142537,0.219996
27025.037757,0.122822,0.123458,0.097767,0.207286,0.335633,-0.918903,-0.955069,0.143557,-0.141208,0.217476
27025.042739,0.124009,0.126046,0.098974,0.206100,0.333045,-0.920111,-0.955935,0.142726,-0.139907,0.215042
27025.047721,0.100688,0.143206,0.102422,0.204961,0.330153,-0.921407,-0.956807,0.141722,-0.138606,0.212660
27025.052703,0.101832,0.146458,0.103834,0.203817,0.326901,-0.922819,-0.957697,0.140528,-0.137268,0.210298
27025.057685,0.110014,0.158190,0.088881,0.202700,0.323088,-0.924406,-0.958632,0.139044,-0.135880,0.207915
27025.062667,0.111035,0.162643,0.090648,0.201678,0.318635,-0.926174,-0.959617,0.137229,-0.134467,0.205478
27025.067649,0.135705,0.148827,0.118754,0.200843,0.313529,-0.928096,-0.960653,0.135071,-0.133072,0.202961
27025.072631,0.136274,0.154547,0.120789,0.200274,0.307810,-0.930131,-0.961727,0.132582,-0.131744,0.200366
27025.077613,0.136123,0.105886,0.149555,0.200028,0.301386,-0.932285,-0.962834,0.129709,-0.130511,0.197719
27025.082595,0.136063,0.113021,0.151818,0.200089,0.294251,-0.934548,-0.963976,0.126456,-0.129363,0.194997
27025.087577,0.122897,0.062307,0.206080,0.200513,0.286479,-0.936870,-0.965144,0.122858,-0.128340,0.192176
27025.092559,0.121965,0.070501,0.208348,0.201445,0.278284,-0.939137,-0.966290,0.119002,-0.127555,0.189346
27025.097541,0.140377,0.045331,0.292132,0.202884,0.269794,-0.941302,-0.967384,0.114942,-0.127033,0.186596
27025.102522,0.138602,0.054039,0.294201,0.204659,0.261086,-0.943371,-0.968431,0.110737,-0.126696,0.183919
27025.107504,0.152723,0.042685,0.378462,0.206713,0.252191,-0.945341,-0.969435,0.106412,-0.126515,0.181292
27025.112486,0.150438,0.051666,0.380311,0.208998,0.243210,-0.947190,-0.970389,0.102022,-0.126477,0.178717
27025.117468,0.200163,0.038850,0.386319,0.211427,0.234237,-0.948911,-0.971295,0.097625,-0.126546,0.176183
27025.122450,0.197681,0.047740,0.387914,0.213910,0.225346,-0.950506,-0.972154,0.093266,-0.126682,0.173694
27025.127432,0.217475,0.034926,0.386288,0.216668,0.216524,-0.951931,-0.972965,0.088927,-0.126991,0.171188
27025.132414,0.213969,0.043616,0.387419,0.220174,0.207834,-0.953063,-0.973720,0.084620,-0.127703,0.168522
27025.137396,0.220019,0.039440,0.409580,0.224317,0.199360,-0.953906,-0.974430,0.080406,-0.128770,0.165646
27025.142378,0.215705,0.047564,0.410219,0.228631,0.191236,-0.954545,-0.975109,0.076387,-0.129970,0.162590
27025.147360,0.284543,0.073602,0.366513,0.232928,0.183555,-0.955014,-0.975757,0.072623,-0.131221,0.159392
27025.152342,0.280524,0.080406,0.366808,0.236947,0.176751,-0.955309,-0.976364,0.069342,-0.132428,0.156105
27025.157324,0.314861,0.096877,0.263676,0.240620,0.171281,-0.955387,-0.976917,0.066778,-0.133593,0.152730
27025.162306,0.311365,0.101286,0.263569,0.244116,0.166872,-0.955281,-0.977421,0.064779,-0.134772,0.149290
27025.167288,0.289689,0.106113,0.264959,0.247573,0.163220,-0.955022,-0.977863,0.063160,-0.136014,0.145929
27025.172270,0.286502,0.108351,0.264507,0.250760,0.160982,-0.954570,-0.978196,0.062234,-0.137266,0.142893
