t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
23761.507868,-0.025331,0.023058,-0.021098,-0.462309,-0.798540,0.385493,0.197151,-0.133554,-0.821529,-0.518059
23761.512850,-0.025318,0.023067,-0.021062,-0.462322,-0.798549,0.385457,0.197200,-0.133489,-0.821529,-0.518057
23761.517832,-0.025094,0.020485,-0.018342,-0.462317,-0.798591,0.385376,0.197233,-0.133431,-0.821513,-0.518084
23761.522814,-0.025094,0.020551,-0.018203,-0.462318,-0.798658,0.385238,0.197255,-0.133396,-0.821477,-0.518142
23761.527796,-0.022803,0.014459,-0.014313,-0.462304,-0.798761,0.385040,0.197252,-0.133386,-0.821419,-0.518239
23761.532778,-0.022818,0.014597,-0.014044,-0.462289,-0.798899,0.384771,0.197230,-0.133403,-0.821334,-0.518377
23761.537760,-0.007316,0.006577,-0.004746,-0.462258,-0.799088,0.384415,0.197184,-0.133440,-0.821219,-0.518566
23761.542742,-0.007340,0.006807,-0.004296,-0.462234,-0.799318,0.383966,0.197130,-0.133497,-0.821073,-0.518803
23761.547724,-0.000111,-0.008661,0.007194,-0.462184,-0.799582,0.383476,0.197054,-0.133562,-0.820914,-0.519068
23761.552706,-0.000171,-0.008397,0.007673,-0.462125,-0.799846,0.382998,0.196964,-0.133639,-0.820755,-0.519333
23761.557688,-0.008285,-0.012976,0.001626,-0.462067,-0.800089,0.382560,0.196873,-0.133720,-0.820609,-0.519578
23761.562670,-0.008307,-0.012780,0.002009,-0.462045,-0.800284,0.382177,0.196802,-0.133805,-0.820478,-0.519789
23761.567652,-0.016285,-0.006247,-0.013137,-0.462047,-0.800425,0.381881,0.196746,-0.133893,-0.820374,-0.519952
23761.572634,-0.016251,-0.006166,-0.012927,-0.462082,-0.800505,0.381670,0.196706,-0.133990,-0.820294,-0.520069
23761.577616,-0.014222,-0.001245,-0.029040,-0.462142,-0.800543,0.381518,0.196667,-0.134112,-0.820227,-0.520157
23761.582598,-0.014120,-0.001254,-0.028934,-0.462244,-0.800534,0.381412,0.196625,-0.134283,-0.820167,-0.520224
23761.587580,0.014078,-0.008216,-0.031667,-0.462366,-0.800500,0.381337,0.196564,-0.134502,-0.820108,-0.520283
23761.592562,0.014235,-0.008262,-0.031573,-0.462523,-0.800454,0.381243,0.196494,-0.134773,-0.820035,-0.520354
23761.597544,0.042385,-0.019250,-0.023841,-0.462688,-0.800422,0.381110,0.196398,-0.135092,-0.819942,-0.520455
23761.602526,0.042588,-0.019277,-0.023652,-0.462891,-0.800395,0.380921,0.196288,-0.135470,-0.819822,-0.520587
23761.607508,0.057842,-0.035002,-0.018146,-0.463131,-0.800371,0.380679,0.196160,-0.135916,-0.819675,-0.520751
