t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
143192.456630,-0.021410,-0.043311,-0.116296,0.275347,0.361395,-0.890830,0.971455,-0.179687,0.149324,-0.041116
143192.461612,-0.010095,-0.033445,-0.118640,0.277658,0.362730,-0.889569,0.971119,-0.180338,0.150644,-0.041391
143192.466594,-0.012370,-0.034723,-0.119876,0.279933,0.364007,-0.888333,0.970788,-0.180957,0.151947,-0.041678
143192.471576,-0.001789,-0.023556,-0.113358,0.282215,0.365216,-0.887115,0.970462,-0.181540,0.153251,-0.041957
143192.476558,-0.004047,-0.024713,-0.114557,0.284473,0.366372,-0.885916,0.970141,-0.182097,0.154541,-0.042229
143192.481540,0.004305,-0.017326,-0.098090,0.286741,0.367470,-0.884729,0.969824,-0.182624,0.155834,-0.042495
143192.486522,0.002058,-0.018407,-0.099271,0.288988,0.368550,-0.883548,0.969508,-0.183142,0.157116,-0.042758
143192.491505,0.018327,-0.000388,-0.092512,0.291243,0.369590,-0.882372,0.969194,-0.183640,0.158399,-0.043005
143192.496487,0.016112,-0.001415,-0.093677,0.293459,0.370617,-0.881207,0.968883,-0.184135,0.159659,-0.043236
143192.501469,0.036946,0.017859,-0.097612,0.295681,0.371637,-0.880034,0.968571,-0.184631,0.160919,-0.043442
143192.506451,0.034745,0.016794,-0.098806,0.297881,0.372702,-0.878840,0.968255,-0.185155,0.162165,-0.043620
143192.511433,0.059227,0.033518,-0.106539,0.300087,0.373801,-0.877622,0.967934,-0.185706,0.163408,-0.043751
143192.516415,0.057061,0.032351,-0.107781,0.302253,0.374967,-0.876380,0.967610,-0.186302,0.164625,-0.043835
143192.521397,0.080624,0.038541,-0.109916,0.304431,0.376193,-0.875100,0.967278,-0.186939,0.165842,-0.043863
143192.526379,0.078467,0.037229,-0.111235,0.306589,0.377505,-0.873781,0.966938,-0.187633,0.167043,-0.043839
143192.531362,0.098738,0.052838,-0.111360,0.308763,0.378879,-0.872420,0.966590,-0.188372,0.168244,-0.043752
143192.536344,0.096583,0.051377,-0.112762,0.310918,0.380340,-0.871018,0.966234,-0.189171,0.169427,-0.043597
143192.541326,0.111836,0.069544,-0.113905,0.313091,0.381902,-0.869554,0.965866,-0.190040,0.170610,-0.043365
143192.546308,0.109683,0.067842,-0.115434,0.315244,0.383605,-0.868026,0.965483,-0.190998,0.171776,-0.043062
143192.551290,0.124365,0.085870,-0.111440,0.317407,0.385413,-0.866435,0.965088,-0.192028,0.172939,-0.042688
143192.556272,0.122249,0.083931,-0.113084,0.319523,0.387352,-0.864791,0.964682,-0.193143,0.174069,-0.042249
143192.561254,0.135232,0.105577,-0.104949,0.321616,0.389387,-0.863100,0.964265,-0.194323,0.175182,-0.041755
143192.566236,0.133230,0.103424,-0.106673,0.323618,0.391541,-0.861375,0.963840,-0.195576,0.176245,-0.041228
143192.571219,0.144989,0.121254,-0.101124,0.325576,0.393745,-0.859631,0.963412,-0.196869,0.177278,-0.040654
143192.576201,0.143100,0.119007,-0.102876,0.327465,0.395993,-0.857879,0.962983,-0.198194,0.178269,-0.040047
143192.581183,0.153283,0.143047,-0.101653,0.329337,0.398228,-0.856126,0.962554,-0.199522,0.179243,-0.039407
143192.586165,0.151488,0.140820,-0.103386,0.331132,0.400455,-0.854393,0.962131,-0.200853,0.180171,-0.038746
143192.591147,0.154094,0.162526,-0.100483,0.332906,0.402614,-0.852687,0.961715,-0.202155,0.181080,-0.038061
143192.596129,0.152419,0.160444,-0.102126,0.334580,0.404696,-0.851045,0.961315,-0.203419,0.181929,-0.037366
143192.601111,0.152783,0.171967,-0.103396,0.336215,0.406646,-0.849469,0.960932,-0.204617,0.182749,-0.036663
143192.606093,0.151243,0.170123,-0.104893,0.337756,0.408490,-0.847972,0.960569,-0.205759,0.183514,-0.035963
143192.611076,0.161802,0.182010,-0.107568,0.339251,0.410199,-0.846549,0.960225,-0.206832,0.184245,-0.035248
143192.616058,0.160434,0.180379,-0.108910,0.340619,0.411830,-0.845207,0.959902,-0.207865,0.184902,-0.034531
143192.621040,0.165863,0.179209,-0.101656,0.341919,0.413366,-0.843931,0.959595,-0.208850,0.185516,-0.033808
143192.626022,0.164707,0.177737,-0.102848,0.343075,0.414839,-0.842739,0.959309,-0.209799,0.186050,-0.033092
