t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
123280.949019,0.004159,-0.010280,0.023561,0.397040,0.197139,-0.896379,0.687389,-0.215858,0.072219,0.689700
123280.954001,0.002755,-0.011571,0.022653,0.398444,0.198430,-0.895471,0.686789,-0.216935,0.072139,0.689968
123280.958983,-0.008745,-0.014336,0.031682,0.399873,0.199700,-0.894551,0.686192,-0.218013,0.072076,0.690229
123280.963965,-0.010203,-0.015568,0.030752,0.401332,0.200931,-0.893622,0.685597,-0.219089,0.072038,0.690484
123280.968947,-0.008073,-0.001706,0.031797,0.402833,0.202100,-0.892682,0.684993,-0.220159,0.072035,0.690743
123280.973929,-0.009602,-0.002872,0.030840,0.404362,0.203266,-0.891726,0.684383,-0.221240,0.072041,0.691001
123280.978912,-0.003764,0.001700,0.040427,0.405940,0.204446,-0.890738,0.683764,-0.222348,0.072058,0.691257
123280.983894,-0.005356,0.000417,0.039404,0.407532,0.205729,-0.889715,0.683133,-0.223501,0.072040,0.691510
123280.988876,-0.004665,-0.014797,0.059333,0.409145,0.207134,-0.888649,0.682479,-0.224710,0.071979,0.691771
123280.993858,-0.006284,-0.016379,0.058215,0.410764,0.208716,-0.887531,0.681793,-0.225992,0.071849,0.692043
123280.998840,0.001030,-0.030718,0.079253,0.412407,0.210482,-0.886351,0.681069,-0.227356,0.071649,0.692329
123281.003822,-0.000617,-0.032707,0.078009,0.414054,0.212471,-0.885108,0.680306,-0.228810,0.071359,0.692631
123281.008804,0.009398,-0.039972,0.094313,0.415712,0.214654,-0.883803,0.679502,-0.230345,0.070991,0.692949
123281.013786,0.007733,-0.042380,0.092939,0.417377,0.217063,-0.882429,0.678657,-0.231972,0.070531,0.693281
123281.018768,0.019091,-0.043822,0.110956,0.419065,0.219695,-0.880976,0.677762,-0.233697,0.069984,0.693633
123281.023750,0.017377,-0.046733,0.109407,0.420780,0.222606,-0.879427,0.676805,-0.235543,0.069327,0.694009
123281.028732,0.030505,-0.048966,0.135554,0.422544,0.225831,-0.877757,0.675774,-0.237534,0.068552,0.694412
123281.033714,0.028721,-0.052589,0.133752,0.424328,0.229453,-0.875955,0.674660,-0.239689,0.067615,0.694847
123281.038696,0.038416,-0.067975,0.167603,0.426123,0.233457,-0.874024,0.673458,-0.242000,0.066514,0.695318
123281.043679,0.036629,-0.072347,0.165549,0.427909,0.237829,-0.871970,0.672183,-0.244453,0.065252,0.695813
123281.048661,0.049145,-0.082354,0.185752,0.429721,0.242449,-0.869803,0.670842,-0.247016,0.063884,0.696328
