t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
67267.078128,0.104858,-0.044765,-0.002178,-0.367416,-0.726018,0.581295,-0.439248,-0.649216,0.607591,0.128116
67267.083110,0.138851,-0.059540,-0.016002,-0.367885,-0.726501,0.580394,-0.439603,-0.648325,0.608171,0.128656
67267.088092,0.139378,-0.059013,-0.015006,-0.368413,-0.727028,0.579398,-0.439990,-0.647315,0.608837,0.129266
67267.093074,0.173902,-0.073098,-0.025043,-0.369001,-0.727607,0.578296,-0.440412,-0.646169,0.609601,0.129959
67267.098055,0.174568,-0.072452,-0.023804,-0.369667,-0.728253,0.577057,-0.440883,-0.644868,0.610470,0.130743
67267.103037,0.217253,-0.090475,-0.027970,-0.370390,-0.728983,0.575669,-0.441404,-0.643409,0.611440,0.131638
67267.108019,0.218031,-0.089668,-0.026445,-0.371168,-0.729790,0.574144,-0.441966,-0.641787,0.612521,0.132644
67267.113001,0.260559,-0.106058,-0.028980,-0.371979,-0.730657,0.572513,-0.442550,-0.640007,0.613717,0.133765
67267.117983,0.261417,-0.105142,-0.027250,-0.372837,-0.731574,0.570783,-0.443154,-0.638066,0.615031,0.134994
67267.122965,0.296206,-0.115186,-0.035618,-0.373721,-0.732531,0.568973,-0.443765,-0.635976,0.616459,0.136330
67267.127947,0.297121,-0.114229,-0.033781,-0.374636,-0.733488,0.567136,-0.444362,-0.633754,0.618000,0.137747
67267.132929,0.333460,-0.109001,-0.055916,-0.375574,-0.734413,0.565316,-0.444921,-0.631405,0.619666,0.139238
67267.137911,0.334439,-0.108148,-0.054153,-0.376553,-0.735266,0.563552,-0.445427,-0.628933,0.621466,0.140780
67267.142893,0.379052,-0.070884,-0.079432,-0.377557,-0.736016,0.561899,-0.445851,-0.626350,0.623406,0.142362
67267.147875,0.380092,-0.070292,-0.077954,-0.378597,-0.736608,0.560422,-0.446170,-0.623673,0.625494,0.143950
67267.152857,0.407369,-0.039802,-0.100056,-0.379659,-0.737007,0.559178,-0.446355,-0.620923,0.627729,0.145527
67267.157839,0.408496,-0.039606,-0.099029,-0.380787,-0.737204,0.558150,-0.446423,-0.618083,0.630118,0.147077
67267.162821,0.425042,-0.023069,-0.119828,-0.381967,-0.737216,0.557328,-0.446376,-0.615154,0.632653,0.148609
67267.167803,0.426279,-0.023240,-0.119205,-0.383204,-0.737045,0.556705,-0.446217,-0.612125,0.635339,0.150128
67267.172784,0.435422,-0.022205,-0.131981,-0.384489,-0.736706,0.556267,-0.445951,-0.608996,0.638167,0.151639
67267.177766,0.436819,-0.022736,-0.131716,-0.385885,-0.736176,0.556002,-0.445594,-0.605744,0.641151,0.153118
67267.182748,0.438520,-0.035241,-0.130898,-0.387418,-0.735434,0.555917,-0.445146,-0.602363,0.644296,0.154553
67267.187730,0.440253,-0.036188,-0.130939,-0.389151,-0.734488,0.555957,-0.444642,-0.598825,0.647601,0.155931
