t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
105241.050753,0.049569,-0.121889,0.168999,0.175865,-0.031996,-0.983894,-0.712575,-0.073175,-0.051945,0.695834
105241.055734,0.068474,-0.151334,0.219444,0.177681,-0.028323,-0.983681,-0.713477,-0.072424,-0.053986,0.694831
105241.060716,0.066520,-0.155462,0.219199,0.179635,-0.024195,-0.983436,-0.714474,-0.071544,-0.056246,0.693718
105241.065698,0.086865,-0.184152,0.281415,0.181736,-0.019614,-0.983152,-0.715573,-0.070536,-0.058726,0.692481
105241.070680,0.084614,-0.189217,0.281085,0.183986,-0.014549,-0.982821,-0.716776,-0.069388,-0.061439,0.691117
105241.075662,0.104326,-0.218129,0.345512,0.186415,-0.009029,-0.982430,-0.718083,-0.068118,-0.064383,0.689617
105241.080644,0.101699,-0.224122,0.345047,0.189042,-0.003036,-0.981964,-0.719503,-0.066721,-0.067573,0.687967
105241.085626,0.132297,-0.246048,0.416866,0.191891,0.003433,-0.981410,-0.721039,-0.065202,-0.071018,0.686155
105241.090608,0.129219,-0.253073,0.416209,0.194970,0.010458,-0.980754,-0.722691,-0.063529,-0.074748,0.684174
105241.095590,0.151415,-0.256133,0.459619,0.198301,0.018081,-0.979974,-0.724460,-0.061690,-0.078785,0.682016
105241.100572,0.147840,-0.264414,0.458701,0.201877,0.026362,-0.979056,-0.726349,-0.059655,-0.083146,0.679665
105241.105554,0.164427,-0.275770,0.497966,0.205706,0.035291,-0.977977,-0.728360,-0.057423,-0.087829,0.677112
105241.110536,0.160349,-0.285392,0.496705,0.209784,0.044914,-0.976716,-0.730494,-0.054968,-0.092847,0.674342
105241.115518,0.176663,-0.296711,0.522921,0.214145,0.055271,-0.975237,-0.732752,-0.052279,-0.098227,0.671336
105241.120500,0.172001,-0.307895,0.521186,0.218807,0.066455,-0.973503,-0.735140,-0.049316,-0.104003,0.668072
105241.125482,0.193068,-0.316908,0.545048,0.223787,0.078520,-0.971470,-0.737657,-0.046053,-0.110200,0.664527
105241.130464,0.187782,-0.329920,0.542674,0.229072,0.091532,-0.969096,-0.740298,-0.042448,-0.116833,0.660687
105241.135446,0.205682,-0.340327,0.569654,0.234656,0.105494,-0.966337,-0.743056,-0.038484,-0.123897,0.656533
105241.140428,0.199808,-0.355267,0.566459,0.240530,0.120434,-0.963141,-0.745922,-0.034131,-0.131394,0.652051
105241.145410,0.222269,-0.365772,0.586511,0.246725,0.136310,-0.959451,-0.748885,-0.029399,-0.139321,0.647223
105241.150392,0.215782,-0.382530,0.582284,0.253212,0.153068,-0.955224,-0.751932,-0.024281,-0.147642,0.642037
105241.155373,0.242027,-0.377653,0.596621,0.259987,0.170576,-0.950427,-0.755056,-0.018807,-0.156311,0.636478
105241.160355,0.234975,-0.395801,0.591220,0.267039,0.188724,-0.945026,-0.758245,-0.012997,-0.165282,0.630537
105241.165337,0.266001,-0.369581,0.580897,0.274374,0.207334,-0.939006,-0.761488,-0.006903,-0.174498,0.624211
105241.170319,0.258385,-0.388528,0.574243,0.281990,0.226281,-0.932351,-0.764775,-0.000555,-0.183913,0.617490
105241.175301,0.296281,-0.337106,0.545515,0.289916,0.245431,-0.925047,-0.768093,0.006004,-0.193495,0.610374
105241.180283,0.288050,-0.356382,0.537550,0.298147,0.264708,-0.917082,-0.771423,0.012759,-0.203215,0.602866
