t,ua_x,ua_y,ua_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z
40584.936510,-0.042333,-0.015119,-0.017290,0.106023,0.144498,-0.983809,-0.994039,0.075695,-0.048640,-0.061578
40584.941492,-0.042603,-0.023542,-0.015402,0.105835,0.144971,-0.983759,-0.994008,0.075942,-0.048510,-0.061865
40584.946474,-0.042384,-0.024170,-0.015471,0.105616,0.145600,-0.983690,-0.993975,0.076263,-0.048362,-0.062114
40584.951456,-0.061359,-0.030468,0.000886,0.105335,0.146222,-0.983628,-0.993945,0.076578,-0.048185,-0.062340
40584.956438,-0.061124,-0.031116,0.000814,0.105100,0.146869,-0.983557,-0.993910,0.076910,-0.048027,-0.062613
40584.961420,-0.054793,-0.058734,0.017088,0.104903,0.147463,-0.983489,-0.993873,0.077218,-0.047886,-0.062931
40584.966402,-0.054631,-0.059395,0.017006,0.104740,0.148125,-0.983407,-0.993833,0.077561,-0.047760,-0.063242
40584.971384,-0.036992,-0.049693,0.010463,0.104543,0.148753,-0.983333,-0.993795,0.077886,-0.047618,-0.063546
40584.976366,-0.036794,-0.050481,0.010364,0.104345,0.149541,-0.983234,-0.993751,0.078290,-0.047471,-0.063839
40584.981347,-0.024251,-0.042627,0.020386,0.104085,0.150445,-0.983124,-0.993705,0.078751,-0.047290,-0.064131
40584.986329,-0.023959,-0.043811,0.020235,0.103793,0.151629,-0.982973,-0.993648,0.079352,-0.047084,-0.064421
40584.991311,-0.010326,-0.056770,0.026762,0.103419,0.152992,-0.982801,-0.993586,0.080040,-0.046830,-0.064716
40584.996293,-0.009880,-0.058441,0.026547,0.102974,0.154663,-0.982586,-0.993512,0.080881,-0.046530,-0.065014
40585.001275,-0.001693,-0.061966,0.017057,0.102431,0.156555,-0.982343,-0.993431,0.081831,-0.046173,-0.065325
40585.006257,-0.001131,-0.064061,0.016779,0.101870,0.158650,-0.982065,-0.993336,0.082886,-0.045795,-0.065692
40585.011239,0.004218,-0.063101,0.008836,0.101327,0.160833,-0.981767,-0.993232,0.083989,-0.045416,-0.066138
40585.016221,0.004677,-0.065507,0.008486,0.100868,0.163239,-0.981417,-0.993109,0.085211,-0.045064,-0.066660
40585.021203,0.000694,-0.052796,0.004983,0.100472,0.165986,-0.980996,-0.992967,0.086608,-0.044731,-0.067196
40585.026185,0.001111,-0.056320,0.004423,0.100055,0.169510,-0.980436,-0.992792,0.088395,-0.044364,-0.067688
40585.031167,-0.011740,-0.085470,0.040699,0.099493,0.173727,-0.979755,-0.992586,0.090529,-0.043898,-0.068198
40585.036149,-0.011232,-0.090158,0.039907,0.098985,0.178414,-0.978964,-0.992341,0.092909,-0.043427,-0.068860
40585.041131,0.009457,-0.135270,0.063302,0.098651,0.183534,-0.978051,-0.992056,0.095522,-0.043015,-0.069648
40585.046113,0.009784,-0.141372,0.062170,0.098325,0.189635,-0.976919,-0.991717,0.098632,-0.042571,-0.070405
40585.051095,-0.004263,-0.124906,0.071127,0.097906,0.196561,-0.975591,-0.991329,0.102158,-0.042049,-0.071148
40585.056077,-0.003902,-0.132562,0.069589,0.097545,0.204217,-0.974054,-0.990883,0.106063,-0.041519,-0.071958
40585.061059,-0.004614,-0.151126,0.096696,0.097174,0.212482,-0.972321,-0.990380,0.110285,-0.040946,-0.072856
